Location,Agegroup,Bin_cml,Cml,Bin,PeakMagnitude,Week1,Week2,Week3,Week4,Week5,Week6,Week7,Week8,Week9,Week10,Week11,Week12,Week13,Week14,Week15,Week16,Week17,Week18,Week19,Week20,Week21,Week22,Week23,Week24,Week25,Week26,Week27,Week28,Week29,Week30,Week31,Week32,Week33,Week34,Week35,Week36,Week37,Week38,Week39,Week40,Week41,Week42,Week43,Week44,Week45,Week46,Week47,Week48,Week49,Week50,Week51,Week52
US National,Overall,[0-0.2),0,[0-0.1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00622406639004149,0.0228215767634855,0.0726141078838174,0.176348547717842,0.300829875518672,0.41701244813278,0.520746887966805,0.618257261410788,0.678423236514523,0.761410788381743,0.840248962655602,0.869294605809129,0.9149377593361,0.931535269709544,0.950207468879668,0.968879668049793,0.975103734439834,0.981327800829875,0.987551867219917,0.989626556016598
US National,Overall,[0.2-0.4),0,[0.1-0.2),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00829875518672199,0.045643153526971,0.201244813278008,0.464730290456432,0.730290456431535,0.910788381742739,0.968879668049793,0.927385892116183,0.823651452282158,0.699170124481328,0.58298755186722,0.479253112033195,0.381742738589212,0.321576763485477,0.238589211618257,0.159751037344398,0.130705394190871,0.0850622406639004,0.0684647302904564,0.0497925311203319,0.0311203319502075,0.024896265560166,0.0186721991701245,0.012448132780083,0.0103734439834025
US National,Overall,[0.4-0.6),0,[0.2-0.3),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020746887966805,0.0186721991701245,0.132780082987552,0.381742738589212,0.526970954356846,0.454356846473029,0.265560165975104,0.0829875518672199,0.00829875518672199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US National,Overall,[0.6-0.8),0,[0.3-0.4),0,0.0020746887966805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020746887966805,0.012448132780083,0.105809128630705,0.29253112033195,0.340248962655602,0.217842323651452,0.0809128630705394,0.004149377593361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US National,Overall,[0.8-1),0,[0.4-0.5),0,0,0,0,0,0,0,0.0020746887966805,0.0020746887966805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00622406639004149,0.0539419087136929,0.159751037344398,0.253112033195021,0.153526970954357,0.0539419087136929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US National,Overall,[1-1.2),0,[0.5-0.6),0,0.0186721991701245,0.0020746887966805,0.0020746887966805,0,0.0020746887966805,0.0020746887966805,0.004149377593361,0.004149377593361,0.0020746887966805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020746887966805,0.0103734439834025,0.0850622406639004,0.217842323651452,0.159751037344398,0.0643153526970954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US National,Overall,[1.2-1.4),0,[0.6-0.7),0,0.0497925311203319,0.00622406639004149,0.00829875518672199,0.00829875518672199,0.00829875518672199,0.012448132780083,0.012448132780083,0.0145228215767635,0.0020746887966805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00622406639004149,0.0560165975103734,0.105809128630705,0.176348547717842,0.0809128630705394,0.0145228215767635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US National,Overall,[1.4-1.6),0,[0.7-0.8),0,0.114107883817427,0.0311203319502075,0.012448132780083,0.0186721991701245,0.020746887966805,0.0186721991701245,0.0145228215767635,0.0145228215767635,0.0103734439834025,0.0020746887966805,0,0,0,0,0,0,0,0,0,0,0,0,0.0020746887966805,0.00622406639004149,0.0684647302904564,0.151452282157676,0.103734439834025,0.045643153526971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US National,Overall,[1.6-1.8),0,[0.8-0.9),0,0.139004149377593,0.0643153526970954,0.0518672199170125,0.0477178423236514,0.0352697095435685,0.037344398340249,0.0394190871369295,0.0352697095435685,0.012448132780083,0.0020746887966805,0,0,0,0,0,0,0,0,0,0,0,0,0.0020746887966805,0.016597510373444,0.0601659751037344,0.128630705394191,0.0871369294605809,0.0269709543568465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US National,Overall,[1.8-2),0,[0.9-1),0,0.118257261410788,0.0871369294605809,0.0705394190871369,0.0663900414937759,0.0580912863070539,0.045643153526971,0.037344398340249,0.029045643153527,0.012448132780083,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004149377593361,0.0352697095435685,0.0975103734439834,0.12448132780083,0.0539419087136929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
