Location,Agegroup,Bin_cml,Cml,Bin,PeakMagnitude,Week1,Week2,Week3,Week4,Week5,Week6,Week7,Week8,Week9,Week10,Week11,Week12,Week13,Week14,Week15,Week16,Week17,Week18,Week19,Week20,Week21,Week22,Week23,Week24,Week25,Week26,Week27,Week28,Week29,Week30,Week31,Week32,Week33,Week34,Week35,Week36,Week37,Week38,Week39,Week40,Week41,Week42,Week43,Week44,Week45,Week46,Week47,Week48,Week49,Week50,Week51,Week52
US National,Overall,[0-0.02),0,[0-0.01),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0065359477124183,0.0196078431372549,0.0359477124183007,0.0718954248366013,0.104575163398693,0.120915032679739,0.160130718954248,0.189542483660131,0.225490196078431,0.248366013071895,0.264705882352941,0.271241830065359,0.281045751633987,0.281045751633987,0.281045751633987,0.277777777777778,0.26797385620915,0.248366013071895,0.23202614379085
US National,Overall,[0.02-0.04),0,[0.01-0.02),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130718954248366,0.0228758169934641,0.0947712418300654,0.179738562091503,0.313725490196078,0.428104575163399,0.57516339869281,0.738562091503268,0.830065359477124,0.915032679738562,0.937908496732026,0.977124183006536,0.967320261437909,0.957516339869281,0.928104575163399,0.895424836601307,0.879084967320261,0.839869281045752,0.810457516339869,0.774509803921569,0.751633986928105,0.735294117647059,0.72875816993464,0.718954248366013,0.718954248366013,0.718954248366013,0.722222222222222,0.73202614379085,0.751633986928105,0.76797385620915
US National,Overall,[0.04-0.06),0,[0.02-0.03),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00326797385620915,0.0228758169934641,0.0980392156862745,0.166666666666667,0.316993464052288,0.392156862745098,0.470588235294118,0.516339869281046,0.496732026143791,0.405228758169935,0.254901960784314,0.169934640522876,0.0849673202614379,0.0620915032679739,0.0163398692810458,0.0130718954248366,0.0065359477124183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US National,Overall,[0.06-0.08),0,[0.03-0.04),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00326797385620915,0.0326797385620915,0.107843137254902,0.189542483660131,0.277777777777778,0.261437908496732,0.313725490196078,0.264705882352941,0.147058823529412,0.065359477124183,0.0196078431372549,0.0065359477124183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US National,Overall,[0.08-0.1),0,[0.04-0.05),0.00326797385620915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00326797385620915,0.0261437908496732,0.0816993464052288,0.186274509803922,0.189542483660131,0.169934640522876,0.222222222222222,0.120915032679739,0.0620915032679739,0.0196078431372549,0.00980392156862745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US National,Overall,[0.1-0.12),0,[0.05-0.06),0.00980392156862745,0.0359477124183007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00326797385620915,0.0196078431372549,0.0555555555555556,0.137254901960784,0.133986928104575,0.133986928104575,0.163398692810458,0.0882352941176471,0.0555555555555556,0.0130718954248366,0.00326797385620915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US National,Overall,[0.12-0.14),0,[0.06-0.07),0.0130718954248366,0.0947712418300654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0065359477124183,0.0228758169934641,0.0849673202614379,0.111111111111111,0.107843137254902,0.120915032679739,0.101307189542484,0.042483660130719,0.0130718954248366,0.00980392156862745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US National,Overall,[0.14-0.16),0,[0.07-0.08),0.0228758169934641,0.0816993464052288,0.00980392156862745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130718954248366,0.0326797385620915,0.0849673202614379,0.0882352941176471,0.0980392156862745,0.101307189542484,0.0261437908496732,0.0228758169934641,0.00980392156862745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US National,Overall,[0.16-0.18),0,[0.08-0.09),0.0228758169934641,0.107843137254902,0.0228758169934641,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00326797385620915,0.0228758169934641,0.042483660130719,0.065359477124183,0.0947712418300654,0.0849673202614379,0.0620915032679739,0.0359477124183007,0.0130718954248366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US National,Overall,[0.18-0.2),0,[0.09-0.1),0.0849673202614379,0.0947712418300654,0.0522875816993464,0.00326797385620915,0,0,0,0,0,0,0,0,0,0,0,0,0.00980392156862745,0.0261437908496732,0.0718954248366013,0.0751633986928105,0.065359477124183,0.065359477124183,0.0196078431372549,0.0228758169934641,0.00980392156862745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US National,Overall,[0.2-0.22),0,[0.1-0.11),0.0816993464052288,0.0915032679738562,0.0490196078431373,0.0065359477124183,0,0,0,0,0,0,0,0,0,0,0,0,0.00980392156862745,0.0196078431372549,0.0588235294117647,0.065359477124183,0.0555555555555556,0.065359477124183,0.0196078431372549,0.0065359477124183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
