"","scenario","team","reduction"
"1","HP14_","COL",3.20876587392178
"2","HP14_","NEU",0.0402240523832708
"3","HP14_","UTA",13.9205880142762
"4","HP14_","UVA",0.50419864878222
"5","HP14_","IMP",0.185862723900557
"6","HP14_","COL2",0.0264683315989515
"7","HP15_","COL",0
"8","HP15_","NEU",0.00499023931601846
"9","HP15_","UTA",-0.931946114664903
"10","HP15_","UVA",0.00042510499295967
"11","HP15_","IMP",0.185862723900557
"12","HP15_","COL2",0.000108085819507083
"13","HP16_","COL",2.06725220449135
"14","HP16_","NEU",10.4345251593667
"15","HP16_","UTA",5.99833528150976
"16","HP16_","UVA",10.1727218416685
"17","HP16_","IMP",14.5224408208558
"18","HP16_","COL2",8.73604533357112
"19","HP17_","COL",2.83226592510116
"20","HP17_","NEU",10.9566222099892
"21","HP17_","UTA",5.04747014023609
"22","HP17_","UVA",7.51813981751258
"23","HP17_","IMP",15.2726984528133
"24","HP17_","COL2",8.51932398396334
"25","HP18_","COL",2.17353477075321
"26","HP18_","NEU",10.1582307295164
"27","HP18_","UTA",10.8816263890344
"28","HP18_","UVA",13.4518292560558
"29","HP18_","IMP",8.80660954034196
"30","HP18_","COL2",8.77617911217992
"31","HP19_","COL",2.96451491672655
"32","HP19_","NEU",9.98283190293754
"33","HP19_","UTA",10.4281684687657
"34","HP19_","UVA",13.156334672784
"35","HP19_","IMP",15.2726984528133
"36","HP19_","COL2",8.55607525008424
"37","HP20_","COL",3.7961565548524
"38","HP20_","NEU",13.4488694306436
"39","HP20_","UTA",23.4073199798561
"40","HP20_","UVA",2.45924683938563
"41","HP20_","IMP",2.60060649034597
"42","HP20_","COL2",2.19680944402207
"43","HP21_","COL",10.6601847982861
"44","HP21_","NEU",24.8370608137259
"45","HP21_","UTA",54.8637183238089
"46","HP21_","UVA",21.1651911841439
"47","HP21_","IMP",22.913508861499
"48","HP21_","COL2",42.5618917131831
"49","HP22_","COL",12.225559713503
"50","HP22_","NEU",27.8920461727354
"51","HP22_","UTA",64.9491484240471
"52","HP22_","UVA",27.4411740426974
"53","HP22_","IMP",23.253886610114
"54","HP22_","COL2",11.8784017186764
"55","HP23_","COL",6.11722362732323
"56","HP23_","NEU",23.6180069111836
"57","HP23_","UTA",32.7168080885654
"58","HP23_","UVA",16.6242692814155
"59","HP23_","IMP",18.644601786309
"60","HP23_","COL2",11.8759711668763
"61","HP24_","COL",6.90816852276155
"62","HP24_","NEU",23.5576701233649
"63","HP24_","UTA",35.5116729718357
"64","HP24_","UVA",18.0880342571361
"65","HP24_","IMP",19.1082139352904
"66","HP24_","COL2",11.7353695717624
