"","scenario","team","agegroup","cml","lower","upper"
"1","HP01_","COL","Overall",0.22288099,0.174043,0.27235725
"2","HP01_","COL","0-4 years",0.11381453,0.07744086,0.15873332
"3","HP01_","COL","5-17 years",0.14160723,0.0983393,0.19349014
"4","HP01_","COL","18-49 years",0.32777133,0.26115743,0.38734668
"5","HP01_","COL","50-64 years",0.20931081,0.1615282,0.25190899
"6","HP01_","COL","65+ years",0.05460903,0.03655636,0.07765335
"7","HP01_","NEU","Overall",0.27543167,0.27398344,0.2799904
"8","HP01_","NEU","0-4 years",0.22200061,0.2206062,0.22637917
"9","HP01_","NEU","5-17 years",0.33481064,0.33207348,0.34339751
"10","HP01_","NEU","18-49 years",0.29732076,0.2959784,0.30158027
"11","HP01_","NEU","50-64 years",0.26687658,0.26584947,0.27007487
"12","HP01_","NEU","65+ years",0.16145417,0.16072245,0.16369292
"13","HP01_","UTA","Overall",0.359510610158028,0.200110972943041,0.445018014586873
"14","HP01_","UTA","0-4 years",0.361645300416655,0.19518750851027,0.453354239580343
"15","HP01_","UTA","5-17 years",0.394271235459884,0.22485636534319,0.479536633573644
"16","HP01_","UTA","18-49 years",0.391668817268442,0.221198908269627,0.47984525731477
"17","HP01_","UTA","50-64 years",0.387880110109658,0.216724699567809,0.477893562474481
"18","HP01_","UTA","65+ years",0.150066132214188,0.0664010123544776,0.216056716868709
"19","HP01_","UVA","Overall",0.223508535093921,0.185979338692084,0.254174286943828
"20","HP01_","UVA","0-4 years",0.184629275501144,0.147582490710089,0.216045827248224
"21","HP01_","UVA","5-17 years",0.44323012196832,0.397788562605389,0.474868512384812
"22","HP01_","UVA","18-49 years",0.215614641599639,0.173284173714277,0.251183323235707
"23","HP01_","UVA","50-64 years",0.183864446111484,0.145798017215122,0.216362176398197
"24","HP01_","UVA","65+ years",0.0639272367140455,0.0484283176491871,0.0779285115254991
"25","HP01_","IMP","Overall",0.24668133979112,0.235890361813353,0.25638459299094
"26","HP01_","IMP","0-4 years",0.237876695554298,0.219159017012741,0.26053960843512
"27","HP01_","IMP","5-17 years",0.332866125003988,0.319938172318508,0.342300592784949
"28","HP01_","IMP","18-49 years",0.248360261142049,0.229222672598805,0.267194800369176
"29","HP01_","IMP","50-64 years",0.209881704946732,0.188931499960162,0.227027160377773
"30","HP01_","IMP","65+ years",0.170243720630433,0.154362655567108,0.19773852230339
"31","HP01_","COL2","Overall",0.270632892097651,0.260013119275785,0.280278047549689
"32","HP01_","COL2","0-4 years",0.327851564133595,0.315069411818169,0.339250098084043
"33","HP01_","COL2","5-17 years",0.42051566095182,0.410712688854488,0.428597378773381
"34","HP01_","COL2","18-49 years",0.315113971203572,0.30278288440471,0.326510710797888
"35","HP01_","COL2","50-64 years",0.15831929925479,0.146932452349425,0.169267500005752
"36","HP01_","COL2","65+ years",0.0598881456473888,0.0551666336131335,0.0647440600524101
