"","scenario","team","agegroup","reduction"
"1","HP02_","COL","0-4 years",27.4246123414148
"2","HP02_","COL","5-17 years",27.2227502723953
"3","HP02_","COL","18-49 years",29.3583554305746
"4","HP02_","COL","50-64 years",31.1165749686843
"5","HP02_","COL","65+ years",21.3262033926855
"6","HP02_","NEU","0-4 years",27.6204841653906
"7","HP02_","NEU","5-17 years",31.4600461464535
"8","HP02_","NEU","18-49 years",24.9968553427578
"9","HP02_","NEU","50-64 years",22.7004530804611
"10","HP02_","NEU","65+ years",22.7693767524958
"11","HP02_","UTA","0-4 years",50.7066510831365
"12","HP02_","UTA","5-17 years",51.9505629490165
"13","HP02_","UTA","18-49 years",63.8871239584552
"14","HP02_","UTA","50-64 years",62.5868389173841
"15","HP02_","UTA","65+ years",73.98177890497
"16","HP02_","UVA","0-4 years",28.4582603326545
"17","HP02_","UVA","5-17 years",23.360559760874
"18","HP02_","UVA","18-49 years",20.6140725997044
"19","HP02_","UVA","50-64 years",21.6679662131586
"20","HP02_","UVA","65+ years",22.1213908389098
"21","HP02_","IMP","0-4 years",36.7278529072882
"22","HP02_","IMP","5-17 years",31.2382112470277
"23","HP02_","IMP","18-49 years",16.2935373666066
"24","HP02_","IMP","50-64 years",17.8854171667499
"25","HP02_","IMP","65+ years",15.4960332658832
"26","HP02_","COL2","0-4 years",8.20794315596356
"27","HP02_","COL2","5-17 years",5.12760927189613
"28","HP02_","COL2","18-49 years",4.13160292012815
"29","HP02_","COL2","50-64 years",6.01485884800794
"30","HP02_","COL2","65+ years",6.1213962651664
"31","HP03_","COL","0-4 years",0
"32","HP03_","COL","5-17 years",0
"33","HP03_","COL","18-49 years",0
"34","HP03_","COL","50-64 years",0
"35","HP03_","COL","65+ years",0
"36","HP03_","NEU","0-4 years",0.237985270183131
"37","HP03_","NEU","5-17 years",0.294763363882555
"38","HP03_","NEU","18-49 years",0.209272036969035
"39","HP03_","NEU","50-64 years",0.197789398975161
"40","HP03_","NEU","65+ years",0.179759135330162
"41","HP03_","UTA","0-4 years",-3.38211116907248
"42","HP03_","UTA","5-17 years",-2.96668474307375
"43","HP03_","UTA","18-49 years",-3.11621438649708
"44","HP03_","UTA","50-64 years",-3.18600745881164
"45","HP03_","UTA","65+ years",-5.39086462668573
"46","HP03_","UVA","0-4 years",0.831585766193366
"47","HP03_","UVA","5-17 years",0.732951813623126
"48","HP03_","UVA","18-49 years",0.578833463868328
"49","HP03_","UVA","50-64 years",0.635732137755006
"50","HP03_","UVA","65+ years",0.611497776523505
"51","HP03_","IMP","0-4 years",0.691312597659118
"52","HP03_","IMP","5-17 years",0.491260017495169
"53","HP03_","IMP","18-49 years",0.235676385343918
"54","HP03_","IMP","50-64 years",0.264750111051979
"55","HP03_","IMP","65+ years",0.196708607779776
"56","HP03_","COL2","0-4 years",0.057428025920497
"57","HP03_","COL2","5-17 years",0.0348783873830893
"58","HP03_","COL2","18-49 years",0.0279490968660129
"59","HP03_","COL2","50-64 years",0.0412691069631292
"60","HP03_","COL2","65+ years",0.0408234873675715
"61","HP04_","COL","0-4 years",30.0948941127513
"62","HP04_","COL","5-17 years",34.3161343696862
"63","HP04_","COL","18-49 years",31.6608523907404
"64","HP04_","COL","50-64 years",33.1998696379702
"65","HP04_","COL","65+ years",24.3858495654431
"66","HP04_","NEU","0-4 years",43.9853811852096
"67","HP04_","NEU","5-17 years",51.4790660133363
"68","HP04_","NEU","18-49 years",38.8953382332548
"69","HP04_","NEU","50-64 years",35.4916799571154
"70","HP04_","NEU","65+ years",36.4140042579998
"71","HP04_","UTA","0-4 years",1.79010521849431
"72","HP04_","UTA","5-17 years",2.17724744626682
"73","HP04_","UTA","18-49 years",2.20079249973086
"74","HP04_","UTA","50-64 years",2.07742419143837
"75","HP04_","UTA","65+ years",1.25757524413306
"76","HP04_","UVA","0-4 years",9.07022117474265
"77","HP04_","UVA","5-17 years",8.16061421480454
"78","HP04_","UVA","18-49 years",3.44298682891796
"79","HP04_","UVA","50-64 years",4.35368170527379
"80","HP04_","UVA","65+ years",5.57946628442291
"81","HP04_","IMP","0-4 years",6.41884917564382
"82","HP04_","IMP","5-17 years",11.0467442200121
"83","HP04_","IMP","18-49 years",3.24222714002607
"84","HP04_","IMP","50-64 years",2.93795416454528
"85","HP04_","IMP","65+ years",3.37070731607089
"86","HP04_","COL2","0-4 years",26.6128318177525
"87","HP04_","COL2","5-17 years",16.2628235099512
"88","HP04_","COL2","18-49 years",7.05445573654267
"89","HP04_","COL2","50-64 years",11.6728338478602
"90","HP04_","COL2","65+ years",15.2107269432603
"91","HP05_","COL","0-4 years",39.6623308279916
"92","HP05_","COL","5-17 years",45.85416767417
"93","HP05_","COL","18-49 years",37.9314766952595
"94","HP05_","COL","50-64 years",39.7744504259171
"95","HP05_","COL","65+ years",32.7151234557163
"96","HP05_","NEU","0-4 years",75.7976814719328
"97","HP05_","NEU","5-17 years",79.0904266227613
"98","HP05_","NEU","18-49 years",73.0601449879935
"99","HP05_","NEU","50-64 years",70.3589308460566
"100","HP05_","NEU","65+ years",70.5503925317741
"101","HP05_","UTA","0-4 years",4.78994635305572
"102","HP05_","UTA","5-17 years",4.65250807678212
"103","HP05_","UTA","18-49 years",5.07648625114307
"104","HP05_","UTA","50-64 years",5.1247943538255
"105","HP05_","UTA","65+ years",5.0042274957217
"106","HP05_","UVA","0-4 years",0.969657229887109
"107","HP05_","UVA","5-17 years",0.685669784179883
"108","HP05_","UVA","18-49 years",0.260866727646402
"109","HP05_","UVA","50-64 years",0.386562718503605
"110","HP05_","UVA","65+ years",0.574857857410422
"111","HP05_","IMP","0-4 years",45.7476726417286
"112","HP05_","IMP","5-17 years",63.1216356297565
"113","HP05_","IMP","18-49 years",37.2562801659115
"114","HP05_","IMP","50-64 years",36.6808893364508
"115","HP05_","IMP","65+ years",39.1305551082919
"116","HP05_","COL2","0-4 years",15.8981846908127
"117","HP05_","COL2","5-17 years",10.2580692777826
"118","HP05_","COL2","18-49 years",3.58812566397065
