"","scenario","team","reduction"
"1","HP02_","COL",29.1130212585649
"2","HP02_","NEU",25.9314624204254
"3","HP02_","UTA",56.1723360580777
"4","HP02_","UVA",22.2011691503834
"5","HP02_","IMP",21.2903942788653
"6","HP02_","COL2",4.99549058955326
"7","HP03_","COL",0
"8","HP03_","NEU",0.22512661670316
"9","HP03_","UTA",-3.25992742846321
"10","HP03_","UVA",0.655949118570841
"11","HP03_","IMP",0.32634296840031
"12","HP03_","COL2",0.0340443884883511
"13","HP04_","COL",31.9476551140589
"14","HP04_","NEU",41.0556164438171
"15","HP04_","UTA",2.10619994129259
"16","HP04_","UVA",5.60664172562485
"17","HP04_","IMP",5.23371270899176
"18","HP04_","COL2",11.8599395146971
"19","HP05_","COL",39.0366087300671
"20","HP05_","NEU",73.8091556428496
"21","HP05_","UTA",4.93045363706998
"22","HP05_","UVA",0.478535697790653
"23","HP05_","IMP",43.9021949518528
"24","HP05_","COL2",6.82561929319394
"25","HP06_","COL",4.36437849634461
"26","HP06_","NEU",21.2285028805874
"27","HP06_","UTA",17.7698072830186
"28","HP06_","UVA",16.0260312241605
"29","HP06_","IMP",29.6907621300967
"30","HP06_","COL2",16.0837960428557
"31","HP07_","COL",7.60463240943069
"32","HP07_","NEU",30.5211887943024
"33","HP07_","UTA",24.1049404625887
"34","HP07_","UVA",3.65099720537867
"35","HP07_","IMP",16.4158042736071
"36","HP07_","COL2",16.459163792688
"37","HP08_","COL",7.20314011526958
"38","HP08_","NEU",6.55264879307452
"39","HP08_","UTA",4.32514564291803
"40","HP08_","UVA",0
"41","HP08_","IMP",2.7247605717601
"42","HP08_","COL2",2.27849608256598
"43","HP09_","COL",39.2701279727804
"44","HP09_","NEU",71.0657274815202
"45","HP09_","UTA",71.3657837025269
"46","HP09_","UVA",54.6389136600316
"47","HP09_","IMP",71.951628351668
"48","HP09_","COL2",30.1625733924821
"49","HP10_","COL",47.2958191723754
"50","HP10_","NEU",94.7901633824462
"51","HP10_","UTA",92.6304188552201
"52","HP10_","UVA",71.662113366305
"53","HP10_","IMP",93.7564694041006
"54","HP10_","COL2",48.783177348799
"55","HP11_","COL",11.2562673021149
"56","HP11_","NEU",38.2008103861114
"57","HP11_","UTA",31.926183897456
"58","HP11_","UVA",43.1221949182594
"59","HP11_","IMP",49.3956825410032
"60","HP11_","COL2",20.0683031032795
"61","HP12_","COL",15.2907971200236
"62","HP12_","NEU",66.6756731351918
"63","HP12_","UTA",36.8454700553599
"64","HP12_","UVA",62.8140550136904
"65","HP12_","IMP",74.2004017505563
"66","HP12_","COL2",22.1207808917302
