"","scenario","team","agegroup","reduction"
"1","RL02_","COL","Overall",23.5308303608552
"2","RL02_","COL","0-4 years",11.9493744442594
"3","RL02_","COL","5-17 years",12.6376971571639
"4","RL02_","COL","18-49 years",24.4773635921538
"5","RL02_","COL","50-64 years",30.1620981542889
"6","RL02_","COL","65+ years",17.3907760996703
"7","RL02_","NEU","Overall",1.81991299755746
"8","RL02_","NEU","0-4 years",1.7225848922746
"9","RL02_","NEU","5-17 years",1.57445057993666
"10","RL02_","NEU","18-49 years",1.64295493333824
"11","RL02_","NEU","50-64 years",2.51533328580319
"12","RL02_","NEU","65+ years",1.96618822354583
"13","RL02_","UTA","Overall",15.4682861242513
"14","RL02_","UTA","0-4 years",13.6125818311842
"15","RL02_","UTA","5-17 years",12.4904059267256
"16","RL02_","UTA","18-49 years",17.0122644892649
"17","RL02_","UTA","50-64 years",16.2861244836441
"18","RL02_","UTA","65+ years",23.578520320726
"19","RL02_","UVA","Overall",3.81474284636822
"20","RL02_","UVA","0-4 years",4.88443470016005
"21","RL02_","UVA","5-17 years",3.90806402907179
"22","RL02_","UVA","18-49 years",3.57061410518629
"23","RL02_","UVA","50-64 years",3.77100635065443
"24","RL02_","UVA","65+ years",4.12300481388517
"25","RL02_","IMP","Overall",3.92728077616812
"26","RL02_","IMP","0-4 years",4.9583366811975
"27","RL02_","IMP","5-17 years",3.72399755657469
"28","RL02_","IMP","18-49 years",3.82667773367108
"29","RL02_","IMP","50-64 years",4.09981103154392
"30","RL02_","IMP","65+ years",4.30008932955618
"31","RL02_","COL2","Overall",5.88514410773734
"32","RL02_","COL2","0-4 years",6.52781219541115
"33","RL02_","COL2","5-17 years",5.10542237153713
"34","RL02_","COL2","18-49 years",5.87427055042255
"35","RL02_","COL2","50-64 years",7.11740484612221
"36","RL02_","COL2","65+ years",7.15950207405205
"37","RL02_","NEU2","Overall",1.81991299755746
"38","RL02_","NEU2","0-4 years",1.7225848922746
"39","RL02_","NEU2","5-17 years",1.57445057993666
"40","RL02_","NEU2","18-49 years",1.64295493333824
"41","RL02_","NEU2","50-64 years",2.51533328580319
"42","RL02_","NEU2","65+ years",1.96618822354583
"43","RL02_","NEU3","Overall",3.49451200265385
"44","RL02_","NEU3","0-4 years",3.69115510058395
"45","RL02_","NEU3","5-17 years",3.73423165973943
"46","RL02_","NEU3","18-49 years",3.4607690101277
"47","RL02_","NEU3","50-64 years",3.23854640986459
"48","RL02_","NEU3","65+ years",3.37081436346238
"49","RL03_","COL","Overall",6.87608290061058
"50","RL03_","COL","0-4 years",8.51186677042209
"51","RL03_","COL","5-17 years",7.51413515246098
"52","RL03_","COL","18-49 years",6.37195015792298
"53","RL03_","COL","50-64 years",7.55134073889355
"54","RL03_","COL","65+ years",9.03555667571943
"55","RL03_","NEU","Overall",-1.67166367726258
"56","RL03_","NEU","0-4 years",-1.12570374389949
"57","RL03_","NEU","5-17 years",-2.66098318906685
"58","RL03_","NEU","18-49 years",-1.70708453069067
"59","RL03_","NEU","50-64 years",-1.1251442764404
"60","RL03_","NEU","65+ years",-0.160218935678401
"61","RL03_","UTA","Overall",12.0823656580258
"62","RL03_","UTA","0-4 years",11.0744520126902
"63","RL03_","UTA","5-17 years",9.16831123574491
"64","RL03_","UTA","18-49 years",13.2855004969466
"65","RL03_","UTA","50-64 years",13.3677869396911
"66","RL03_","UTA","65+ years",17.3905261020266
"67","RL03_","UVA","Overall",0
"68","RL03_","UVA","0-4 years",0
"69","RL03_","UVA","5-17 years",0
"70","RL03_","UVA","18-49 years",0
"71","RL03_","UVA","50-64 years",0
"72","RL03_","UVA","65+ years",0
"73","RL03_","IMP","Overall",1.24164917244916
"74","RL03_","IMP","0-4 years",1.2107975888645
"75","RL03_","IMP","5-17 years",-0.421980134983387
"76","RL03_","IMP","18-49 years",1.83267262768473
"77","RL03_","IMP","50-64 years",2.32161378673211
"78","RL03_","IMP","65+ years",2.12726572004863
"79","RL03_","COL2","Overall",2.30426551769579
"80","RL03_","COL2","0-4 years",2.43707712271607
"81","RL03_","COL2","5-17 years",1.72585489662488
"82","RL03_","COL2","18-49 years",2.40600418679714
"83","RL03_","COL2","50-64 years",3.05988805439585
"84","RL03_","COL2","65+ years",3.11741465742193
"85","RL03_","NEU2","Overall",-1.67166367726258
"86","RL03_","NEU2","0-4 years",-1.12570374389949
"87","RL03_","NEU2","5-17 years",-2.66098318906685
"88","RL03_","NEU2","18-49 years",-1.70708453069067
"89","RL03_","NEU2","50-64 years",-1.1251442764404
"90","RL03_","NEU2","65+ years",-0.160218935678401
"91","RL03_","NEU3","Overall",0.610964416348089
"92","RL03_","NEU3","0-4 years",1.47958730269409
"93","RL03_","NEU3","5-17 years",-0.238883372786365
"94","RL03_","NEU3","18-49 years",0.5127955925742
"95","RL03_","NEU3","50-64 years",1.08324077458947
"96","RL03_","NEU3","65+ years",2.42479553990091
"97","RL04_","COL","Overall",32.8385512103777
"98","RL04_","COL","0-4 years",22.1005998541894
"99","RL04_","COL","5-17 years",21.9758703858803
"100","RL04_","COL","18-49 years",33.5384682195922
"101","RL04_","COL","50-64 years",39.8894805320886
"102","RL04_","COL","65+ years",28.1641351297897
"103","RL04_","NEU","Overall",9.87459538733218
"104","RL04_","NEU","0-4 years",10.3030027467473
"105","RL04_","NEU","5-17 years",8.34395887331291
"106","RL04_","NEU","18-49 years",9.35500022851535
"107","RL04_","NEU","50-64 years",12.1293131188953
"108","RL04_","NEU","65+ years",11.7718335219799
