Location,Agegroup,Bin_cml,Cml,Bin,Peak Magnitude,Week1,Week2,Week3,Week4,Week5,Week6,Week7,Week8,Week9,Week10,Week11,Week12,Week13,Week14,Week15,Week16,Week17,Week18,Week19,Week20,Week21,Week22,Week23,Week24,Week25,Week26,Week27,Week28,Week29,Week30,Week31,Week32,Week33,Week34,Week35,Week36,Week37,Week38,Week39,Week40,Week41,Week42,Week43,Week44,Week45,Week46,Week47,Week48,Week49,Week50,Week51,Week52
US National,Overall,[0.0-0.2),0.0,[0.0-0.1),0.0,0.4511,0.412328,0.378785,0.34829,0.326508,0.310172,0.286648,0.249837,0.121978,0.030494,0.007406,0.002832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005228,0.020039,0.053583,0.172947,0.784579,0.996951,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
US National,Overall,[0.2-0.4),0.0,[0.1-0.2),0.0,0.348944,0.373121,0.400131,0.423873,0.433457,0.436071,0.441516,0.4511,0.309083,0.168591,0.03289,0.005228,0.002832,0.0,0.0,0.0,0.0,0.0,0.0,0.000218,0.023742,0.082988,0.133522,0.230887,0.49902,0.802657,0.21259,0.003049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
US National,Overall,[0.4-0.6),0.0,[0.2-0.3),0.0,0.130037,0.143542,0.151383,0.160967,0.186234,0.225659,0.246569,0.290351,0.385101,0.216293,0.093662,0.008713,0.002614,0.000653,0.0,0.0,0.0,0.0,0.010237,0.026792,0.082335,0.184274,0.285777,0.437813,0.403398,0.020039,0.002832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
US National,Overall,[0.6-0.8),0.0,[0.3-0.4),0.0,0.034633,0.040296,0.046177,0.047484,0.053801,0.028098,0.025267,0.008713,0.183838,0.330429,0.133086,0.030494,0.002614,0.002396,0.000218,0.0,0.002396,0.012633,0.018732,0.071662,0.148769,0.253104,0.306469,0.218689,0.036593,0.003049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
US National,Overall,[0.8-1.0),0.0,[0.4-0.5),0.0,0.025049,0.026356,0.023524,0.019386,0.0,0.0,0.0,0.0,0.0,0.249619,0.163799,0.065999,0.004139,0.001525,0.00196,0.008495,0.013505,0.01699,0.05685,0.087127,0.179917,0.214768,0.14071,0.075583,0.002832,0.001307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
US National,Overall,[1.0-1.2),0.0,[0.5-0.6),0.003267,0.010237,0.004356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004574,0.291875,0.065345,0.009802,0.006535,0.010455,0.009802,0.017425,0.043346,0.069919,0.116532,0.153997,0.106077,0.087127,0.009366,0.001743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
US National,Overall,[1.2-1.4),0.0,[0.6-0.7),0.011544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.272707,0.134611,0.035722,0.011762,0.011544,0.024831,0.040514,0.054454,0.083424,0.141799,0.142017,0.077325,0.025485,0.002178,0.002178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
US National,Overall,[1.4-1.6),0.0,[0.7-0.8),0.012198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004574,0.242213,0.06687,0.015465,0.029841,0.036811,0.052494,0.062949,0.09279,0.103681,0.071444,0.049227,0.006317,0.001307,0.000436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
US National,Overall,[1.6-1.8),0.0,[0.8-0.9),0.032673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.351122,0.099543,0.036376,0.044217,0.063167,0.063385,0.087998,0.106513,0.088216,0.074711,0.016772,0.002614,0.001307,0.000218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
US National,Overall,[1.8-2.0),0.0,[0.9-1.0),0.083642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.092137,0.277282,0.09279,0.079503,0.06687,0.087998,0.094533,0.088652,0.108037,0.04095,0.005228,0.001307,0.002178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
