"","team","week","sm.mean","sm.perc2p5","sm.perc97p5","Date"
"1","COL",1,4.6e-05,4e-05,5.5e-05,2020-07-01
"2","COL",2,7.1e-05,5.5e-05,9.5e-05,2020-07-08
"3","COL",3,0.000102,6.6e-05,0.000156,2020-07-15
"4","COL",4,0.000155,8.7e-05,0.000271,2020-07-22
"5","COL",5,0.000233,0.000113,0.000469,2020-07-29
"6","COL",6,0.000372,0.000163,0.000861,2020-08-05
"7","COL",7,0.000678,0.000268,0.001872,2020-08-12
"8","COL",8,0.001465,0.000506,0.004809,2020-08-19
"9","COL",9,0.003916,0.000933,0.017258,2020-08-26
"10","COL",10,0.013065,0.002072,0.073456,2020-09-02
"11","COL",11,0.046406,0.005108,0.300398,2020-09-09
"12","COL",12,0.174321,0.013713,1.16888,2020-09-16
"13","COL",13,0.550402,0.040548,2.554173,2020-09-23
"14","COL",14,1.170422,0.119613,2.751851,2020-09-30
"15","COL",15,1.684712,0.325229,2.577888,2020-10-07
"16","COL",16,1.945618,0.810555,2.532053,2020-10-14
"17","COL",17,1.932758,1.422902,2.632131,2020-10-21
"18","COL",18,1.767715,1.295791,2.47239,2020-10-28
"19","COL",19,1.706239,1.1732,2.330836,2020-11-04
"20","COL",20,1.688147,1.152758,2.179364,2020-11-11
"21","COL",21,1.673941,1.139029,2.069172,2020-11-18
"22","COL",22,1.586356,1.158294,1.837128,2020-11-25
"23","COL",23,1.416978,0.968627,1.648485,2020-12-02
"24","COL",24,1.211278,0.721351,1.422844,2020-12-09
"25","COL",25,0.973679,0.479059,1.205465,2020-12-16
"26","COL",26,0.768914,0.30163,1.019279,2020-12-23
"27","COL",27,0.580888,0.180899,0.840342,2020-12-30
"28","COL",28,0.432128,0.106665,0.689856,2021-01-06
"29","COL",29,0.311036,0.059941,0.561761,2021-01-13
"30","COL",30,0.21683,0.03284,0.439124,2021-01-20
"31","COL",31,0.147287,0.0175,0.338148,2021-01-27
"32","COL",32,0.099408,0.009203,0.25754,2021-02-03
"33","COL",33,0.065682,0.00475,0.189319,2021-02-10
"34","COL",34,0.042924,0.00241,0.136352,2021-02-17
"35","COL",35,0.027719,0.001195,0.095974,2021-02-24
"36","COL",36,0.017455,0.000573,0.065601,2021-03-03
"37","COL",37,0.01099,0.00027,0.044582,2021-03-10
"38","COL",38,0.006929,0.000126,0.030176,2021-03-17
"39","COL",39,0.00425,5.8e-05,0.019845,2021-03-24
"40","COL",40,0.002592,2.5e-05,0.012929,2021-03-31
"41","COL",41,0.001573,9e-06,0.008347,2021-04-07
"42","COL",42,0.000955,3e-06,0.005372,2021-04-14
"43","COL",43,0.00058,1e-06,0.003448,2021-04-21
"44","COL",44,0.000352,0,0.002202,2021-04-28
"45","COL",45,0.000214,0,0.001405,2021-05-05
"46","COL",46,0.00013,0,0.000894,2021-05-12
"47","COL",47,7.9e-05,0,0.000567,2021-05-19
"48","COL",48,4.8e-05,0,0.00036,2021-05-26
"49","COL",49,2.9e-05,0,0.00023,2021-06-02
"50","COL",50,1.8e-05,0,0.000146,2021-06-09
"51","COL",51,1.1e-05,0,9.2e-05,2021-06-16
"52","COL",52,6e-06,0,5.9e-05,2021-06-23
"261","COL2",1,3.82154264687443e-05,3.43911701995917e-05,4.26856107563017e-05,2020-07-01
"262","COL2",2,8.9392892113233e-05,7.43616627931375e-05,0.000107673120091697,2020-07-08
"263","COL2",3,0.000193792043696002,0.000147385588175783,0.000251314815581307,2020-07-15
"264","COL2",4,0.000433556329928939,0.000302954710344643,0.000607642135634273,2020-07-22
"265","COL2",5,0.0010073346822847,0.000643597647743062,0.00152601926990209,2020-07-29
"266","COL2",6,0.00237947097409422,0.00137900020811641,0.0038933544435286,2020-08-05
"267","COL2",7,0.0058490105917258,0.0030529432947623,0.0103302661878722,2020-08-12
"268","COL2",8,0.0147824914606936,0.00691549186890404,0.0281476740676856,2020-08-19
"269","COL2",9,0.0380685759299676,0.0159114917335175,0.0779316807418574,2020-08-26
"270","COL2",10,0.102186194201108,0.0380582151607932,0.223762159282201,2020-09-02
"271","COL2",11,0.273975381965007,0.0915788044571152,0.632895373730598,2020-09-09
"272","COL2",12,0.721752653387219,0.222866538465228,1.695586494924,2020-09-16
"273","COL2",13,1.75467689291452,0.542007231971845,3.84194834249407,2020-09-23
"274","COL2",14,3.54215954815605,1.28330818334779,6.16865480293709,2020-09-30
"275","COL2",15,5.26995156700349,2.73066500370081,6.48075538901895,2020-10-07
"276","COL2",16,5.47563449443453,4.03165853524551,6.06857423234909,2020-10-14
"277","COL2",17,4.27899459812388,2.27734821265072,5.59557317640318,2020-10-21
"278","COL2",18,2.63517729485887,1.1123168456912,4.59018021979679,2020-10-28
"279","COL2",19,1.43753118831785,0.52432281810853,2.98116599340185,2020-11-04
"280","COL2",20,0.746009096150585,0.245892242173717,1.71421675222539,2020-11-11
"281","COL2",21,0.381160840268439,0.116123825560517,0.936775703890145,2020-11-18
"282","COL2",22,0.192177083520647,0.0547099112908585,0.496728520831284,2020-11-25
"283","COL2",23,0.0956763645638702,0.0255841770928596,0.257934476456407,2020-12-02
"284","COL2",24,0.0474898281352995,0.0119543877971671,0.132950011735661,2020-12-09
"285","COL2",25,0.0234163878241391,0.00555710915339042,0.0679078496702173,2020-12-16
"286","COL2",26,0.0115068147636021,0.00257394023736688,0.0345257149747874,2020-12-23
"287","COL2",27,0.00564002825117703,0.0011900592468034,0.0174873013608553,2020-12-30
"288","COL2",28,0.00274652329917438,0.000546568604404716,0.00879501664273364,2021-01-06
"289","COL2",29,0.00132964480686408,0.000249782181159721,0.0043944748123745,2021-01-13
"290","COL2",30,0.000642929824195747,0.000114338744463829,0.00219082767767044,2021-01-20
"291","COL2",31,0.000306937684608009,5.20040746446445e-05,0.00107726919164131,2021-01-27
"292","COL2",32,0.000147621328022518,2.41973652408567e-05,0.000531064438569472,2021-02-03
"293","COL2",33,7.04644225607432e-05,1.15481750858633e-05,0.000258159764348171,2021-02-10
"294","COL2",34,3.36772561523704e-05,5.87809799994399e-06,0.000124462507391306,2021-02-17
"295","COL2",35,1.65763559288264e-05,3.40457643073991e-06,6.06637206959543e-05,2021-02-24
"296","COL2",36,8.42689974871091e-06,2.2892088504275e-06,2.94735219619057e-05,2021-03-03
"297","COL2",37,4.64760686109682e-06,1.79933637472191e-06,1.46536138748087e-05,2021-03-10
"298","COL2",38,2.90585348165797e-06,1.58315517616636e-06,7.65751912154867e-06,2021-03-17
"299","COL2",39,2.0889122895383e-06,1.47185267462052e-06,4.32216656391734e-06,2021-03-24
"300","COL2",40,1.71087234408752e-06,1.42031497030609e-06,2.76716266886246e-06,2021-03-31
"301","COL2",41,1.53312117683335e-06,1.38705471473788e-06,2.04745839574553e-06,2021-04-07
"302","COL2",42,1.4506213326785e-06,1.36778236494032e-06,1.69001235803362e-06,2021-04-14
"303","COL2",43,1.41197015103234e-06,1.35478126685274e-06,1.54437775278589e-06,2021-04-21
"304","COL2",44,1.39490867095197e-06,1.34853777280061e-06,1.4698756869919e-06,2021-04-28
"305","COL2",45,1.38708241942039e-06,1.34530531565142e-06,1.4400222307663e-06,2021-05-05
"306","COL2",46,1.38565795708483e-06,1.34567982131144e-06,1.43329043451049e-06,2021-05-12
"307","COL2",47,1.38423304926646e-06,1.34531654201978e-06,1.43085894029183e-06,2021-05-19
"308","COL2",48,1.38802322235963e-06,1.34951962396151e-06,1.43471806162297e-06,2021-05-26
"309","COL2",49,1.39426755907576e-06,1.35578154133205e-06,1.44107311357595e-06,2021-06-02
"310","COL2",50,1.40182720347683e-06,1.36307038485606e-06,1.44879660024588e-06,2021-06-09
"311","COL2",51,1.40883394892041e-06,1.36986090199072e-06,1.4559998749751e-06,2021-06-16
"312","COL2",52,1.41692488953742e-06,1.37767851329566e-06,1.46429643057991e-06,2021-06-23
"209","IMP",1,0.000689097049427353,0.000597630329738035,0.000828572591916534,2020-07-01
"210","IMP",2,0.000946068151509524,0.00071890279032651,0.00134442098056579,2020-07-08
"211","IMP",3,0.00137120412120951,0.000914887924957871,0.00225897625842018,2020-07-15
"212","IMP",4,0.00207085849122283,0.00121473586711937,0.00389590965991945,2020-07-22
"213","IMP",5,0.003256551756223,0.00168345362292156,0.00690024188624238,2020-07-29
"214","IMP",6,0.00533867273844973,0.00244185744489281,0.0125677237513667,2020-08-05
"215","IMP",7,0.00913791031286531,0.00371540762918154,0.023634328350632,2020-08-12
"216","IMP",8,0.016333566819093,0.00595809141008186,0.0457310827229762,2020-08-19
"217","IMP",9,0.0304849889822775,0.0100625730108098,0.0914163009581279,2020-08-26
"218","IMP",10,0.0592457282120904,0.0178521258114816,0.187490407213465,2020-09-02
"219","IMP",11,0.119244070620344,0.0333728233532476,0.391750714993144,2020-09-09
"220","IMP",12,0.245741892866729,0.0656040282085283,0.817945798170483,2020-09-16
"221","IMP",13,0.507284062753995,0.134812121875125,1.6413367028582,2020-09-23
"222","IMP",14,1.01053989990777,0.286680357238224,2.94920929817864,2020-09-30
"223","IMP",15,1.84794570092753,0.620683275359023,4.3092217927767,2020-10-07
"224","IMP",16,2.95007528000303,1.31899323795641,4.76647636647703,2020-10-14
"225","IMP",17,3.94144038608819,2.56462391783301,4.77280863851113,2020-10-21
"226","IMP",18,4.26030847660811,2.62990618378064,4.95877437990994,2020-10-28
"227","IMP",19,3.67220636418342,1.55011494456933,4.85533724810957,2020-11-04
"228","IMP",20,2.58512459902947,0.854172635704534,4.20236236528685,2020-11-11
"229","IMP",21,1.57293233429192,0.455228131650178,2.85356182914313,2020-11-18
"230","IMP",22,0.876632017699889,0.238676200084142,1.66972052799502,2020-11-25
"231","IMP",23,0.465664800228108,0.124048647811723,0.901934943514583,2020-12-02
"232","IMP",24,0.240889558569479,0.0641108634622175,0.467094197393224,2020-12-09
"233","IMP",25,0.122569008273858,0.032962485104153,0.236053478906443,2020-12-16
"234","IMP",26,0.0615739976214625,0.0168491858893416,0.117286568877535,2020-12-23
"235","IMP",27,0.0305579600207075,0.00855260628644824,0.0576768755177451,2020-12-30
"236","IMP",28,0.0149681429720896,0.0043046122196356,0.0279654673577378,2021-01-06
"237","IMP",29,0.00722510037792819,0.00214460684945423,0.0133419210261183,2021-01-13
"238","IMP",30,0.00343059373196174,0.00105568510833523,0.00625174788721897,2021-01-20
"239","IMP",31,0.00159946641411446,0.000512322812060651,0.0028716367520236,2021-01-27
"240","IMP",32,0.000731110198844285,0.000244502902802615,0.00129072000200579,2021-02-03
"241","IMP",33,0.000327180411326006,0.000114873668537658,0.000566700789693724,2021-02-10
"242","IMP",34,0.000143201397166362,5.30840994665261e-05,0.000242746051569277,2021-02-17
"243","IMP",35,6.12603706962161e-05,2.41122209472681e-05,0.000101351974937437,2021-02-24
"244","IMP",36,2.56066639543075e-05,1.0761495291829e-05,4.12585456778231e-05,2021-03-03
"245","IMP",37,1.04589551995298e-05,4.71867396300068e-06,1.64322248684609e-05,2021-03-10
"246","IMP",38,4.17608091711972e-06,2.03304248336752e-06,6.37060188008582e-06,2021-03-17
"247","IMP",39,1.63133040791096e-06,8.61070980825841e-07,2.40938055293978e-06,2021-03-24
"248","IMP",40,6.24234232157297e-07,3.58760232499273e-07,8.89343203112622e-07,2021-03-31
"249","IMP",41,2.34351871514316e-07,1.47185323537221e-07,3.201689868827e-07,2021-04-07
