"","team","week","HP13_mean","HP13_perc2p5","HP13_perc97p5","Date","HP14_mean","HP14_perc2p5","HP14_perc97p5","HP15_mean","HP15_perc2p5","HP15_perc97p5","HP16_mean","HP16_perc2p5","HP16_perc97p5","HP17_mean","HP17_perc2p5","HP17_perc97p5","HP18_mean","HP18_perc2p5","HP18_perc97p5","HP19_mean","HP19_perc2p5","HP19_perc97p5","HP20_mean","HP20_perc2p5","HP20_perc97p5","HP21_mean","HP21_perc2p5","HP21_perc97p5","HP22_mean","HP22_perc2p5","HP22_perc97p5","HP23_mean","HP23_perc2p5","HP23_perc97p5","HP24_mean","HP24_perc2p5","HP24_perc97p5"
"96","COL2",44,1.22285796990802e-06,1.19977711266601e-06,1.24783131094709e-06,2021-04-28,8.09386909982301e-07,8.03862455592544e-07,8.15067664090808e-07,8.01109054646885e-07,7.95608735813173e-07,8.06867999173053e-07,1.70633608711811e-06,1.64079433516757e-06,1.77707361251284e-06,1.68339296898346e-06,1.59764333502338e-06,1.78488474131757e-06,1.69561075911925e-06,1.63237848908357e-06,1.76327165284295e-06,1.67330425901228e-06,1.59757165822653e-06,1.75414293642627e-06,1.23586958052344e-06,1.21162674834569e-06,1.26213651605294e-06,8.8933153174079e-07,8.81449306302616e-07,8.98175982354536e-07,8.87620814899572e-07,8.80018662360021e-07,8.96745799655494e-07,8.79914001208483e-07,8.71603202965062e-07,8.88873285439337e-07,8.78232877239828e-07,8.7094962140957e-07,8.8765379669035e-07
"97","COL2",45,1.22372506072938e-06,1.20078461856526e-06,1.2484816157199e-06,2021-05-05,8.10676276013881e-07,8.05141265679357e-07,8.16290284793973e-07,8.02391985198281e-07,7.96881499798562e-07,8.08142052617807e-07,1.69479022677558e-06,1.63114145385488e-06,1.76063078527683e-06,1.67266889827201e-06,1.59584298712877e-06,1.75554827497868e-06,1.69055499867999e-06,1.62784152578834e-06,1.75772757855719e-06,1.66861699790502e-06,1.5960614317241e-06,1.74553465539472e-06,1.23656923415064e-06,1.21248456219737e-06,1.2626777038722e-06,8.90210822763328e-07,8.82310917208977e-07,8.99038670256653e-07,8.88508128533295e-07,8.80994866866739e-07,8.97528389682801e-07,8.80803755895985e-07,8.72502097486924e-07,8.89656820100366e-07,8.79130319848426e-07,8.71893896275402e-07,8.88448451445954e-07
"98","COL2",46,1.22671297766724e-06,1.20380228971913e-06,1.25161097070052e-06,2021-05-12,8.12501177319669e-07,8.06932771304751e-07,8.18067298244824e-07,8.04185729183321e-07,7.98642867013612e-07,8.09914104030242e-07,1.69227793888051e-06,1.62956804452301e-06,1.75897829098256e-06,1.67054292652457e-06,1.59850912842166e-06,1.74872723344607e-06,1.69141490009363e-06,1.62889313480554e-06,1.75807743020038e-06,1.66963622486936e-06,1.59886861056984e-06,1.74543756921041e-06,1.23946128550438e-06,1.21541563825897e-06,1.26570175386474e-06,8.91884801067501e-07,8.84002571262431e-07,9.00624068046029e-07,8.9018421328305e-07,8.82748072615183e-07,8.9913390960465e-07,8.82456533761467e-07,8.74198308239144e-07,8.91224687617738e-07,8.8078504520832e-07,8.73573668740869e-07,8.90034945763579e-07
"99","COL2",47,1.22807022422725e-06,1.20529716838487e-06,1.25298514373319e-06,2021-05-19,8.138362481971e-07,8.08261107618396e-07,8.19333431692704e-07,8.05511450123947e-07,7.99961854938326e-07,8.11173079644397e-07,1.68930792325755e-06,1.62708626420232e-06,1.75533983177782e-06,1.66785176591496e-06,1.59876500686347e-06,1.74265107496142e-06,1.69020421394341e-06,1.62815144734577e-06,1.75637793951852e-06,1.66859102023439e-06,1.59919167872583e-06,1.74367273128596e-06,1.24066220758903e-06,1.21677067969277e-06,1.26690134848593e-06,8.92845218614745e-07,8.85031564379248e-07,9.01475198925408e-07,8.91151688179215e-07,8.83805105631509e-07,8.99995837905743e-07,8.83422185373519e-07,8.75232308038548e-07,8.92084743384569e-07,8.81757487068849e-07,8.74598363383744e-07,8.90901973530062e-07
"100","COL2",48,1.2333557659681e-06,1.21051418496622e-06,1.25850802539995e-06,2021-05-26,8.16309347167857e-07,8.10675561868562e-07,8.21777966787069e-07,8.07926100812466e-07,8.02319431367091e-07,8.13561525236229e-07,1.69522100884837e-06,1.63288065183656e-06,1.7610315386017e-06,1.67377722067556e-06,1.60606445823942e-06,1.74811614505129e-06,1.69704381813488e-06,1.63486198096263e-06,1.76324488273442e-06,1.67538520876026e-06,1.60652655297506e-06,1.75039810142596e-06,1.24591543522645e-06,1.22195783395058e-06,1.27238975310446e-06,8.95437086467668e-07,8.87654429578523e-07,9.0399787712079e-07,8.93739594951786e-07,8.86461561908717e-07,9.02552128909974e-07,8.85959374617036e-07,8.77798208826613e-07,8.94556659954743e-07,8.84290713195017e-07,8.77138423683862e-07,8.93401132162546e-07
"101","COL2",49,1.24037512136641e-06,1.21736822276517e-06,1.26586072144512e-06,2021-06-02,8.19160802601873e-07,8.13454130356242e-07,8.24650134558072e-07,8.10699991618415e-07,8.05022432459009e-07,8.16320149009951e-07,1.70589889134297e-06,1.64304763057586e-06,1.7719462301427e-06,1.68429720435862e-06,1.61703602153013e-06,1.75879168116964e-06,1.70822640774563e-06,1.6455283919258e-06,1.77477328796217e-06,1.68637895497898e-06,1.61751921572153e-06,1.76175747752218e-06,1.25295594717073e-06,1.22882954786597e-06,1.2797677972707e-06,8.98601994632086e-07,8.90840930040329e-07,9.07107252727383e-07,8.96895880839236e-07,8.89640847925092e-07,9.05694686353811e-07,8.89044076358401e-07,8.80901237921418e-07,8.97589812778477e-07,8.87366949864889e-07,8.80210532451749e-07,8.96465138142988e-07
"102","COL2",50,1.24823537133316e-06,1.22500281361854e-06,1.27411029675729e-06,2021-06-09,8.22073071153015e-07,8.1629133588484e-07,8.27600878124798e-07,8.13527490413618e-07,8.07777027788836e-07,8.19133804415499e-07,1.71965111767144e-06,1.65596948447995e-06,1.78627979835998e-06,1.69776002950362e-06,1.63033448700295e-06,1.77285253409669e-06,1.72226973207856e-06,1.65873894646455e-06,1.78945972525984e-06,1.70011465903583e-06,1.63083284059074e-06,1.77621050547335e-06,1.26087291093471e-06,1.23651318771895e-06,1.28808245709707e-06,9.01908719125168e-07,8.94165411598035e-07,9.1036363964329e-07,9.00191782978719e-07,8.92923907703116e-07,9.08985158466766e-07,8.9225861962527e-07,8.8412991592631e-07,9.00820569814736e-07,8.90570944532237e-07,8.83445969965202e-07,8.99662962529592e-07
"103","COL2",51,1.25548269261408e-06,1.23208376492856e-06,1.2816769415531e-06,2021-06-16,8.24799829521789e-07,8.18956169509383e-07,8.30341905628239e-07,8.16178571689968e-07,8.10367695427211e-07,8.21760248223298e-07,1.73289772214944e-06,1.6684682822819e-06,1.80061633630823e-06,1.71069718386326e-06,1.64289884235079e-06,1.78652290015182e-06,1.73569077578179e-06,1.6714114003036e-06,1.80352150129399e-06,1.71321490277116e-06,1.64340843929371e-06,1.79006409096045e-06,1.26814653306067e-06,1.24361613568494e-06,1.29567968804441e-06,9.04930258359637e-07,8.97220578022613e-07,9.13323113009692e-07,9.03204721660757e-07,8.95928805698858e-07,9.11989031497604e-07,8.95199171856425e-07,8.8710031850161e-07,9.03783796694762e-07,8.9350312172034e-07,8.8646538971329e-07,9.0256934447242e-07
"104","COL2",52,1.263629325907e-06,1.240008187819e-06,1.29018095095672e-06,2021-06-23,8.27722923578777e-07,8.21806294546396e-07,8.33294315500723e-07,8.19015753699843e-07,8.13133880996953e-07,8.24622912905636e-07,1.74844063592601e-06,1.68305046060793e-06,1.81739586056814e-06,1.7258507421211e-06,1.65738988934234e-06,1.80282693355477e-06,1.75135527961852e-06,1.68611550397139e-06,1.82001594405378e-06,1.72848124999479e-06,1.65791035001515e-06,1.80630268690362e-06,1.27635300991633e-06,1.25155863137172e-06,1.30426563876842e-06,9.08248529448036e-07,9.00562908113803e-07,9.16586604906266e-07,9.0651201654249e-07,8.99320447498155e-07,9.15292254132486e-07,8.98423141579746e-07,8.90344263592896e-07,9.07043362712348e-07,8.96716416201366e-07,8.89759492048894e-07,9.05770866204052e-07
"105","IMP",1,0.001031267408844,0.000878347429866179,0.0012703914621926,2020-07-01,0.001031267408844,0.000878347429866179,0.0012703914621926,0.001031267408844,0.000878347429866179,0.0012703914621926,0.001031267408844,0.000878347429866179,0.0012703914621926,0.001031267408844,0.000878347429866179,0.0012703914621926,0.001031267408844,0.000878347429866179,0.0012703914621926,0.001031267408844,0.000878347429866179,0.0012703914621926,0.00101179024691756,0.000863100090477109,0.00124432941833633,0.00101179024691756,0.000863100090477109,0.00124432941833633,0.00101179024691756,0.000863100090477109,0.00124432941833633,0.00101179024691756,0.000863100090477109,0.00124432941833633,0.00101179024691756,0.000863100090477109,0.00124432941833633
"106","IMP",2,0.00225423919586742,0.00164334815043638,0.00336484106463864,2020-07-08,0.00225423919586742,0.00164334815043638,0.00336484106463864,0.00225423919586742,0.00164334815043638,0.00336484106463864,0.00225423919586742,0.00164334815043638,0.00336484106463864,0.00225423919586742,0.00164334815043638,0.00336484106463864,0.00225423919586742,0.00164334815043638,0.00336484106463864,0.00225423919586742,0.00164334815043638,0.00336484106463864,0.00214796750039608,0.00157205868095398,0.00319080399857754,0.00214796750039608,0.00157205868095398,0.00319080399857754,0.00214796750039608,0.00157205868095398,0.00319080399857754,0.00214796750039608,0.00157205868095398,0.00319080399857754,0.00214796750039608,0.00157205868095398,0.00319080399857754
"107","IMP",3,0.00523294335377873,0.00326492561185581,0.00925033549819252,2020-07-15,0.00523294335377873,0.00326492561185581,0.00925033549819252,0.00523294335377873,0.00326492561185581,0.00925033549819252,0.00523294335377873,0.00326492561185581,0.00925033549819252,0.00523294335377873,0.00326492561185581,0.00925033549819252,0.00523294335377873,0.00326492561185581,0.00925033549819252,0.00523294335377873,0.00326492561185581,0.00925033549819252,0.00485272127895723,0.00305298314768604,0.00850642036597595,0.00485272127895723,0.00305298314768604,0.00850642036597595,0.00485272127895723,0.00305298314768604,0.00850642036597595,0.00485272127895723,0.00305298314768604,0.00850642036597595,0.00485272127895723,0.00305298314768604,0.00850642036597595
"108","IMP",4,0.0127307038076323,0.00680609640570591,0.0261537781266616,2020-07-22,0.0127307038076323,0.00680609640570591,0.0261537781266616,0.0127307038076323,0.00680609640570591,0.0261537781266616,0.0127307038076323,0.00680609640570591,0.0261537781266616,0.0127307038076323,0.00680609640570591,0.0261537781266616,0.0127307038076323,0.00680609640570591,0.0261537781266616,0.0127307038076323,0.00680609640570591,0.0261537781266616,0.0114909136830662,0.00621954062799301,0.0233344667102654,0.0114909136830662,0.00621954062799301,0.0233344667102654,0.0114909136830662,0.00621954062799301,0.0233344667102654,0.0114909136830662,0.00621954062799301,0.0233344667102654,0.0114909136830662,0.00621954062799301,0.0233344667102654
"109","IMP",5,0.0324295267122428,0.0148905490067259,0.0760538047149545,2020-07-29,0.0324295267122428,0.0148905490067259,0.0760538047149545,0.0324295267122428,0.0148905490067259,0.0760538047149545,0.0324295267122428,0.0148905490067259,0.0760538047149545,0.0324295267122428,0.0148905490067259,0.0760538047149545,0.0324295267122428,0.0148905490067259,0.0760538047149545,0.0324295267122428,0.0148905490067259,0.0760538047149545,0.0284941108389161,0.0132911035294254,0.0658643360858401,0.0284941108389161,0.0132911035294254,0.0658643360858401,0.0284941108389161,0.0132911035294254,0.0658643360858401,0.0284941108389161,0.0132911035294254,0.0658643360858401,0.0284941108389161,0.0132911035294254,0.0658643360858401
"110","IMP",6,0.0863902391082612,0.0342645150907009,0.226792877158506,2020-08-05,0.0863902391082612,0.0342645150907009,0.226792877158506,0.0863902391082612,0.0342645150907009,0.226792877158506,0.0860598480099237,0.0342645150907009,0.221806767460478,0.0863902391082612,0.0342645150907009,0.226792877158506,0.0860598480099237,0.0342645150907009,0.221806767460478,0.0863902391082612,0.0342645150907009,0.226792877158506,0.0739042004890425,0.0299458419434888,0.190852585725841,0.0737553992985069,0.0299458419434888,0.190852585725841,0.0739042004890425,0.0299458419434888,0.190852585725841,0.0737553992985069,0.0299458419434888,0.190852585725841,0.0739042004890425,0.0299458419434888,0.190852585725841
"111","IMP",7,0.238742475989959,0.0833208265790128,0.682974669825648,2020-08-12,0.238742475989959,0.0833208265790128,0.682974669825648,0.238742475989959,0.0833208265790128,0.682974669825648,0.217516295468765,0.0833208265790128,0.500867398480182,0.238742303647862,0.0833208265790128,0.682974669825648,0.217516295468765,0.0833208265790128,0.500867398480182,0.238742303647862,0.0833208265790128,0.682974669825648,0.199258318122577,0.0711393208022023,0.560922779544389,0.191682565345776,0.0711393208022023,0.515899829999846,0.199258247716337,0.0711393208022023,0.560922779544389,0.191682565345776,0.0711393208022023,0.515899829999846,0.199258247716337,0.0711393208022023,0.560922779544389
"112","IMP",8,0.665090508966087,0.213120268172319,1.97247588534801,2020-08-19,0.665090508966087,0.213120268172319,1.97247588534801,0.665090508966087,0.213120268172319,1.97247588534801,0.456050388797688,0.210964262520706,0.916109061141325,0.665244479212154,0.213094926069358,1.97280011192336,0.456050388797688,0.210964262520706,0.916109061141325,0.665244479212154,0.213094926069358,1.97280011192336,0.545755796809725,0.178105895511625,1.60431373658251,0.392739431370643,0.178105895511625,0.951713894876395,0.545837955285353,0.178156773976253,1.60545032279138,0.392739431370643,0.178105895511625,0.951713894876395,0.545837955285353,0.178156773976253,1.60545032279138
"113","IMP",9,1.7342999611019,0.56389451637963,4.77345741111893,2020-08-26,1.7342999611019,0.56389451637963,4.77345741111893,1.7342999611019,0.56389451637963,4.77345741111893,0.772971143140479,0.336050939591188,1.53885248035931,1.21902694745602,0.361289524907102,3.56636598956843,0.772971143140479,0.336050939591188,1.53885248035931,1.21902694745602,0.361289524907102,3.56636598956843,1.427373564595,0.463733606508234,3.99226285506013,0.678676135113013,0.365328771905936,1.58911813216562,0.985836737864385,0.296776589066689,2.88571918480386,0.678676135113013,0.365328771905936,1.58911813216562,0.985836737864385,0.296776589066689,2.88571918480386
"114","IMP",10,3.73425105016178,1.48113699559663,7.71804304835137,2020-09-02,3.73425105016178,1.48113699559663,7.71804304835137,3.73425105016178,1.48113699559663,7.71804304835137,1.20610428670417,0.496928819846186,2.40822508014806,1.71781479052104,0.511190854270064,4.50211901991825,1.20610428670417,0.496928819846186,2.40822508014806,1.71781479052104,0.511190854270064,4.50211901991825,3.1813104136404,1.21102236944925,7.02894371201499,1.02660203037123,0.518069166932066,2.52870023716559,1.38777742444357,0.407810302484788,3.80795457793461,1.02660203037123,0.518069166932066,2.52870023716559,1.38777742444357,0.407810302484788,3.80795457793461
"115","IMP",11,5.91001192597909,3.48605684112095,7.64244237770161,2020-09-09,5.91001192597909,3.48605684112095,7.64244237770161,5.91001192597909,3.48605684112095,7.64244237770161,1.77533604233638,0.735492200371337,3.36296419804321,2.2133940835242,0.747859436337785,4.50573169611943,1.77533604233638,0.735492200371337,3.36296419804321,2.2133940835242,0.747859436337785,4.50573169611943,5.36056281093001,2.9194357569459,7.47605226581358,1.48819319113984,0.732191817977343,3.3724512350932,1.81888034946501,0.579253615586045,4.12486224949454,1.48819319113984,0.732191817977343,3.3724512350932,1.81888034946501,0.579253615586045,4.12486224949454
"116","IMP",12,6.50087414883813,4.37431848401112,7.44353343322583,2020-09-16,6.50087414883813,4.37431848401112,7.44353343322583,6.50087414883813,4.37431848401112,7.44353343322583,2.37880435880542,1.10210083568782,4.0629246580102,2.57222047038524,1.09633621659954,3.85903867811995,2.37880435880542,1.10210083568782,4.0629246580102,2.57222047038524,1.09633621659954,3.85903867811995,6.37278170383828,4.86269605045821,7.23907771114682,2.00625356611209,1.02690211419113,3.72547546663389,2.17861184717203,0.827255752008138,3.61375695987069,2.00625356611209,1.02690211419113,3.72547546663389,2.17861184717203,0.827255752008138,3.61375695987069
"117","IMP",13,5.01300437351847,2.12701517897248,6.84496851545814,2020-09-23,5.01300437351847,2.12701517897248,6.84496851545814,5.01300437351847,2.12701517897248,6.84496851545814,2.83429226298557,1.61270647283081,3.93524202998877,2.72544748127858,1.55199142702766,3.48441181053493,2.83429226298557,1.61270647283081,3.93524202998877,2.72544748127858,1.55199142702766,3.48441181053493,5.30043898267086,2.47531458460588,6.79002140983266,2.4607299320634,1.40235883634123,3.63901209403876,2.4027026125536,1.16958239169526,3.28718150382008,2.4607299320634,1.40235883634123,3.63901209403876,2.4027026125536,1.16958239169526,3.28718150382008
"118","IMP",14,2.95005388275091,0.951983666229151,4.97571758277431,2020-09-30,2.95005388275091,0.951983666229151,4.97571758277431,2.95005388275091,0.951983666229151,4.97571758277431,2.98634304805019,2.18136209881215,3.51897980204337,2.65478050375869,1.45310065633962,3.28218353415163,2.98634304805019,2.18136209881215,3.51897980204337,2.65478050375869,1.45310065633962,3.28218353415163,3.29491053125241,1.13381140887255,5.35874681457496,2.71554282137856,1.80338513701387,3.32964792794819,2.45726185780317,1.46044696874189,3.06589596203173,2.71554279538981,1.80338513701387,3.32964792794819,2.45726131282777,1.46044696874189,3.06589596203173
"119","IMP",15,1.49304678558515,0.415986151031344,2.76566748224544,2020-10-07,1.49302554116824,0.415986134502099,2.76567040100063,1.49302554116824,0.415986134502099,2.76567040100063,2.79875062017517,1.95360841283622,3.35129034536258,2.38801287189847,0.83888762834475,3.1572059706231,2.79875062017517,1.95360841283622,3.35129034536258,2.38801287189847,0.83888762834475,3.1572059706231,1.71859449071612,0.501843684915289,3.12094584730091,2.68540690022204,1.81868096766378,3.1668369059916,2.33841856061262,1.04679433630752,2.95347628138972,2.6854326912166,1.81863595314039,3.16685561978301,2.33841983251988,1.04680891618241,2.95347628138972
"120","IMP",16,0.708684139457956,0.181277420596584,1.36408982197111,2020-10-14,0.701886771968148,0.179592948646373,1.35078358671645,0.701886771968148,0.179592948646373,1.35078358671645,2.35959225785231,1.24750102480433,3.11225947101814,1.98882806445572,0.473565523682652,3.02183103480967,2.35959225785231,1.24750102480433,3.11225947101814,1.98882806445572,0.473565523682652,3.02183103480967,0.827474715036077,0.220614487324503,1.57318706278218,2.36032344985009,1.11340313309964,2.93379409125715,2.04921468198879,0.611841896394637,2.78625636092229,2.38734343687273,1.12484693008798,2.9669354068483,2.07280778470652,0.617983449479743,2.81977701328833
"121","IMP",17,0.329528600258031,0.0793818874551581,0.644560686325942,2020-10-21,0.309462821300567,0.0745678794496732,0.605198574441239,0.309462821300567,0.0745678794496732,0.605198574441239,1.81662747184448,0.757540225442717,2.86139705485025,1.53952040872378,0.265431191273764,2.7942512837325,1.81662747184448,0.757540225442717,2.86139705485025,1.53952040872378,0.265431191273764,2.7942512837325,0.387240180094059,0.097296977808796,0.749943429018067,1.80563332607406,0.634655982745812,2.43304419888341,1.60100607745928,0.337881205002804,2.58018572021699,1.92998937936293,0.67613292107947,2.60998604418911,1.71216342756611,0.359699224312691,2.76719645017534
"122","IMP",18,0.152874951725082,0.0350113654832113,0.301539097741664,2020-10-28,0.131270039184697,0.0300863319963877,0.258977278964243,0.131270039184697,0.0300863319963877,0.258977278964243,1.3001890846681,0.445406485224518,2.35523898319881,1.11673924023741,0.148837263513119,2.3292156668368,1.3001890846681,0.445406485224518,2.35523898319881,1.11673924023741,0.148837263513119,2.3292156668368,0.18016986418625,0.0431943727046412,0.351524784178883,1.23064160848734,0.346479788284558,1.89844441405572,1.1247799770673,0.179191224309072,2.13754391603907,1.44365803041096,0.403695469266131,2.23608892996804,1.32160861279177,0.20855611972361,2.52275545410399
"123","IMP",19,0.0712500401070798,0.0155575169297171,0.141578306854968,2020-11-04,0.0531178723699423,0.0116299600641154,0.105586413079127,0.0531178723699423,0.0116299600641154,0.105586413079127,0.88163875624625,0.256216644401481,1.7599399469179,0.768881482686623,0.083762783866699,1.76630448494596,0.88163875624625,0.256216644401481,1.7599399469179,0.768881482686623,0.083762783866699,1.76630448494596,0.0840882021317294,0.0193172850865359,0.164552508633711,0.752196525240077,0.178184446255055,1.28064442917872,0.70794411268806,0.090369781017227,1.50543291668984,1.01820249457513,0.239065485765739,1.75419978409556,0.960660068220123,0.121058485961786,2.05812086402342
"124","IMP",20,0.0334217573252217,0.0069591001706564,0.06708087771562,2020-11-11,0.020336087076631,0.00426323256285055,0.0407505691630694,0.020336087076631,0.00426323256285055,0.0407505691630694,0.576055631704937,0.146212509951914,1.21315157669788,0.509636894268065,0.0473607000801949,1.24319502904773,0.576048756026327,0.146212509951914,1.2131553802661,0.509636894268065,0.0473607000801949,1.24319502904773,0.0394740289474814,0.00869691801241395,0.0775302302576149,0.41611627953384,0.0858612534063237,0.766345075853811,0.401401097262936,0.0429295745219305,0.936193247435171,0.688723232719807,0.141228547459837,1.29807452794364,0.665355988139596,0.0704934269405145,1.54566593300231
"125","IMP",21,0.0157702005907653,0.00312915087028,0.0319991244808218,2020-11-18,0.00732462610556072,0.0014706297047039,0.0148155270450262,0.00732462610556072,0.0014706297047039,0.0148155270450262,0.3674131696208,0.0834252942578755,0.800038141111675,0.329161787118607,0.0268953057639715,0.843370841068985,0.439129582966989,0.0984446753361356,0.965760581378918,0.329161787118607,0.0268953057639715,0.843370841068985,0.0186357319758964,0.00393628087587329,0.0367576336891255,0.221564491525949,0.0405227103418358,0.4401079257199,0.218504344419629,0.0199668579354756,0.549745640349808,0.452736545152034,0.0834352725633635,0.914937873248085,0.444642352144477,0.0411957906706675,1.09972367342761
"126","IMP",22,0.00747270334751151,0.00141193105362541,0.0152778759014362,2020-11-25,0.00247061734040039,0.000475092111907378,0.00504585312065144,0.00247061734040039,0.000475092111907378,0.00504585312065144,0.230697664116732,0.0476127775498204,0.516853561660952,0.208937032220142,0.0153230418600434,0.553192221545109,0.425064366652004,0.0838059821660365,0.996649144175304,0.208937032220142,0.0153230418600434,0.553192221545109,0.00883432953985971,0.00178796509025782,0.0175635675133759,0.117631507604405,0.0190176462869563,0.251067897675869,0.118476736321702,0.00920570256641249,0.320010891820577,0.291886166931997,0.0493170737249645,0.630131250915462,0.289703599204771,0.024139974974338,0.747750541968705
"127","IMP",23,0.00354782135096563,0.00063740258654093,0.00730326969894566,2020-12-02,0.000779517436102124,0.00014391106224825,0.00160635741850587,0.000779517436102124,0.00014391106224825,0.00160635741850587,0.143280135979635,0.027166364515893,0.328374767895659,0.130997294016196,0.00874197178206667,0.354640119617933,0.401120154251867,0.0719789864234876,0.961651186426877,0.130997294016196,0.00874197178206667,0.354640119617933,0.00419588768876859,0.000811534205614807,0.00841323182101971,0.055958612594188,0.00808744143334058,0.12693857947963,0.0574316558263985,0.00385755386597577,0.164949411932707,0.184381929798344,0.0289678003415342,0.419334797316945,0.184145463681907,0.0140689169790356,0.488702003432146
"128","IMP",24,0.00168333568955781,0.000287317195437166,0.00349085141518685,2020-12-09,0.000229900672117886,4.08751065019707e-05,0.000477358801730514,0.000229900672117886,4.08751065019707e-05,0.000477358801730514,0.0881961363671051,0.0154790459554291,0.205400128323568,0.0813078232783323,0.00498329668964883,0.223528207309665,0.363333041189134,0.0620635700502015,0.833396416513923,0.0813078232783323,0.00498329668964883,0.223528207309665,0.00199147514911333,0.000368245826315707,0.00402690436450026,0.0241340653787644,0.00315163754778886,0.0580002975784602,0.0251958831832458,0.00148237390468084,0.0763185881065546,0.110283317953529,0.0162919427685081,0.261307571756923,0.110495193398721,0.00786186348627715,0.298513804893697
"129","IMP",25,0.000796029617075918,0.000129226167873354,0.00166268036690176,2020-12-16,6.33262854178529e-05,1.08846917343279e-05,0.000132296991228749,6.33262854178529e-05,1.08846917343279e-05,0.000132296991228749,0.0538146577495875,0.00879426743468208,0.126790297336475,0.0499787113794758,0.0028326369660827,0.138893629427901,0.314085851709754,0.0532362048949864,0.685468060861643,0.0499787113794758,0.0028326369660827,0.138893629427901,0.00094196742027946,0.000166723391038001,0.00191903843646231,0.00951423587988145,0.00113215385802778,0.0240874448053688,0.0100917791105406,0.000525186404962498,0.0320336371593888,0.0626841336855961,0.00879544971958195,0.153290921826903,0.0628795535433043,0.0042214276364827,0.171643120635548
"130","IMP",26,0.000374154009042104,5.78824725737885e-05,0.000786557664465264,2020-12-23,1.62847189499727e-05,2.71864073216356e-06,3.41758038118303e-05,1.62847189499727e-05,2.71864073216356e-06,3.41758038118303e-05,0.0325123153421478,0.00497292282408318,0.0772629162691575,0.0303951255806058,0.00160291228833144,0.0851153531991627,0.259985415834865,0.0452477253426554,0.531289310777633,0.0303951255806058,0.00160291228833144,0.0851153531991627,0.000442793615034513,7.51660314545082e-05,0.000907801512995122,0.0034494079940389,0.000376830521084835,0.00916042722984707,0.00371388514640837,0.000172332778154975,0.0122943781732974,0.0333103333280059,0.00448535552737173,0.0824506202047306,0.033408148913139,0.0021433807931089,0.0916043009589045
"131","IMP",27,0.000174328846634213,2.57715176341655e-05,0.000368491274897277,2020-12-30,3.9090467830317e-06,6.37454260015405e-07,8.22904955114677e-06,3.9090467830317e-06,6.37454260015405e-07,8.22904955114677e-06,0.0194115727691746,0.00279118791215827,0.0468623130869115,0.0182572996349677,0.000900421950350072,0.0513858155606002,0.207172778083258,0.0380121616673039,0.3957576659282,0.0182572996349677,0.000900421950350072,0.0513858155606002,0.000206292705129572,3.36804530171105e-05,0.000425023219370313,0.00115504548252183,0.000116634631143397,0.00320715729590574,0.0012614711703801,5.25675062202113e-05,0.00433606490000132,0.0163288825597425,0.00213158953419852,0.0404268907337013,0.0163587382705982,0.00101530277932535,0.0448411302129905
"132","IMP",28,8.03106474627046e-05,1.13857817542417e-05,0.000170482536784209,2021-01-06,8.76462436039837e-07,1.40484789196324e-07,1.84816944621576e-06,8.76462436039837e-07,1.40484789196324e-07,1.84816944621576e-06,0.0129147535333452,0.00173691637708873,0.0319155657029808,0.0122308007873253,0.000550316675140035,0.0343167802979323,0.159717976714442,0.0315029098762148,0.27764245374258,0.0122308007873253,0.000550316675140035,0.0343167802979323,9.50069172577795e-05,1.49723390694162e-05,0.000196587217590308,0.000358447701746161,3.36701925111631e-05,0.00103797160818363,0.000396874287723625,1.49552365625739e-05,0.00141174280815082,0.00757194392035252,0.000965607085170504,0.018653314166049,0.0075736033080488,0.000458565517145201,0.0206944741399735
"133","IMP",29,3.64932436754795e-05,4.98291630458179e-06,7.83376538005472e-05,2021-01-13,1.83800878309686e-07,2.91629297933889e-08,3.87721462543844e-07,1.83800878309686e-07,2.91629297933889e-08,3.87721462543844e-07,0.0114802546392038,0.0014101633162606,0.0296551801604143,0.0109329866200476,0.000431402767220628,0.0313308721245673,0.119556170155754,0.0257062293972195,0.204844782650076,0.0109329866200476,0.000431402767220628,0.0313308721245673,4.31464034568282e-05,6.59157917666395e-06,8.97332369064739e-05,0.000103450088082053,9.09106760723269e-06,0.000311759048672983,0.00011606304751399,3.98117220925551e-06,0.000426063289642285,0.00350287338132875,0.000436440501822625,0.00857433365341443,0.00349842467880646,0.000205669558802167,0.0095279131860571
"134","IMP",30,1.63197648993792e-05,2.15693459546987e-06,3.54356491931565e-05,2021-01-20,3.61264868892328e-08,5.71529026059887e-09,7.61302004374574e-08,3.61264868892328e-08,5.71529026059887e-09,7.61302004374574e-08,0.0102839195304796,0.00114751757813608,0.027757207776053,0.00984099314393334,0.000338036462965088,0.0294948637986084,0.0871100323543793,0.0206218856254716,0.145669246538532,0.00984099314393334,0.000338036462965088,0.0294948637986084,1.92778351462324e-05,2.86940783323505e-06,4.0480059608543e-05,2.78641484798944e-05,2.29119230151385e-06,8.72337004450025e-05,3.16640626052422e-05,9.95057283828805e-07,0.000119703327141402,0.00144424703704886,0.00017733620751547,0.00349860392322239,0.00143977935760825,8.30084201884554e-05,0.00384085182651494
