"","team","week","HP01_mean","HP01_perc2p5","HP01_perc97p5","Date","HP02_mean","HP02_perc2p5","HP02_perc97p5","HP03_mean","HP03_perc2p5","HP03_perc97p5","HP04_mean","HP04_perc2p5","HP04_perc97p5","HP05_mean","HP05_perc2p5","HP05_perc97p5","HP06_mean","HP06_perc2p5","HP06_perc97p5","HP07_mean","HP07_perc2p5","HP07_perc97p5","HP08_mean","HP08_perc2p5","HP08_perc97p5","HP09_mean","HP09_perc2p5","HP09_perc97p5","HP10_mean","HP10_perc2p5","HP10_perc97p5","HP11_mean","HP11_perc2p5","HP11_perc97p5","HP12_mean","HP12_perc2p5","HP12_perc97p5"
"100","COL2",48,1.38802322235963e-06,1.34951962396151e-06,1.43471806162297e-06,2021-07-27,8.56250766360594e-07,8.39985633827289e-07,8.8721724003276e-07,8.29065025661563e-07,8.21932934426122e-07,8.36943785199981e-07,2.49292647016827e-06,2.22560158951658e-06,2.83235152043149e-06,1.77438105039825e-06,1.5897319944006e-06,2.04772220684658e-06,4.02675069132673e-06,2.30152462463961e-06,9.72624064729117e-06,1.16361747416515e-05,2.88602356225025e-06,4.53301105693715e-05,1.40726194175605e-06,1.36612790524909e-06,1.45655292786092e-06,9.84393146810411e-07,9.54040552435763e-07,1.02917297704525e-06,1.09677030962137e-06,1.00820351790924e-06,1.21408511020074e-06,9.26756218806604e-07,9.15710746075833e-07,9.40044526167113e-07,9.3746039959474e-07,9.21719174004925e-07,9.6134690161388e-07
"101","COL2",49,1.39426755907576e-06,1.35578154133205e-06,1.44107311357595e-06,2021-08-03,8.58515088980105e-07,8.4226615807931e-07,8.89432731626161e-07,8.31238505720146e-07,8.24053879020622e-07,8.39065583016577e-07,2.22826436613168e-06,2.04391534715717e-06,2.43784643974705e-06,1.70850240490429e-06,1.53677158378823e-06,1.9580519491232e-06,3.3113557477817e-06,2.22857889367122e-06,6.949765085038e-06,7.99485440316229e-06,2.55457166970018e-06,2.93052768903807e-05,1.41343459430475e-06,1.37244633121301e-06,1.46281800286035e-06,9.8687634534674e-07,9.56562730719892e-07,1.03158263941043e-06,1.09929720210965e-06,1.01082466341663e-06,1.21604554633119e-06,9.29124270161056e-07,9.18133637524894e-07,9.42362420497018e-07,9.39842122545752e-07,9.2416943437314e-07,9.63592613071627e-07
"102","COL2",50,1.40182720347683e-06,1.36307038485606e-06,1.44879660024588e-06,2021-08-10,8.60855619637422e-07,8.44613437910639e-07,8.9174868504416e-07,8.33466710133119e-07,8.26229178717997e-07,8.41242653845566e-07,2.08984511222596e-06,1.92356094208775e-06,2.25025593772103e-06,1.68139662895601e-06,1.51315462931434e-06,1.91740856815022e-06,2.88717026759042e-06,2.20352687061227e-06,5.2317399906405e-06,5.78904360072018e-06,2.38467485939553e-06,1.93408864247239e-05,1.42103930802135e-06,1.37995614593784e-06,1.47058742981793e-06,9.89580800403446e-07,9.5927388373761e-07,1.03428623752075e-06,1.1022717749267e-06,1.01369628061014e-06,1.21894629147283e-06,9.31640237769133e-07,9.20698277803297e-07,9.44829674489476e-07,9.42390698777378e-07,9.26765913101546e-07,9.66094736388674e-07
"103","COL2",51,1.40883394892041e-06,1.36986090199072e-06,1.4559998749751e-06,2021-08-17,8.62989927495559e-07,8.46758743574344e-07,8.93838827803443e-07,8.3551594799019e-07,8.28228750539794e-07,8.43242785981345e-07,2.01797871011265e-06,1.86012518705366e-06,2.15823077019786e-06,1.67197424161383e-06,1.50305821454766e-06,1.90106021601807e-06,2.63359300392317e-06,2.17837887854297e-06,4.15453083637165e-06,4.43978654161545e-06,2.28112495292767e-06,1.30866048517818e-05,1.42808382015735e-06,1.38690972673867e-06,1.47783571175586e-06,9.9193776503298e-07,9.61638412199143e-07,1.03661193041793e-06,1.10480044372065e-06,1.0161784787953e-06,1.22146649176378e-06,9.3387020765489e-07,9.2297153230612e-07,9.47018298436693e-07,9.44643650261542e-07,9.29067392796823e-07,9.68306750400879e-07
"104","COL2",52,1.41692488953742e-06,1.37767851329566e-06,1.46429643057991e-06,2021-08-24,8.65323871802771e-07,8.49098861252479e-07,8.96148494282944e-07,8.37737750496802e-07,8.30462549883735e-07,8.454118791882e-07,1.98584266570209e-06,1.82514101490985e-06,2.13600078049117e-06,1.6734923801717e-06,1.50293150511236e-06,1.90029679009675e-06,2.48819940060507e-06,2.16147867021603e-06,3.4580304949851e-06,3.62232477117983e-06,2.25561800883493e-06,9.1775561743597e-06,1.43627247684578e-06,1.39489919017949e-06,1.48624315764162e-06,9.94643052173844e-07,9.64345940547364e-07,1.03933621283025e-06,1.10783495906004e-06,1.01904582850154e-06,1.22467495647556e-06,9.3637935827568e-07,9.25526662441268e-07,9.49440109495233e-07,9.47189029676177e-07,9.31654693421004e-07,9.70839744969997e-07
"105","IMP",1,0.000689097049427353,0.000597630329738035,0.000828572591916534,2020-09-01,0.000689097049427353,0.000597630329738035,0.000828572591916534,0.000689097049427353,0.000597630329738035,0.000828572591916534,0.000689097049427353,0.000597630329738035,0.000828572591916534,0.000689097049427353,0.000597630329738035,0.000828572591916534,0.000689097049427353,0.000597630329738035,0.000828572591916534,0.000689097049427353,0.000597630329738035,0.000828572591916534,0.000676726846803183,0.000587700944174024,0.000812518173633751,0.000676726846803183,0.000587700944174024,0.000812518173633751,0.000676726846803183,0.000587700944174024,0.000812518173633751,0.000676726846803183,0.000587700944174024,0.000812518173633751,0.000676726846803183,0.000587700944174024,0.000812518173633751
"106","IMP",2,0.000946068151509524,0.00071890279032651,0.00134442098056579,2020-09-08,0.000946068151509524,0.00071890279032651,0.00134442098056579,0.000946068151509524,0.00071890279032651,0.00134442098056579,0.000946068151509524,0.00071890279032651,0.00134442098056579,0.000946068151509524,0.00071890279032651,0.00134442098056579,0.000946068151509524,0.00071890279032651,0.00134442098056579,0.000946068151509524,0.00071890279032651,0.00134442098056579,0.000901720240813304,0.000688150174654643,0.0012759407578583,0.000901720240813304,0.000688150174654643,0.0012759407578583,0.000901720240813304,0.000688150174654643,0.0012759407578583,0.000901720240813304,0.000688150174654643,0.0012759407578583,0.000901720240813304,0.000688150174654643,0.0012759407578583
"107","IMP",3,0.00137120412120951,0.000914887924957871,0.00225897625842018,2020-09-15,0.00137120412120951,0.000914887924957871,0.00225897625842018,0.00137120412120951,0.000914887924957871,0.00225897625842018,0.00137120412120951,0.000914887924957871,0.00225897625842018,0.00137120412120951,0.000914887924957871,0.00225897625842018,0.00137120412120951,0.000914887924957871,0.00225897625842018,0.00137120412120951,0.000914887924957871,0.00225897625842018,0.00127183771870921,0.000854870147913642,0.00207853540397928,0.00127183771870921,0.000854870147913642,0.00207853540397928,0.00127183771870921,0.000854870147913642,0.00207853540397928,0.00127183771870921,0.000854870147913642,0.00207853540397928,0.00127183771870921,0.000854870147913642,0.00207853540397928
"108","IMP",4,0.00207085849122283,0.00121473586711937,0.00389590965991945,2020-09-22,0.00207085849122283,0.00121473586711937,0.00389590965991945,0.00207085849122283,0.00121473586711937,0.00389590965991945,0.00207085849122283,0.00121473586711937,0.00389590965991945,0.00207085849122283,0.00121473586711937,0.00389590965991945,0.00207085849122283,0.00121473586711937,0.00389590965991945,0.00207085849122283,0.00121473586711937,0.00389590965991945,0.00186985646496051,0.00110982739852133,0.00347717108313114,0.00186985646496051,0.00110982739852133,0.00347717108313114,0.00186985646496051,0.00110982739852133,0.00347717108313114,0.00186985646496051,0.00110982739852133,0.00347717108313114,0.00186985646496051,0.00110982739852133,0.00347717108313114
"109","IMP",5,0.003256551756223,0.00168345362292156,0.00690024188624238,2020-09-29,0.003256551756223,0.00168345362292156,0.00690024188624238,0.003256551756223,0.00168345362292156,0.00690024188624238,0.003256551756223,0.00168345362292156,0.00690024188624238,0.003256551756223,0.00168345362292156,0.00690024188624238,0.003256551756223,0.00168345362292156,0.00690024188624238,0.003256551756223,0.00168345362292156,0.00690024188624238,0.00286206219444425,0.00150358277932903,0.00597674432826056,0.00286206219444425,0.00150358277932903,0.00597674432826056,0.00286206219444425,0.00150358277932903,0.00597674432826056,0.00286206219444425,0.00150358277932903,0.00597674432826056,0.00286206219444425,0.00150358277932903,0.00597674432826056
"110","IMP",6,0.00533867273844973,0.00244185744489281,0.0125677237513667,2020-10-06,0.00533867273844973,0.00244185744489281,0.0125677237513667,0.00533867273844973,0.00244185744489281,0.0125677237513667,0.00533867273844973,0.00244185744489281,0.0125677237513667,0.00533867273844973,0.00244185744489281,0.0125677237513667,0.00533867273844973,0.00244185744489281,0.0125677237513667,0.00533867273844973,0.00244185744489281,0.0125677237513667,0.00456675920840159,0.0021310747227222,0.0105618441092365,0.00456675920840159,0.0021310747227222,0.0105618441092365,0.00456675920840159,0.0021310747227222,0.0105618441092365,0.00456675920840159,0.0021310747227222,0.0105618441092365,0.00456675920840159,0.0021310747227222,0.0105618441092365
"111","IMP",7,0.00913791031286531,0.00371540762918154,0.023634328350632,2020-10-13,0.00913791031286531,0.00371540762918154,0.023634328350632,0.00913791031286531,0.00371540762918154,0.023634328350632,0.00913791031286531,0.00371540762918154,0.023634328350632,0.00913616916274339,0.00371511081555942,0.0236188484275241,0.00913791031286531,0.00371540762918154,0.023634328350632,0.00913616916274339,0.00371511081555942,0.0236188484275241,0.00760368393320588,0.00317451075759323,0.0192604157417596,0.00760368393320588,0.00317451075759323,0.0192604157417596,0.00760326248873498,0.00317338061904057,0.0192604157417596,0.00760368393320588,0.00317451075759323,0.0192604157417596,0.00760326248873498,0.00317338061904057,0.0192604157417596
"112","IMP",8,0.016333566819093,0.00595809141008186,0.0457310827229762,2020-10-20,0.016333566819093,0.00595809141008186,0.0457310827229762,0.016333566819093,0.00595809141008186,0.0457310827229762,0.016333566819093,0.00595809141008186,0.0457310827229762,0.0163437933136606,0.00597004287080083,0.0457560790936558,0.016333566819093,0.00595809141008186,0.0457310827229762,0.0163437933136606,0.00597004287080083,0.0457560790936558,0.0132293076779376,0.00497053383444827,0.0362235068623645,0.0132293076779376,0.00497053383444827,0.0362235068623645,0.0132353506430018,0.0049718229291475,0.0362496391069189,0.0132293076779376,0.00497053383444827,0.0362235068623645,0.0132353506430018,0.0049718229291475,0.0362496391069189
"113","IMP",9,0.0304849889822775,0.0100625730108098,0.0914163009581279,2020-10-27,0.0304849889822775,0.0100625730108098,0.0914163009581279,0.0304849889822775,0.0100625730108098,0.0914163009581279,0.0304849889822775,0.0100625730108098,0.0914163009581279,0.0217008779056025,0.00684513437935808,0.0658464459912607,0.0304849889822775,0.0100625730108098,0.0914163009581279,0.0217008779056025,0.00684513437935808,0.0658464459912607,0.0240285926921235,0.00820373797896615,0.0702774722820517,0.0240285926921235,0.00820373797896615,0.0702774722820517,0.0169264143946566,0.00551111202837845,0.0500065257583941,0.0240285926921235,0.00820373797896615,0.0702774722820517,0.0169264143946566,0.00551111202837845,0.0500065257583941
"114","IMP",10,0.0592457282120904,0.0178521258114816,0.187490407213465,2020-11-03,0.0592457282120904,0.0178521258114816,0.187490407213465,0.0592457282120904,0.0178521258114816,0.187490407213465,0.0592377345010417,0.0178521258114816,0.187490407213465,0.0254219927846224,0.00685731401740014,0.0851573586357864,0.0592377345010417,0.0178521258114816,0.187490407213465,0.0254219927846224,0.00685731401740014,0.0851573586357864,0.0454970330418412,0.0142194779883067,0.140428343196952,0.0454970330418412,0.0142194779883067,0.140428343196952,0.0189510876853445,0.0052291114965789,0.061844481742537,0.0454970330418412,0.0142194779883067,0.140428343196952,0.0189510876853445,0.0052291114965789,0.061844481742537
"115","IMP",11,0.119244070620344,0.0333728233532476,0.391750714993144,2020-11-10,0.119244070620344,0.0333728233532476,0.391750714993144,0.119244070620344,0.0333728233532476,0.391750714993144,0.116876034373455,0.0333728233532476,0.391343271055661,0.0315222097085611,0.00720650418430628,0.114684826871524,0.116876034373455,0.0333728233532476,0.391343271055661,0.0315222097085611,0.00720650418430628,0.114684826871524,0.0894192912661844,0.0259792850275164,0.286795691520979,0.089271317145708,0.0259792850275164,0.279370259097056,0.0224459615298024,0.00520451570263859,0.0796972979010228,0.089271317145708,0.0259792850275164,0.279370259097056,0.0224459615298024,0.00520451570263859,0.0796972979010228
"116","IMP",12,0.245741892866729,0.0656040282085283,0.817945798170483,2020-11-17,0.245741892866729,0.0656040282085283,0.817945798170483,0.245741892866729,0.0656040282085283,0.817945798170483,0.223541665522804,0.0656040282085283,0.651311340616896,0.0405230625459658,0.0078666603816473,0.158022261261806,0.223541665522804,0.0656040282085283,0.651311340616896,0.0405230625459658,0.0078666603816473,0.158022261261806,0.180904230549605,0.0499574357343423,0.591099258487459,0.172243878767611,0.0499574357343423,0.55006464170249,0.0275958608897156,0.00539923024112103,0.105308104885982,0.172243878767611,0.0499574357343423,0.55006464170249,0.0275958608897156,0.00539923024112103,0.105308104885982
"117","IMP",13,0.507284062753995,0.134812121875125,1.6413367028582,2020-11-24,0.507284062753995,0.134812121875125,1.6413367028582,0.507284062753995,0.134812121875125,1.6413367028582,0.380437489893109,0.134812121875125,0.85620275245056,0.0538065964887133,0.0089137092178645,0.222022437857536,0.380437489893109,0.134812121875125,0.85620275245056,0.0538065964887133,0.0089137092178645,0.222022437857536,0.370408329294447,0.100374694200376,1.19424781077247,0.306661148263262,0.100374694200376,0.817314717857384,0.0351203259110142,0.00583605975204662,0.142371607410502,0.306661148263262,0.100374694200376,0.817314717857384,0.0351203259110142,0.00583605975204662,0.142371607410502
"118","IMP",14,1.01053989990777,0.286680357238224,2.94920929817864,2020-12-01,1.01054071595933,0.286671010555279,2.94920929817864,1.01053989990777,0.286680357238224,2.94920929817864,0.560062455748307,0.270667141089141,1.12063175780576,0.0734037863210588,0.0104681004868233,0.316400291386611,0.560062455748307,0.270667141089141,1.12063175780576,0.0734037863210588,0.0104681004868233,0.316400291386611,0.745544738188049,0.209853267202335,2.24155977302912,0.46271804106727,0.209853267202335,1.04829339898643,0.0460827425179927,0.00656279870082471,0.196266058775627,0.462718699267109,0.209853267202335,1.04829339898643,0.0460834508514668,0.00656279870082471,0.196266058775627
"119","IMP",15,1.84794570092753,0.620683275359023,4.3092217927767,2020-12-08,1.84800651989068,0.62070576031936,4.3090969268568,1.84794570092753,0.620683275359023,4.3092217927767,0.724410503422184,0.324750410974425,1.40814276283228,0.102165996479056,0.0127591534260377,0.453927678673927,0.724410503422184,0.324750410974425,1.40814276283228,0.102165996479056,0.0127591534260377,0.453927678673927,1.41151432479561,0.450348840873481,3.59317158717768,0.602537452164175,0.304176658808338,1.27570361929203,0.0620169825113467,0.00766136714983352,0.274468116506446,0.602720732111944,0.304049615017789,1.27570361221779,0.0620179258238954,0.0076617724148615,0.274468116506446
"120","IMP",16,2.95007528000303,1.31899323795641,4.76647636647703,2020-12-15,2.90064868551407,1.29306219098192,4.70187874215777,2.95007528000303,1.31899323795641,4.76647636647703,0.887950320983204,0.396234019138615,1.65623372989586,0.14379699914436,0.016096690618613,0.64847076764057,0.887950320983204,0.396234019138615,1.65623372989586,0.14379699914436,0.016096690618613,0.64847076764057,2.38981947627359,0.964031342986151,4.51756556708913,0.717085116708635,0.355190026201971,1.45902290885782,0.0839679186454132,0.00914128737108593,0.381921615560398,0.729186827555769,0.35947013207725,1.47619542319255,0.0850403005822046,0.0092587583350317,0.38675958546548
"121","IMP",17,3.94144038608819,2.56462391783301,4.77280863851113,2020-12-22,3.60251065471167,2.30038098103437,4.41092541313756,3.94144038608819,2.56462391783301,4.77280863851113,1.05612982003134,0.490978792037124,1.81366893750788,0.202541542790526,0.0209451291029717,0.909232033736902,1.05612982003134,0.490978792037124,1.81366893750788,0.202541542790526,0.0209451291029717,0.909232033736902,3.45522606815854,1.9500097609777,4.541596509797,0.797361462096445,0.406218384566919,1.50048604103428,0.109587651373345,0.010706273421747,0.506378369100853,0.859352493552298,0.437473735393242,1.60405255727224,0.117852919699995,0.0115471280176755,0.543880745106741
"122","IMP",18,4.26030847660811,2.62990618378064,4.95877437990994,2020-12-29,3.47269403499656,2.24096140396809,4.06395707766032,4.26030847660811,2.62990618378064,4.95877437990994,1.20731711863607,0.603293684045043,1.83757960395564,0.282313354077911,0.0280038517900026,1.22789163425594,1.20731711863607,0.603293684045043,1.83757960395564,0.282313354077911,0.0280038517900026,1.22789163425594,4.10279394303174,3.07172543018357,4.71043241896152,0.82150221309791,0.43969662993848,1.37943351908223,0.135816540536875,0.0121607267013048,0.629253566794922,0.985047093009217,0.530953193465952,1.62312236115838,0.163505999175618,0.0148028631625574,0.753805143154
"123","IMP",19,3.67220636418342,1.55011494456933,4.85533724810957,2021-01-05,2.59758359104698,1.15999472719284,3.25238582727449,3.67220636418342,1.55011494456933,4.85533724810957,1.31668858537538,0.731798050793756,1.78431518398352,0.385441488751728,0.0382954212920641,1.56522076710637,1.31668862397955,0.731798050793756,1.78431518398352,0.385441488751728,0.0382954212920641,1.56522076710637,3.89902723217394,1.9589446373112,4.7080281191165,0.765559351214417,0.426902164044495,1.13039987089395,0.155063906068411,0.0129993367055605,0.711366764584795,1.08890093326796,0.626034603858317,1.55586172349082,0.224819630604369,0.0194250654612551,1.01346742148946
"124","IMP",20,2.58512459902947,0.854172635704534,4.20236236528685,2021-01-12,1.56951288530962,0.532442364906205,2.34878122606827,2.58512459902947,0.854172635704534,4.20236236528685,1.36387848867068,0.868628640110678,1.66576678569539,0.51131253062359,0.0532968084016604,1.8409617828242,1.36388723705911,0.868628370397281,1.66578890865761,0.51131253062359,0.0532968084016604,1.8409617828242,2.98322556552053,1.11908072532648,4.47069714394419,0.638372287787509,0.37441796317736,0.884427361596275,0.16004049118425,0.0128067660371109,0.715912010773418,1.1541422868557,0.723628310456373,1.51639342590344,0.303447349590649,0.0259713227129324,1.29806906567723
"125","IMP",21,1.57293233429192,0.455228131650178,2.85356182914313,2021-01-19,0.806384957326117,0.222429097061309,1.39587413641828,1.57293233429192,0.455228131650178,2.85356182914313,1.61919623087297,1.24365184343754,1.92128849933669,0.655259753597133,0.0753513685415615,1.96382801455121,1.33929921373085,0.997240325349954,1.59995991917938,0.655259753597133,0.0753513685415615,1.96382801455121,1.92278353562659,0.609297415614638,3.3202993720684,0.501991909433641,0.311279216135459,0.662383050280789,0.156264227140772,0.0123662304314167,0.668785429442253,1.16849777036243,0.815330745280552,1.41438711167283,0.398927853741383,0.0351977996867185,1.55430435810673
"126","IMP",22,0.876632017699889,0.238676200084142,1.66972052799502,2021-01-26,0.36796538838931,0.0857844129817686,0.706835336816013,0.876619869988729,0.238676200084142,1.66972631456867,2.29541853013776,1.47051069522089,2.77251887128742,0.807805433827834,0.107864802947065,1.92283650053176,1.24689132698246,0.889799501065806,1.52951048338101,0.807805433827834,0.107864802947065,1.92283650053176,1.10907252261318,0.323745009383184,2.05026982567384,0.382615309719492,0.251797402195479,0.474039927262515,0.146761482635682,0.011855945756421,0.588357468177902,1.12791509911647,0.863600442870118,1.33724301792265,0.507850904493982,0.048222399875847,1.71603354731087
"127","IMP",23,0.465664800228108,0.124048647811723,0.901934943514583,2021-02-02,0.15195768172948,0.0306598398442683,0.316250163866498,0.462668002092235,0.123239084051899,0.896067479236957,2.80060972086784,1.43573846830756,3.63851488200715,0.954510261662966,0.154179620301801,1.92739125333365,1.10252790207863,0.642282859790122,1.40557441475934,0.954510261662966,0.154179620301801,1.92739125333365,0.600420677858482,0.169803023428777,1.1402272426746,0.255991151364978,0.177210410572719,0.324590667044342,0.120459587265376,0.00996972403907925,0.447231829210863,1.03040283738276,0.651920124771725,1.23477655307782,0.618600504983557,0.0661504940452741,1.7011090825572
"128","IMP",24,0.240889558569479,0.0641108634622175,0.467094197393224,2021-02-09,0.0576541311346955,0.0102061783992606,0.128145306554398,0.227369036078614,0.0605363804822098,0.440852635647242,2.7711748237264,1.295044587349,4.03389815884241,1.07732872079849,0.218361278068249,1.89760397610883,0.928669200457821,0.44976754467646,1.24944791115668,1.07732872079849,0.218361278068249,1.89760397610883,0.313837163413184,0.0883700650555702,0.599585789838801,0.152431156288405,0.100996156743845,0.198425883060364,0.0875136011665468,0.00726795125586545,0.298202368990554,0.86023297132072,0.454277362598926,1.08854484997761,0.692710906971468,0.0862013072521706,1.57616707292411
"129","IMP",25,0.122569008273858,0.032962485104153,0.236053478906443,2021-02-16,0.0202376095474643,0.00317254740602732,0.0475600668613655,0.105446834671743,0.028364169626671,0.203081999986114,2.2299407537477,1.04670380630241,3.42194200601022,1.15782065505946,0.30366264648796,1.84084186314672,0.747979324823961,0.312013434254721,1.10646140737238,1.15782065505946,0.30366264648796,1.84084186314672,0.160610775112172,0.0457016948564411,0.305472131757657,0.0817144736923962,0.0477493012794909,0.10617289130891,0.0568988366358066,0.00470486592664062,0.177982085660096,0.658661858911604,0.296892720974347,0.878495038965393,0.709792179070858,0.105236620974789,1.40205808214912
"130","IMP",26,0.0615739976214625,0.0168491858893416,0.117286568877535,2021-02-23,0.00659210744453109,0.00092220195104869,0.0162510936982224,0.0456256410979175,0.0124890763809716,0.0869959920751944,1.53206730058371,0.800053991613219,2.33833314812852,1.18224540726443,0.381885503012178,1.76974361970465,0.57841611985363,0.212751880619117,0.940435927751305,1.18224550452909,0.381885503012178,1.76974361970465,0.0809569827656104,0.0234809758767157,0.152425998601905,0.0397368667240293,0.0205424485973996,0.0538243671147516,0.0333485190963521,0.00272959481961822,0.0969573983966163,0.456875149654747,0.180106936241702,0.649054078110858,0.652882685789269,0.11681128635098,1.17630997732298
"131","IMP",27,0.0305579600207075,0.00855260628644824,0.0576768755177451,2021-03-02,0.00199753253422018,0.000250284934815055,0.00513815858216232,0.018232828617505,0.0051053966971025,0.0345159849262814,0.949697726054598,0.576670284321447,1.39755563543101,1.14621824245931,0.388440230450604,1.68514121801864,0.431107499603056,0.14260921947958,0.759809440144983,1.14621776714207,0.388437494539637,1.68513769608221,0.0402611237901935,0.011970970041506,0.0747973049717744,0.0176100731371855,0.00813569570168939,0.0248615125984753,0.0176999447057997,0.00142511778185835,0.0495643399218905,0.285191124036185,0.100592839494555,0.429727111139363,0.533757772781448,0.114826538388716,0.883194449235672
"132","IMP",28,0.0149681429720896,0.0043046122196356,0.0279654673577378,2021-03-09,0.000563836185836195,6.35551778458401e-05,0.00150672254385471,0.00670203064713361,0.00192850874807301,0.0125872643021977,0.55266116156273,0.397156373156861,0.763942266238528,1.05639768601934,0.316058754594229,1.54382599739019,0.350704076646122,0.103751408932735,0.679156807796526,1.20983105697136,0.351696461670235,1.7691303997263,0.0197469014899233,0.0060474944245185,0.0361156595398527,0.00713673912131945,0.00297092967822076,0.0105963572293723,0.00853485183053956,0.000671694173270399,0.0235007685914704,0.165531825680185,0.0529012293154955,0.263499133519204,0.402065376909157,0.102078640385912,0.644387893464732
"133","IMP",29,0.00722510037792819,0.00214460684945423,0.0133419210261183,2021-03-16,0.000148570375195991,1.51664031785135e-05,0.000410932128241692,0.00226801695973302,0.000672135344984867,0.00421903288555047,0.30899426943924,0.25242010188413,0.393250545402447,0.927732537809965,0.203636805560863,1.39654364640745,0.372447732204947,0.0957193374288635,0.801095105380851,1.64664748386072,0.329274184793782,2.44812710075832,0.00953940680834935,0.00302327456820866,0.0172035891332716,0.00265320989893466,0.00100665047353261,0.00412823092412718,0.00374965448044335,0.000286712321858888,0.0104244522084078,0.0946433889598667,0.0273357759668472,0.160182035307269,0.296363561771532,0.0755153811202985,0.474486232435248
"134","IMP",30,0.00343059373196174,0.00105568510833523,0.00625174788721897,2021-03-23,3.66300489304588e-05,3.40875912349345e-06,0.000104580475109497,0.000706612599250453,0.000215953526989566,0.00129970929927373,0.167993151212119,0.147244312384766,0.196588219548458,0.778326846940377,0.128313589953076,1.21994967566812,0.385980391277643,0.0888001637696188,0.885181546790069,2.02386700299362,0.301332832274191,3.21046323231969,0.00453122682749941,0.00149335284053242,0.00806026310683836,0.000907722009968156,0.000317404473434729,0.00147105436603036,0.00150518123113761,0.0001112086014664,0.0042087268572501,0.0477389019842485,0.012667935206707,0.0861092590897529,0.190805069412784,0.0454655880060232,0.309720448807796
"135","IMP",31,0.00159946641411446,0.000512322812060651,0.0028716367520236,2021-03-30,8.4733669250573e-06,7.23331907893896e-07,2.49211643056497e-05,0.000203271717388827,6.43111799130966e-05,0.000368768548499413,0.0893327235000281,0.0756521202201874,0.10978850913925,0.625086485627311,0.0791973675591884,1.04665209089038,0.379517071169179,0.0809842072457125,0.904159531624273,2.08219750476523,0.267103159251313,3.65668554712963,0.00211268975779049,0.000726112353557374,0.0036996323417972,0.000286809193069323,9.34273350283717e-05,0.000471340175966096,0.000553845964157394,3.93505083900049e-05,0.00154965784858836,0.021419831655048,0.00530139023358077,0.0407395800789241,0.108225289281211,0.0287310453836726,0.179030855395617
"136","IMP",32,0.000731110198844285,0.000244502902802615,0.00129072000200579,2021-04-06,1.84506132377786e-06,1.45356427863129e-07,5.58322048110586e-06,5.4131502711595e-05,1.77982166722519e-05,9.71914969251446e-05,0.0465862437460243,0.0365048382188252,0.0660183146694542,0.481267801123012,0.0479076591985558,0.896080101184052,0.349921188445483,0.0721609146157062,0.83625636286463,1.75402927952686,0.228391593559393,3.57492878006634,0.000965378114389936,0.000347615999773015,0.00166074741312673,8.4031055872841e-05,2.57553375420385e-05,0.000140652835097061,0.000187495808374114,1.27597976242971e-05,0.000525423847436133,0.00863488909860133,0.00201809108040133,0.0170019678190849,0.0547184601190266,0.0125353083859877,0.0929557493668852
"137","IMP",33,0.000327180411326006,0.000114873668537658,0.000566700789693724,2021-04-13,3.79529562280566e-07,2.77148026190257e-08,1.18073884763565e-06,1.33742455881156e-05,4.58756539070908e-06,2.37315739943749e-05,0.0238525093776919,0.0175066221331079,0.0393421827047651,0.355695001980103,0.0284090142446683,0.726985836663113,0.30252936931905,0.0626436305243437,0.704126346514379,1.244318161339,0.188355741954355,2.7616344168366,0.000431692000618888,0.000163747572525822,0.000727968603671189,2.29298075175176e-05,6.67306332128642e-06,3.93589481983254e-05,5.8641842612404e-05,3.81085786003195e-06,0.000164652420435957,0.00315259339616833,0.000703329191715117,0.0064148457755012,0.0248701840751393,0.00456873362238314,0.0427545190599774
"138","IMP",34,0.000143201397166362,5.30840994665261e-05,0.000242746051569277,2021-04-20,7.4041022730383e-08,5.01023188205223e-09,2.36750259790801e-07,3.07338143569029e-06,1.10430377257663e-06,5.36732334772616e-06,0.0119971563836535,0.0080896164298727,0.0229473413340068,0.252737970433899,0.0165186081335511,0.578207963871178,0.246459892040595,0.0529265924247718,0.545712790209852,0.781418749417734,0.15004901178127,1.748516825005,0.000188725500764276,7.58321875756167e-05,0.000311191598756608,5.85533546587766e-06,1.63096157483905e-06,1.01594571698366e-05,1.70231560478138e-05,1.05422229507865e-06,4.78827681222075e-05,0.00104903997648502,0.000216516099856709,0.002218629413673,0.0102229783768573,0.00152996592632217,0.0180735503242042
"139","IMP",35,6.12603706962161e-05,2.41122209472681e-05,0.000101351974937437,2021-04-27,1.37570927889881e-08,8.64056028434863e-10,4.52150313177134e-08,6.5867959315935e-07,2.48145616938219e-07,1.12687529917435e-06,0.00593050020321807,0.00359476629373034,0.0131046312341844,0.172937737904773,0.00941120573560056,0.445857068178555,0.19039182485411,0.0435118847565235,0.394184470938424,0.45379164750324,0.115692034670768,0.981106143823207,8.06083838595574e-05,3.45041618768199e-05,0.000129604075971039,1.40624049394738e-06,3.774612852496e-07,2.45723471259954e-06,4.60933714532745e-06,2.71766694969906e-07,1.29076613734563e-05,0.000319934989450676,6.41871134632698e-05,0.000700809478843041,0.0038194762783128,0.000473097105754569,0.00681940505619728
