"","team","week","HP01_mean","HP01_perc2p5","HP01_perc97p5","Date","HP02_mean","HP02_perc2p5","HP02_perc97p5","HP03_mean","HP03_perc2p5","HP03_perc97p5","HP04_mean","HP04_perc2p5","HP04_perc97p5","HP05_mean","HP05_perc2p5","HP05_perc97p5","HP06_mean","HP06_perc2p5","HP06_perc97p5","HP07_mean","HP07_perc2p5","HP07_perc97p5","HP08_mean","HP08_perc2p5","HP08_perc97p5","HP09_mean","HP09_perc2p5","HP09_perc97p5","HP10_mean","HP10_perc2p5","HP10_perc97p5","HP11_mean","HP11_perc2p5","HP11_perc97p5","HP12_mean","HP12_perc2p5","HP12_perc97p5"
"211","UTA",3,0.000223082044299167,8.39683797944499e-05,0.000443241049575265,2020-09-15,0.000223200219613479,9.31634951096039e-05,0.000430614727793724,0.000235847331492631,8.56779968786916e-05,0.000450443833837061,0.000234966881403295,8.38687362427341e-05,0.000412378445622693,0.00024074859972866,8.75622357595818e-05,0.000431900495105894,0.000248133723488324,8.66817200409905e-05,0.000426197927626235,0.000238396755517855,8.51760316642975e-05,0.000417557018589664,0.000210605370514738,7.44101556147292e-05,0.000378280321602511,0.000220324356485332,7.10532411108833e-05,0.000410051044472434,0.00019830334086056,6.24813608953232e-05,0.000384310926028922,0.000197579387531716,7.71031935398004e-05,0.000371617421613576,0.000209066155537322,8.17631014573323e-05,0.000404125545601028
"212","UTA",4,0.000365076481823948,9.33288510171162e-05,0.000834044456698453,2020-09-22,0.000363913356528595,9.87260096882734e-05,0.000854339242304801,0.000397032843683876,9.21547801053408e-05,0.00088467179761514,0.000382949935283037,9.54681758505266e-05,0.000773486060336761,0.000401976008533493,9.07966674520534e-05,0.000813742372001604,0.000413359935899511,0.000107551018008092,0.000820535031705427,0.000395734890461155,9.50382685583794e-05,0.000782074627794433,0.00032939453411755,8.12244572997698e-05,0.000676968412922653,0.00034857608592223,6.73439028064922e-05,0.000767846078422744,0.00030060159140613,6.43791806791401e-05,0.000708538617929928,0.000300905178441891,9.4654066496471e-05,0.000631873002700495,0.000322927308810935,8.68803130269855e-05,0.000701180460647399
"213","UTA",5,0.000637309075035411,0.000124958034987485,0.00156457560143913,2020-09-29,0.000645450379703513,0.000116030441646048,0.0018454087041984,0.000707466630440967,0.000108484889336421,0.00176627350478464,0.000676430125283585,0.000120549295976017,0.00149165171189358,0.000714577633203456,0.000110415299100839,0.00164310327416043,0.000744946341368663,0.000136198578891859,0.00168477409654032,0.000707427856261714,0.000117910082343813,0.00152692860242758,0.000556961823239331,9.68155396677976e-05,0.00122118625563426,0.000586531608408733,7.54609837247427e-05,0.00154760273746532,0.000501021601135406,6.71459101018582e-05,0.00136938803210452,0.000495347299993577,0.000117796356401571,0.00122520027228151,0.000542799622126794,9.42356946701244e-05,0.00131557061190462
"214","UTA",6,0.00110735691843235,0.000141710988188554,0.00280339739549221,2020-10-06,0.00111636640907128,0.000139125745201708,0.00324655158662999,0.00125231712674768,0.000144640498847277,0.00352065190086827,0.00119290944577013,0.000159448542837584,0.00313170087245932,0.00127258000214704,0.000134127662017563,0.00322134731867859,0.00132468373170508,0.000174695946331025,0.00351036879208382,0.00124182994976229,0.00015051570059462,0.00321513681722536,0.000930884518430274,0.000101475146673266,0.00231547184523704,0.000971022648032727,8.48936325022336e-05,0.00261466497571793,0.00083542016226175,7.14494350114911e-05,0.00244547137011445,0.000809864057915687,0.000142069450193988,0.00236476527943829,0.000913901165056855,0.000108847006082796,0.00241635290275684
"215","UTA",7,0.00193349913341517,0.000150311469523041,0.00544651587607139,2020-10-13,0.00194810440581095,0.000166068637636753,0.00610540120252967,0.00224351369827628,0.000188579790645758,0.00637632351221248,0.00208406196938567,0.000218192982314876,0.00585098439072917,0.00227766828752167,0.000165009416059579,0.00651788125826133,0.00236561570131072,0.000238024579498647,0.00702772356042802,0.00219787986984749,0.000202529060790416,0.00617701309803229,0.00158019769044745,0.000112663113174704,0.00413957898195709,0.00164210714615551,0.000103043554504519,0.00450620107019106,0.00140667919044062,7.9773882018e-05,0.00419820003983271,0.0013553869587587,0.000183299998702076,0.00450655357320668,0.00154666494362426,0.000122608760950758,0.00440148022807261
"216","UTA",8,0.00374564908356815,0.000197605753234714,0.0118304907966351,2020-10-20,0.00385132684970055,0.000234930869444562,0.012836758685484,0.00444575361888786,0.000286934080838391,0.0144522064562018,0.00399782480919921,0.000315425094834232,0.0122660803110175,0.00448343732585718,0.000245821559105882,0.0147925603842302,0.00462234877564347,0.000352698555524891,0.0146881944089618,0.00427709669100671,0.000280910313139423,0.0137374711358573,0.00296204637667487,0.000147277103702226,0.00804637073353457,0.00312358314655507,0.000135692841250216,0.00912002860961182,0.00258834943012791,0.000108938407013426,0.00807922434137924,0.00257514095957935,0.00026960377618766,0.00885394144530278,0.002909406307096,0.000168494334123502,0.00929512626150558
"217","UTA",9,0.00818655425661387,0.000276930238277822,0.0308993593956352,2020-10-27,0.00872048602869889,0.000408406220456986,0.033016194053275,0.00983767442121443,0.000485058292643043,0.0332911941472055,0.00884935202656724,0.000513664728932335,0.0308424893215951,0.00763958108063067,0.000310128777247658,0.0302692674350409,0.0102680715034161,0.000668269281998188,0.0383042460103159,0.0072640753130689,0.000351698149754581,0.0256439048150729,0.00613889363706512,0.000228632272305532,0.0193113965544366,0.00661879918569875,0.000202529657397792,0.0197962740924495,0.00413892823489067,0.000114112751838058,0.0137633931962664,0.00555353189997205,0.000468098529469539,0.0217672655599298,0.00472218750023825,0.000216634180201233,0.0164488959149484
"218","UTA",10,0.0181767821281467,0.000407635782684799,0.0798125815371459,2020-11-03,0.0201261143593859,0.000630452204484827,0.0860070548003081,0.0223773472709047,0.000764157281002169,0.0818024597815231,0.0196064377123339,0.000872873715069653,0.0783388087035835,0.00988992572079003,0.00027428686463543,0.0455429554767618,0.0233076659238252,0.00109702974573761,0.0940094209807754,0.0094006852425222,0.000278739767703591,0.0376484852771281,0.0128784936948969,0.00035592616567063,0.0467141428158533,0.0142016745225686,0.000306956243186425,0.051373193479116,0.00494916876744314,8.89608990021412e-05,0.0177944920856245,0.0120042795185277,0.000770998542408634,0.0567905245784851,0.00581525740456475,0.000172924476975577,0.024809803323806
"219","UTA",11,0.0448442934841252,0.000626871234714956,0.212557694780265,2020-11-10,0.0510900809206751,0.00101378047674558,0.241461349760378,0.0557084645505226,0.00126001084940356,0.214345069857898,0.046904651946408,0.00154757822753027,0.191991663770771,0.0154414193326785,0.00029896870832421,0.077852796619474,0.0584774514580288,0.00178282723531587,0.237678817887293,0.01456950599906,0.000268970287391357,0.0656684919140548,0.0307022691994948,0.000589481653106337,0.127997312423942,0.0340200970314775,0.000513990244880601,0.138933966857089,0.00712355087793875,7.82002083989306e-05,0.0294849497879187,0.0287330442649923,0.0012614034238378,0.154997208124169,0.00859731433909501,0.000167264619029667,0.0416412423363065
"220","UTA",12,0.120235162746911,0.00119049775370781,0.523246197735959,2020-11-17,0.13825050406296,0.00206828352687171,0.683905003105753,0.152064842798326,0.00250997854911514,0.645511208705179,0.127008126486186,0.00342916533021584,0.505746589689429,0.0274160108241068,0.000339183483915726,0.144495543114826,0.159447419243614,0.00370085004889316,0.586058270390067,0.0259311024789549,0.00034400729518282,0.126416983717618,0.0825940927749332,0.000985367393860311,0.350762789311193,0.0929738310097143,0.000962272800442874,0.383463501115658,0.0119918149442403,7.19580008618746e-05,0.0568035002253794,0.0762961738044371,0.00241638772204105,0.36558416442063,0.0147213033685217,0.00017979709949443,0.073680073573278
"221","UTA",13,0.255654361464665,0.002110912443128,0.972229262883278,2020-11-24,0.281228871926998,0.00378906748806053,1.17406647884322,0.315578845386523,0.00470102293038226,1.20591745299606,0.273167024082587,0.0063623183170513,1.01746547714447,0.0584506843139223,0.000509701418780719,0.323082086255119,0.32421826308586,0.00670638369176345,1.12895976133518,0.0566278017090174,0.00052123112200985,0.268876314547368,0.179122942176105,0.00168363439637049,0.749980708879078,0.203519048022561,0.00160487935357728,0.799865963460713,0.0252269609386133,9.38603022238736e-05,0.123385510036418,0.161442218075507,0.0045758506874956,0.788634420272111,0.0304429244721293,0.000270241411819056,0.150767471619111
"222","UTA",14,0.569505950081,0.00502373415508812,1.97222058282935,2020-12-01,0.590812424676125,0.00919798062765577,1.96647990395779,0.674779580305375,0.0116342534426438,2.21913627978319,0.586431894883402,0.0161551662702103,1.5321219508996,0.100290511060547,0.000674776658150222,0.55844520446903,0.644677417678401,0.0168393425089675,1.58418845517674,0.0981370570103992,0.000713681955111707,0.435887737088919,0.421034925200852,0.00344843943281121,1.54194945704677,0.457232247128205,0.00324689979167125,1.42606329719472,0.0435296738438525,0.000101838123064836,0.209120386413716,0.346733762221309,0.0101157054889056,1.370784350472,0.0511705575785329,0.00034789298237232,0.257336910296386
"223","UTA",15,1.05227682707679,0.0118613507938746,3.3456129441003,2020-12-08,1.06399084211702,0.0212621659658966,3.25188463199541,1.22135630049436,0.0274162407274466,3.55061113931411,0.927532120349406,0.0401641084983616,1.7773343505166,0.163399524285269,0.000851287176379487,0.825167666479487,0.953999002038799,0.0443447540572363,1.83767316813258,0.160722459716411,0.000976982875616072,0.730039735712091,0.831276434588988,0.00755750949120546,2.78118444651581,0.73492971535649,0.00665862274765931,1.64201972431468,0.0721500234019905,0.000120906661277007,0.359217615101642,0.581870615044352,0.021302589055995,1.4983210093408,0.0812141528746786,0.00041560787432043,0.394897388488257
"224","UTA",16,1.65406934010668,0.0258144067458134,4.85580172951159,2020-12-15,1.65165640065064,0.047090747407632,4.85426060533039,1.92230234187957,0.0591262236240363,5.24505369737281,1.15840049914762,0.0833270807919351,2.28475119561952,0.249812718961718,0.00111410625677251,1.10344959303814,1.20849287407618,0.0953502423626703,2.25402982520388,0.244289695113801,0.00127793717668293,1.0142398228199,1.35217527744428,0.0153062348251722,4.08029996402521,0.948697337940582,0.0126500926571137,1.80551686153308,0.11178532601505,0.000150216128635963,0.553889190745575,0.803134982107884,0.0475410219113822,1.78383029325164,0.122834527990362,0.000539159232628553,0.569916509329193
"225","UTA",17,2.0369227542106,0.0434822025735938,5.52838772495466,2020-12-22,2.02204609256254,0.0836423105596397,5.15738391453168,2.36060421720945,0.0895167188970343,5.89796577521549,1.68384017607376,0.123328260283605,3.54934523210897,0.478516526444603,0.00194909261161998,1.97725400599074,1.78319807795505,0.146723939736025,3.55757729091825,0.463710483208839,0.00246998285863975,1.82343685945455,1.69724643637827,0.0237265214113683,4.68235894423681,1.34319486511267,0.0186749792233989,2.74329067046206,0.217867052616665,0.000258832801573225,1.04372849558348,1.11956362988251,0.0798548395812385,2.72796887962097,0.241594596852549,0.000953100585246111,1.04499091620367
"226","UTA",18,2.61114142026828,0.0764425233515194,5.88247625184555,2020-12-29,2.23461423434773,0.124805962369628,5.11536845354249,2.95800676592193,0.140041963559795,6.31822096135698,2.29126955454921,0.19626339458388,4.71600630699886,0.794051567952384,0.00347849170141958,2.91444374993813,2.44904286475625,0.23342266089194,4.79907584798441,0.764837555042249,0.00463822634703878,2.97069119880159,2.2116407724868,0.0402344568670842,5.4830825498233,1.58273246665634,0.0256151112157768,3.41809456161829,0.3168575074376,0.000379830398411187,1.47140803875271,1.52058078616212,0.125890060798217,3.652020081069,0.425630678218132,0.00165747293361734,1.77569953692191
"227","UTA",19,3.78771554839737,0.165385631247425,6.79162890398,2021-01-05,2.382338997758,0.180872762308075,4.52083189016403,4.14318136499323,0.298035938205734,7.26745579246826,2.40781049538669,0.372831280190765,4.49661800253801,0.968153701697292,0.0048388320135031,3.33970347613343,2.54420569254375,0.411921475317775,4.53371211869499,0.92671360073177,0.00632515175206419,3.53439165451298,3.31955790455627,0.0909300043711082,6.69792995569367,1.25830721652262,0.0416553112266051,2.60094750823131,0.285966732951968,0.000260829271358901,1.29107544109381,1.68832878096707,0.229924253507632,3.69651571365686,0.550430239119736,0.00208159762595439,2.28535818196901
"228","UTA",20,4.03517530294923,0.306499632873658,6.38995769100125,2021-01-12,1.98789745838406,0.204321191242335,3.22227417172304,4.25660141570044,0.513932815960367,6.61778317078518,2.28766004231323,0.579717965937742,3.90123337901048,1.0991541187434,0.00586838766328586,3.47957427262326,2.38023172451552,0.638863948580675,3.8097838652457,1.05499663698926,0.00794144064215224,3.71418161246927,3.768174820829,0.152568957948826,6.39839454462479,0.936509425050464,0.0605779473078024,1.75533658266723,0.247704983229714,0.000197401095994389,1.02981250188981,1.67593585204434,0.349120633169186,3.37916885756929,0.656703344410627,0.00250613396329086,2.64819921668569
"229","UTA",21,3.56168172492919,0.50792961190301,5.16329368392608,2021-01-19,1.32508221044647,0.183179146523553,1.95042617458402,3.63932756493585,0.767126418186478,5.29632399863877,2.45559004397893,0.822476776404187,3.65678178630484,1.50160339795979,0.00948024094143722,4.06082473624656,2.0630500007969,0.741987585662569,3.01793325335673,1.13011676308237,0.0101710564199128,3.45630457701601,3.49860659597466,0.23077007922372,5.20586782194589,0.734340982402613,0.0666481967565974,1.31189341309438,0.235480731370843,0.000152066408663184,0.98062362350805,1.52248321381887,0.472127206303943,2.78918289384448,0.721278531560833,0.00296098033652432,2.78169563156985
"230","UTA",22,3.210535881093,0.808202986474036,4.93597275967077,2021-01-26,0.852459379737178,0.155514236227834,1.26460084699488,3.19973259761797,1.16671462416955,4.72286046668864,3.24234692244645,1.18750518473707,4.56075964506261,2.52587728824254,0.0228764941917342,5.70311060298808,1.88738846235812,0.777075793412915,2.63768770029893,1.28675682756732,0.0141454820040775,3.30378364215597,3.25742289275689,0.358599210108977,4.57510764148573,0.662478100717588,0.057289890908046,1.10558146648976,0.262018821524884,0.000162628770733155,1.050058603252,1.46566006964773,0.643975308394704,2.44429232599857,0.835103623308975,0.00326785598520915,2.98703364422029
"231","UTA",23,2.83592612650076,1.204368978439,4.33567097132708,2021-02-02,0.512222336184051,0.119330272583653,0.767066850611829,2.74170635256492,1.25118766366214,4.22267602913702,3.54147320407428,1.6665640889373,4.52506490089596,3.38852180779965,0.0559488910241043,6.2618916322371,1.6965668419078,0.796078427742211,2.28903468189288,1.44528656591238,0.0196529293761655,3.21436619148547,2.91988251026187,0.548382271916599,4.17906216828372,0.495321713990445,0.039570828236459,0.840785260092026,0.234706980898968,0.000164139948082916,0.864903185497089,1.403469072367,0.664286741538401,2.18983508936926,0.959967744437078,0.00376182240746768,2.93080857192929
"232","UTA",24,2.4079327355577,1.05111564367204,3.88776206274769,2021-02-09,0.285811463418208,0.0777498363840091,0.418311941556404,2.27581822420053,0.894359360934274,3.82181232964517,3.2905438551218,2.05384258684114,4.18510722483634,3.70238798497225,0.135717695811067,5.78987460913381,1.46564248918542,0.798240256088076,1.96260878995417,1.51892366313877,0.0268514012609856,3.01447497597678,2.49032640686892,0.793368432796252,3.77574465981245,0.32036533085204,0.023932040831262,0.514850398306409,0.176210057755627,0.000128393172057289,0.595379895696752,1.27417038472673,0.626195482731381,1.90631002648889,1.04123562790825,0.0043035024603628,2.75361440924772
"233","UTA",25,1.93418687019408,0.723726241232965,3.3103632687304,2021-02-16,0.152003215811095,0.046194904313231,0.227598584852161,1.802898223322,0.60435204001125,3.23354173461779,2.72394722079462,1.91181042343856,3.49971726193225,3.54406343013762,0.311406202254996,5.0205283166309,1.21018247758359,0.717636612019551,1.66621700492052,1.48447061700877,0.035987552614182,2.57421831035582,2.01517019608541,0.764392547745983,3.31900921629482,0.189053732235655,0.0126563080439055,0.311167800486698,0.118814601761674,9.00090597240752e-05,0.379308015233936,1.09857680041168,0.57836788027268,1.52635017654384,1.06819932542307,0.00494769892961717,2.45366681222751
"234","UTA",26,1.47605445596148,0.473713816286756,2.83486614920282,2021-02-23,0.0805507940098253,0.0252914616109494,0.118806947429187,1.37074719601472,0.417036989382746,2.91730551095066,2.09683442727747,1.37409978391766,2.88964604884206,3.12191540061405,0.578300054019427,4.4639139705219,0.968489692486481,0.578071355572781,1.29877899854633,1.35818123167825,0.0465495652139432,2.18298307166015,1.55086653757189,0.55212753711231,2.83847811224707,0.108279192510791,0.00655296137867994,0.177571526853865,0.0786462083861451,6.30099233741173e-05,0.237610999826486,0.907407759368337,0.505985099620492,1.226694452865,1.02646836242442,0.00608658585849964,2.11382137764394
"235","UTA",27,1.0864718642808,0.328374538811598,2.35937114456866,2021-03-02,0.0436300949936283,0.0144561228086404,0.0640369684698733,1.00590574919296,0.318072857642556,2.3516169412183,1.54929256773308,0.886561275609128,2.23137726322108,2.59169559320368,0.830854040961062,3.66309733537454,0.744568655231003,0.431101647799934,0.960145412994744,1.15649089584051,0.0517857977792655,1.86350223619716,1.15441636308717,0.375475634280401,2.15381995450951,0.0620911064088022,0.00352857698977752,0.103459040626052,0.0531556825286307,4.16599670677912e-05,0.156493954054973,0.710774607078123,0.409712594219595,1.00241981955832,0.91504803635249,0.00666480398677234,1.74743838886182
"236","UTA",28,0.77182513178793,0.22550998178018,1.6942204687926,2021-03-09,0.0239854294469044,0.00801293070161998,0.0346733459705247,0.717110606449991,0.23879270145587,1.72531026316045,1.11530342304921,0.560174450700618,1.66132160815548,2.03659581943058,0.774580411145312,2.97433396584933,0.619266467545748,0.368243325003314,0.816729886643269,1.05689216422605,0.0610137633139732,1.62956136720772,0.832363501227455,0.257807391544555,1.6464618038256,0.035761492378454,0.00183505001141343,0.0612137280176933,0.0364071496661095,2.87080162237868e-05,0.10422500257304,0.596041679658607,0.330049059101889,0.847312003456431,0.869175498041381,0.00765420469736867,1.60280208717057
"237","UTA",29,0.564903158934475,0.162034136291057,1.29894055705304,2021-03-16,0.0139636299073261,0.00477947541053212,0.0215316813596529,0.524195324626067,0.165001467366796,1.29460407647985,0.822818084893296,0.378516686250463,1.28826616777431,1.61833195767774,0.517339454703397,2.37652908755896,0.720997961237408,0.433670775532021,0.965392376200177,1.33411091857369,0.113900621270827,1.96404416293879,0.619670388388823,0.17178211624927,1.2573173842828,0.0217104633712707,0.000994581701900136,0.0389533289222356,0.0253973226406068,1.81252001079607e-05,0.0700232952119581,0.70899406321985,0.402352286158809,1.00269838567484,1.14608071333624,0.0148356683263645,1.98672156700676
"238","UTA",30,0.440340771249603,0.124566926354099,1.11866308974138,2021-03-23,0.00877397913221885,0.00294977914780363,0.0146947802446079,0.414531983843706,0.121402587340327,1.02184107883421,0.639192692381905,0.267011187210393,1.09494822988267,1.3483152261133,0.384785472855199,2.08630729669856,0.794822931494387,0.464990237398207,1.09393924842995,1.56230869366899,0.180546663662593,2.27487762079983,0.493056782713711,0.130601129446842,1.09498673650712,0.0142280860439438,0.000630535663382953,0.0285391150421644,0.0188657716318638,1.3018739963326e-05,0.0513067233143159,0.807527370297753,0.457882899802329,1.12087113969818,1.40018907051672,0.0313813258222452,2.38742359217095
"239","UTA",31,0.370860521114551,0.0919627482537604,1.03265715850894,2021-03-30,0.00595419027685925,0.00200720881085578,0.00993209238294633,0.350166967969267,0.0876409965133594,0.969946394536374,0.518587325285365,0.185264331549541,1.023593583872,1.17613253767647,0.276732701073321,2.1002057896907,0.882829480024728,0.500557352855433,1.34365894264295,1.79081447854241,0.282976521741621,2.67701291790569,0.418337345582568,0.0997605095873929,1.04095181110805,0.00992881988608653,0.000398523590465749,0.0197801537448144,0.0147004502854211,1.14343357417806e-05,0.0390247100943994,0.947716471566296,0.519995019495862,1.35992155980365,1.65517966671314,0.0666516155842604,2.73850789926802
"240","UTA",32,0.30182982256103,0.0639441004070091,0.94473019810567,2021-04-06,0.00397975129658249,0.00124331736819248,0.00737499887704041,0.279905361204325,0.0542557922771214,0.857927952894762,0.406412205197758,0.12686893538854,0.857785478080668,0.98541621942682,0.196187991933483,1.89775182432018,0.896886957098136,0.43103696336341,1.42616150530326,1.82163220266463,0.413332283434998,2.82673184725492,0.341098855031106,0.0822382082117285,0.914794325713815,0.00693211620268795,0.000230477582874222,0.0152321680477014,0.0114321652537801,8.13135865669736e-06,0.0287767760410141,1.02251893990289,0.544892826110851,1.55104396512426,1.75924127367312,0.125172825316234,2.76283298475093
"241","UTA",33,0.223847905647382,0.0459654747183252,0.736034841467669,2021-04-13,0.0025263712779735,0.000759724613127284,0.00524310313508126,0.205677083375452,0.0356171749839014,0.668485885610685,0.284332272071194,0.0888429820473527,0.646204333584855,0.743545308964483,0.14548074069844,1.5131730317865,0.785998043772765,0.313114545684252,1.37251175847253,1.59270252210288,0.475075503747785,2.40849970055411,0.255125414384543,0.0555550556127938,0.728210913663637,0.00462223173626964,0.000134797129131686,0.0106090338346017,0.00850611120005872,5.30117523593429e-06,0.0218483212879615,0.947891985902227,0.476095020774843,1.3923729589705,1.61611042723276,0.166544463603152,2.47349976282008
"242","UTA",34,0.163753452095055,0.0316289826433006,0.58132314817545,2021-04-20,0.00160732884825113,0.000420110187000282,0.00386836937306614,0.147451978723872,0.0246488732772003,0.540139085067517,0.197600889929549,0.0626290231694526,0.490560523725091,0.541159320565254,0.105812393248832,1.20064565465716,0.624430972379591,0.228403672387804,1.13640671637271,1.25298496836863,0.343707949881771,1.8709709903227,0.184664802868134,0.0435191354693373,0.564107097607225,0.00306523414997335,7.07667499408821e-05,0.00774144304026569,0.00604745424327947,3.94750453613001e-06,0.0157064929960174,0.782554931147094,0.335524455281147,1.16578124722986,1.32220682477771,0.197331459995542,1.98642217036557
"243","UTA",35,0.115427277833164,0.0222530728687236,0.42922624568497,2021-04-27,0.00100855714403948,0.000215304020432082,0.00265579603385953,0.102560914258778,0.0161467377307335,0.422889283651849,0.135409254822481,0.0447334602806636,0.365827896044221,0.377184968360728,0.0827434964097117,0.898929068871274,0.457603695121203,0.171366769240806,0.888370700952217,0.917869955840075,0.241164271346881,1.44303331457236,0.128510974846314,0.031975265829098,0.407983606480008,0.00200507813351662,3.7172472743885e-05,0.00566294170090161,0.00418238978446805,3.18703862238715e-06,0.0109672462263427,0.594559975257419,0.226711422687329,0.90188454908634,1.00404806666765,0.197203084210937,1.48650439720936
"244","UTA",36,0.0805398942216507,0.0162450052742674,0.317261461699565,2021-05-04,0.000636581000418117,0.000110839622091649,0.00176942680466311,0.0708032335529387,0.0106137714920705,0.304649512077291,0.0941217675426319,0.0328632534342699,0.264369127590917,0.26480919286766,0.0631563598132945,0.654484425269362,0.327188794926934,0.123723613112158,0.656424943452499,0.677851940278886,0.166809896495689,1.11440540159486,0.0893191666926313,0.0220596389982192,0.304647296999043,0.00132428309709787,2.01777838381501e-05,0.00404600761261706,0.00296804652514724,1.51123300505511e-06,0.00805665455788384,0.440077216663096,0.155993275363064,0.716667327378498,0.757000239954653,0.179949129361945,1.15040637541919
"245","UTA",37,0.0578431108571369,0.011692249244269,0.232326965915181,2021-05-11,0.000413789034284287,6.05852878306474e-05,0.0012116585917383,0.0504263446753649,0.00681601996120805,0.214082768340927,0.0683440889388089,0.0224423586948846,0.20656362281229,0.1947295054871,0.0485455998503615,0.544129051602761,0.24140602065571,0.0951290736470123,0.505466210471889,0.522693706435751,0.126882866796764,0.91437719854632,0.0646613682389988,0.0153712059917282,0.227232595867255,0.000915557385728259,1.02144784513851e-05,0.00301709747407262,0.0021656829202291,7.56410006924677e-07,0.00630541036854913,0.33406580704734,0.112622576484523,0.548857152364849,0.59661868867025,0.147762799873138,0.943879143961114
"246","UTA",38,0.04269824048266,0.00845900869918057,0.171577155108213,2021-05-18,0.000274459915006243,3.21415748526931e-05,0.000918863369518761,0.0368482353271367,0.00445956152437897,0.157755068027133,0.0514199808610714,0.0154628538167737,0.165547393415047,0.147591278727585,0.0376584553769437,0.432583006899945,0.18089941500999,0.0743396010974371,0.38909968124635,0.409218683020647,0.10299145093443,0.782530398376095,0.0480248869151,0.011063260734745,0.183323230610238,0.000642753341104203,4.99299662270021e-06,0.00220362482955855,0.0015591792893194,4.09802338824523e-07,0.00487580834307172,0.256087159551355,0.0813916774836909,0.425800945150805,0.467942270694289,0.107325272378789,0.797293336758242
"247","UTA",39,0.0315239080008816,0.006231599998106,0.124030446358161,2021-05-25,0.000180436822613638,1.59857169355505e-05,0.000678283746120896,0.0268376130904506,0.00294531267601329,0.110541013656533,0.0387489858212831,0.0111735257946744,0.124712430197015,0.111248342127871,0.0282438249399337,0.340998510293264,0.133247866354202,0.0538565601454891,0.295782295498929,0.313814176506672,0.0770948772387358,0.630316648077995,0.0356168989030082,0.0078139620509298,0.138839259052957,0.000445197125501163,2.47363912952365e-06,0.00158635977576626,0.00110419882596173,1.84108946208996e-07,0.00376359510338618,0.191145076661042,0.058306393954418,0.3364655642127,0.361792565423955,0.0761923116476051,0.651479477424909
"248","UTA",40,0.0232247724091349,0.0040946665028061,0.0871521261076362,2021-06-01,0.000117960493280909,8.3504513339319e-06,0.000518575985778733,0.0195996363049214,0.001819787680633,0.0792257467345634,0.0292237097584913,0.00833256827318071,0.0873380350260641,0.0835246207472494,0.021730844884856,0.245642510619741,0.0974353024345529,0.0421633339922682,0.225242353175029,0.239528461283618,0.0577265287366625,0.489379158310677,0.0263251504673337,0.00564134332871218,0.10060844481212,0.000305512346507921,1.13244150343605e-06,0.00110411854554525,0.000776370855533494,8.64900340269807e-08,0.00287248703967698,0.140395693994428,0.0422417599146008,0.254737481281457,0.2796881662682,0.0596805038219552,0.505560669749846
"249","UTA",41,0.0165541035885711,0.00270324326918537,0.0624703514359021,2021-06-08,7.09510863840843e-05,3.79505139675113e-06,0.000332541105849737,0.0138374411420348,0.00109194452384141,0.0551898006262341,0.0213232127155712,0.00562860324411912,0.0579044904998222,0.0605801315788213,0.0156523252604307,0.174275508960974,0.0689195730827773,0.0305726481558474,0.162316626195245,0.173351394112126,0.0435847907965892,0.371932425283415,0.0187671644470768,0.00372157646880026,0.071062220658454,0.000191110296756683,4.7096746288784e-07,0.000754624203606261,0.000475894931168326,3.71961284266637e-08,0.00182955267642588,0.0987091091909384,0.030582778593458,0.184315906144694,0.205209081109971,0.0507305533711506,0.374741882231613
"250","UTA",42,0.0100897304650914,0.00153159028157288,0.0382028889109918,2021-06-15,3.19131949604568e-05,1.04393451530308e-06,0.000161260303459389,0.00838079190626593,0.000581184710607453,0.0333416323042855,0.0134303377966858,0.003355367840918,0.0342787986706418,0.0380959698352229,0.00992360332226618,0.104112562740818,0.0425211006317825,0.0194015984057806,0.0996257482956892,0.108603445389115,0.0284354152827797,0.240780928632252,0.0113657881250974,0.00211734973836442,0.0429146072916958,8.69014723474804e-05,1.08636911202414e-07,0.00036857775590952,0.000196619970355545,8.51610458098267e-09,0.000816500500450074,0.0598722527515039,0.0201308889895133,0.114837586861375,0.129272641953153,0.0329982248050489,0.248736188766211
"251","UTA",43,0.00656122405118378,0.000976280146462448,0.0248210326364183,2021-06-22,1.70409252399086e-05,3.27312408962391e-07,0.000101944051945569,0.00537763421460343,0.000330693400651171,0.0215877036363097,0.00896909796179485,0.0021046598497167,0.0228007440723463,0.02601102784229,0.00655162938491787,0.0737859586510912,0.028687910275993,0.0127427020414197,0.069504412571701,0.0745541428753843,0.0205227137877281,0.173683924721832,0.0073639677592,0.00131488265592983,0.0277146478348454,4.77463415698807e-05,3.11762711895871e-08,0.000217112338507123,0.000106675198111302,2.27791325205288e-09,0.000491332425326662,0.0399184354069669,0.0134235198359209,0.0814019669299285,0.0897186229169228,0.0223105811116131,0.188521339115665
