"","team","week","sm.mean","sm.perc2p5","sm.perc97p5","Date"
"1","COL",1,0.001035,0.000753,0.001359,2020-07-01
"2","COL",2,0.002888,0.002156,0.003839,2020-07-08
"3","COL",3,0.006911,0.004919,0.009528,2020-07-15
"4","COL",4,0.015519,0.01084,0.022374,2020-07-22
"5","COL",5,0.034331,0.022298,0.052128,2020-07-29
"6","COL",6,0.076745,0.047976,0.122611,2020-08-05
"7","COL",7,0.175077,0.102276,0.292928,2020-08-12
"8","COL",8,0.412518,0.218996,0.715126,2020-08-19
"9","COL",9,0.982079,0.475022,1.742177,2020-08-26
"10","COL",10,2.334513,1.063113,4.142359,2020-09-02
"11","COL",11,5.109993,2.394197,8.727246,2020-09-09
"12","COL",12,9.254951,5.1688,14.358319,2020-09-16
"13","COL",13,12.466884,9.085992,16.506336,2020-09-23
"14","COL",14,13.642254,11.92553,17.798024,2020-09-30
"15","COL",15,13.334493,11.122512,17.967642,2020-10-07
"16","COL",16,12.880587,10.382551,17.166717,2020-10-14
"17","COL",17,12.317833,9.926023,16.010087,2020-10-21
"18","COL",18,11.496031,9.219745,14.550335,2020-10-28
"19","COL",19,10.31963,8.082829,12.761224,2020-11-04
"20","COL",20,9.047688,6.779372,11.096903,2020-11-11
"21","COL",21,7.833044,5.719897,9.953055,2020-11-18
"22","COL",22,6.822764,4.848759,8.878931,2020-11-25
"23","COL",23,5.832038,4.109492,7.707442,2020-12-02
"24","COL",24,4.964049,3.280353,6.920017,2020-12-09
"25","COL",25,4.213802,2.546779,6.096653,2020-12-16
"26","COL",26,3.387486,1.895698,5.086197,2020-12-23
"27","COL",27,2.72007,1.406554,4.217008,2020-12-30
"28","COL",28,2.179121,1.043976,3.480181,2021-01-06
"29","COL",29,1.725187,0.766311,2.813971,2021-01-13
"30","COL",30,1.339234,0.549326,2.24101,2021-01-20
"31","COL",31,1.023243,0.389482,1.751741,2021-01-27
"32","COL",32,0.773521,0.274429,1.372107,2021-02-03
"33","COL",33,0.566797,0.18855,1.021946,2021-02-10
"34","COL",34,0.416556,0.129683,0.771488,2021-02-17
"35","COL",35,0.299043,0.087077,0.545414,2021-02-24
"36","COL",36,0.21293,0.057764,0.383386,2021-03-03
"37","COL",37,0.151041,0.038064,0.278258,2021-03-10
"38","COL",38,0.104111,0.024357,0.19906,2021-03-17
"39","COL",39,0.07106,0.015412,0.138714,2021-03-24
"40","COL",40,0.048406,0.009536,0.097357,2021-03-31
"41","COL",41,0.032125,0.005793,0.066414,2021-04-07
"42","COL",42,0.021172,0.003529,0.04531,2021-04-14
"43","COL",43,0.013825,0.002036,0.030457,2021-04-21
"44","COL",44,0.008888,0.001192,0.020127,2021-04-28
"45","COL",45,0.005706,0.000669,0.013424,2021-05-05
"46","COL",46,0.003616,0.000386,0.008873,2021-05-12
"47","COL",47,0.002251,0.000204,0.005734,2021-05-19
"48","COL",48,0.001389,0.000122,0.0038,2021-05-26
"49","COL",49,0.000844,4.3e-05,0.002457,2021-06-02
"50","COL",50,0.000509,1.8e-05,0.00157,2021-06-09
"51","COL",51,0.000301,0,0.001061,2021-06-16
"52","COL",52,0.000175,0,0.000653,2021-06-23
"261","COL2",1,0.242359543759747,0.177940094480981,0.299255894955775,2020-07-01
"262","COL2",2,0.340806531872496,0.244082065394838,0.428639088791119,2020-07-08
"263","COL2",3,0.412626143076153,0.294956151487615,0.548776855718573,2020-07-15
"264","COL2",4,0.492889808193908,0.336319066532794,0.696346450255824,2020-07-22
"265","COL2",5,0.586560821570187,0.382200041553024,0.877912963056869,2020-07-29
"266","COL2",6,0.696521183279557,0.427725321217758,1.10039601138668,2020-08-05
"267","COL2",7,0.824710822749255,0.478749881137582,1.38717193469171,2020-08-12
"268","COL2",8,0.983530388490262,0.536856415242623,1.73727787170945,2020-08-19
"269","COL2",9,1.47180167118119,0.779607692299757,2.67901116043723,2020-08-26
"270","COL2",10,2.36673975383167,1.20657570343685,4.39502332043262,2020-09-02
"271","COL2",11,3.7423977470905,1.88922979025207,6.84689641486577,2020-09-09
"272","COL2",12,5.70576765337187,2.935427129207,10.1880281392815,2020-09-16
"273","COL2",13,8.28865066409231,4.51162480962829,13.7685105700753,2020-09-23
"274","COL2",14,11.2189466292922,6.82021712336684,16.4855300433918,2020-09-30
"275","COL2",15,13.4883209599964,9.27336487720655,17.2906732454817,2020-10-07
"276","COL2",16,14.6252649548185,11.5219927873984,17.3713324067849,2020-10-14
"277","COL2",17,14.1167496370707,10.6600276776095,17.1512103706337,2020-10-21
"278","COL2",18,12.1700696222334,7.61427201508455,16.3843156930033,2020-10-28
"279","COL2",19,9.80500725404434,5.38462332865723,14.4084254568369,2020-11-04
"280","COL2",20,7.30444034167368,3.62927661194975,11.3911941706729,2020-11-11
"281","COL2",21,5.21979787599768,2.42478426198387,8.46186357287676,2020-11-18
"282","COL2",22,3.64956071252273,1.61840186380203,6.09140506941346,2020-11-25
"283","COL2",23,2.54707469312518,1.10505178189847,4.32056144552028,2020-12-02
"284","COL2",24,1.78856133540628,0.775571392600358,3.06405516109591,2020-12-09
"285","COL2",25,1.2508505885849,0.554408604387516,2.14833611881551,2020-12-16
"286","COL2",26,0.905608945862555,0.415173943168609,1.52921063926281,2020-12-23
"287","COL2",27,0.646666841740731,0.311778490457129,1.07431991205786,2020-12-30
"288","COL2",28,0.471812437672859,0.243762374942914,0.765160579454992,2021-01-06
"289","COL2",29,0.357819949455345,0.200297934272763,0.560654969715932,2021-01-13
"290","COL2",30,0.284078259273897,0.172992551244353,0.426167560390742,2021-01-20
"291","COL2",31,0.233059364486183,0.153775083484615,0.3331063448921,2021-01-27
"292","COL2",32,0.196162492926154,0.141253927456751,0.264752066018758,2021-02-03
"293","COL2",33,0.170375155745702,0.130791150512114,0.218650192004393,2021-02-10
"294","COL2",34,0.151411935557876,0.123063713483448,0.185542495401653,2021-02-17
"295","COL2",35,0.138006194533103,0.116836779592249,0.161576981904724,2021-02-24
"296","COL2",36,0.128220316346829,0.111446878640172,0.146949282071847,2021-03-03
"297","COL2",37,0.120722520934516,0.106794793943181,0.136321058620207,2021-03-10
"298","COL2",38,0.114861461813011,0.101859834216011,0.128197221846355,2021-03-17
"299","COL2",39,0.110447956288338,0.0981152649262863,0.123059740755065,2021-03-24
"300","COL2",40,0.10621538622984,0.094142976592254,0.118509349270266,2021-03-31
"301","COL2",41,0.103467812112825,0.0914332729093565,0.115210768167326,2021-04-07
"302","COL2",42,0.100506589260571,0.0886013906711893,0.112454378763717,2021-04-14
"303","COL2",43,0.0975678425079933,0.0858203825733234,0.109541503613257,2021-04-21
"304","COL2",44,0.0957233709165871,0.0840580705709696,0.108037410387588,2021-04-28
"305","COL2",45,0.0933650444402797,0.0817991064496678,0.10632483903081,2021-05-05
"306","COL2",46,0.091475608801934,0.0800759393587241,0.104616906969163,2021-05-12
"307","COL2",47,0.0901252002965624,0.0788698642390497,0.10310425011234,2021-05-19
"308","COL2",48,0.0885711140531886,0.0774274766026163,0.101586655082967,2021-05-26
"309","COL2",49,0.0872558664776341,0.0762069151451225,0.100339623742663,2021-06-02
"310","COL2",50,0.0860454371260562,0.075131214393644,0.0992652160238144,2021-06-09
"311","COL2",51,0.085133037230158,0.0743996819258792,0.0984350899400036,2021-06-16
"312","COL2",52,0.0844509321903731,0.0738403225447288,0.0978151904654288,2021-06-23
"209","IMP",1,5.76499628941937,4.52139684744472,6.80378328955621,2020-07-01
"210","IMP",2,5.81482372349707,4.62640027005945,6.83923335098968,2020-07-08
"211","IMP",3,5.61800406339838,4.48901228734374,6.69398024753898,2020-07-15
"212","IMP",4,5.23364639904664,4.26135077642809,6.29934591663202,2020-07-22
"213","IMP",5,4.73543753231602,3.77306128125707,5.77044537118576,2020-07-29
"214","IMP",6,4.19313147506551,3.3370993950464,5.19989638284185,2020-08-05
"215","IMP",7,3.66125408426781,2.83810101509827,4.57999743406519,2020-08-12
"216","IMP",8,3.17560288754215,2.42513053158869,4.02071573479294,2020-08-19
"217","IMP",9,2.77798329161276,2.04662109056782,3.5248464286414,2020-08-26
"218","IMP",10,3.61813262572501,2.65400315157021,4.56289196293611,2020-09-02
"219","IMP",11,6.0004391963753,4.60621023110883,7.37692085338761,2020-09-09
"220","IMP",12,10.1626136426524,8.24234237954291,12.1617826464633,2020-09-16
"221","IMP",13,16.5948906343515,13.9513091035279,19.2513604415503,2020-09-23
"222","IMP",14,24.9079861334276,21.1845381733299,28.7957695698144,2020-09-30
"223","IMP",15,32.6161750727368,28.0177630096944,37.966742003412,2020-10-07
"224","IMP",16,35.8209105495558,30.8952953158919,41.2400006960458,2020-10-14
"225","IMP",17,32.8165904185337,28.4579760892794,37.4982115923571,2020-10-21
"226","IMP",18,25.8415244743883,22.1014586319186,29.0300270571178,2020-10-28
"227","IMP",19,18.3202154805867,15.9087367017127,20.5283784556297,2020-11-04
"228","IMP",20,12.2101347149068,10.4702948029107,13.759568486904,2020-11-11
"229","IMP",21,7.90079810465905,6.65499047138901,9.08815501558363,2020-11-18
"230","IMP",22,5.06969695692412,4.17388017662522,6.05342940545906,2020-11-25
"231","IMP",23,3.26762340952474,2.61354579792291,4.00990441272401,2020-12-02
"232","IMP",24,2.13092419259158,1.66198682707859,2.69997145026778,2020-12-09
"233","IMP",25,1.41104771636791,1.06320649346741,1.80581333378792,2020-12-16
"234","IMP",26,0.94985628247855,0.693494795373232,1.22770617964448,2020-12-23
"235","IMP",27,0.649716424225203,0.461001332336746,0.859330118248941,2020-12-30
"236","IMP",28,0.450890351627039,0.309805490371158,0.612112524403402,2021-01-06
"237","IMP",29,0.316737490655201,0.210950164461428,0.440106731850283,2021-01-13
"238","IMP",30,0.224582939894521,0.145355115274872,0.318135009596984,2021-01-20
"239","IMP",31,0.16021670105914,0.100740790041103,0.229165898841845,2021-01-27
"240","IMP",32,0.114601181134057,0.0697413835005858,0.166638951105196,2021-02-03
"241","IMP",33,0.0818940476889569,0.048316993883368,0.12136480680803,2021-02-10
"242","IMP",34,0.0582507286858143,0.033427084475942,0.087952092736032,2021-02-17
"243","IMP",35,0.0410908327057649,0.0230569763572808,0.0632620075355601,2021-02-24
"244","IMP",36,0.0286435245433887,0.0156984124690639,0.0450124439600969,2021-03-03
"245","IMP",37,0.0196631457234001,0.0105109877584098,0.0314653989273762,2021-03-10
"246","IMP",38,0.013250123413204,0.00690906867316045,0.0216208928838589,2021-03-17
"247","IMP",39,0.00873843363193315,0.00444643854597141,0.0145652916795057,2021-03-24
"248","IMP",40,0.00562512517964598,0.00278964722611403,0.00958384456033827,2021-03-31
"249","IMP",41,0.00352622219080025,0.00169945238461794,0.00616229094358015,2021-04-07
"250","IMP",42,0.00214846888612489,0.00100065148185412,0.00386251055002734,2021-04-14
"251","IMP",43,0.00127037490971751,0.000570513857026704,0.00235029839277676,2021-04-21
"252","IMP",44,0.000728204005128952,0.000316886138246901,0.00138693877515006,2021-04-28
"253","IMP",45,0.000404415983456203,0.000171200257380958,0.000791302991861532,2021-05-05
"254","IMP",46,0.000217572569732489,8.81001203969103e-05,0.000432871158183448,2021-05-12
"255","IMP",47,0.000113432385196531,4.3864279526763e-05,0.000228706416701313,2021-05-19
"256","IMP",48,5.73557383781674e-05,2.11207503402903e-05,0.00011837161917808,2021-05-26
"257","IMP",49,2.81629096090592e-05,9.85260315224352e-06,6.00172050007431e-05,2021-06-02
"258","IMP",50,1.34521829039454e-05,4.54114565160424e-06,2.97318382041636e-05,2021-06-09
"259","IMP",51,6.2637929147149e-06,2.01700258836114e-06,1.43234188122834e-05,2021-06-16
"260","IMP",52,2.8502761558398e-06,8.62916074087227e-07,6.71823807455647e-06,2021-06-23
"53","NEU3",1,3.281651,0.016811,10.090771,2020-07-01
"54","NEU3",2,3.235544,0.020863,8.612541,2020-07-08
"55","NEU3",3,3.149886,0.028587,7.386332,2020-07-15
"56","NEU3",4,3.058924,0.036115,6.534978,2020-07-22
"57","NEU3",5,2.98206,0.047245,5.837765,2020-07-29
"58","NEU3",6,2.933311,0.062302,5.357237,2020-08-05
"59","NEU3",7,2.925456,0.080983,5.035456,2020-08-12
"60","NEU3",8,2.961134,0.117254,4.879445,2020-08-19
"61","NEU3",9,3.329175,0.179954,5.33275,2020-08-26
"62","NEU3",10,4.697242,0.359821,7.365063,2020-09-02
"63","NEU3",11,7.07191,0.74625,10.952319,2020-09-09
"64","NEU3",12,10.847237,1.62831,16.577374,2020-09-16
"65","NEU3",13,15.52736,3.492641,24.186922,2020-09-23
"66","NEU3",14,19.740021,5.059655,30.442025,2020-09-30
"67","NEU3",15,21.051141,5.23692,33.710749,2020-10-07
"68","NEU3",16,19.363495,4.921055,34.899011,2020-10-14
"69","NEU3",17,16.431938,4.522663,36.079542,2020-10-21
"70","NEU3",18,12.805296,4.072943,37.249388,2020-10-28
"71","NEU3",19,9.198053,3.727906,34.523837,2020-11-04
"72","NEU3",20,6.103843,3.005013,26.370882,2020-11-11
"73","NEU3",21,3.99147,1.817757,16.842184,2020-11-18
"74","NEU3",22,2.383486,0.924894,8.728907,2020-11-25
"75","NEU3",23,1.557029,0.491595,4.452583,2020-12-02
"76","NEU3",24,1.097852,0.268964,2.981438,2020-12-09
"77","NEU3",25,0.770025,0.139326,2.575112,2020-12-16
"78","NEU3",26,0.465349,0.062037,1.746617,2020-12-23
"79","NEU3",27,0.276462,0.025563,1.185932,2020-12-30
"80","NEU3",28,0.176201,0.010911,0.859327,2021-01-06
"81","NEU3",29,0.135521,0.004988,0.749835,2021-01-13
"82","NEU3",30,0.111834,0.002182,0.68804,2021-01-20
"83","NEU3",31,0.097681,0.000935,0.645689,2021-01-27
"84","NEU3",32,0.086777,0.000312,0.61605,2021-02-03
"85","NEU3",33,0.074606,0,0.561901,2021-02-10
"86","NEU3",34,0.062816,0,0.496676,2021-02-17
"87","NEU3",35,0.05406,0,0.453944,2021-02-24
"88","NEU3",36,0.046135,0,0.406536,2021-03-03
"89","NEU3",37,0.038705,0,0.353056,2021-03-10
"90","NEU3",38,0.031727,0,0.297449,2021-03-17
"91","NEU3",39,0.025576,0,0.248194,2021-03-24
"92","NEU3",40,0.020011,0,0.200762,2021-03-31
"93","NEU3",41,0.015372,0,0.154188,2021-04-07
"94","NEU3",42,0.011556,0,0.12098,2021-04-14
"95","NEU3",43,0.008368,0,0.086353,2021-04-21
"96","NEU3",44,0.006044,0,0.061842,2021-04-28
"97","NEU3",45,0.004192,0,0.044579,2021-05-05
"98","NEU3",46,0.002885,0,0.031174,2021-05-12
"99","NEU3",47,0.001953,0,0.021222,2021-05-19
"100","NEU3",48,0.001283,0,0.013717,2021-05-26
"101","NEU3",49,0.000843,0,0.009664,2021-06-02
"102","NEU3",50,0.000544,0,0.005923,2021-06-09
"103","NEU3",51,0.000343,0,0.004053,2021-06-16
"104","NEU3",52,0.000224,0,0.002494,2021-06-23
"105","UTA",1,0,0,0,2020-07-01
"106","UTA",2,0,0,0,2020-07-08
"107","UTA",3,0,0,0,2020-07-15
"108","UTA",4,0,0,0,2020-07-22
"109","UTA",5,0,0,0,2020-07-29
"110","UTA",6,0,0,0,2020-08-05
"111","UTA",7,0,0,0,2020-08-12
"112","UTA",8,0,0,0,2020-08-19
"113","UTA",9,0,0,0,2020-08-26
"114","UTA",10,0,0,0,2020-09-02
"115","UTA",11,0.197014485707257,0.0433264384924775,0.347641331499824,2020-09-09
"116","UTA",12,2.27654147920847,0.442372087047811,4.41670041726728,2020-09-16
"117","UTA",13,4.72201407272608,0.830414473132828,9.50598807303041,2020-09-23
"118","UTA",14,8.18308441306076,1.44852353067796,16.9502533649675,2020-09-30
"119","UTA",15,11.4292035684506,2.36568836263451,21.1764753813597,2020-10-07
"120","UTA",16,12.497227221009,3.31544007440825,21.0754301566874,2020-10-14
"121","UTA",17,11.7169987573061,3.74273855743147,18.7806317642974,2020-10-21
"122","UTA",18,10.0400004901654,4.03359020397546,15.7900890197367,2020-10-28
"123","UTA",19,7.84871475112167,3.48907081288468,12.8742513339643,2020-11-04
"124","UTA",20,5.831371956282,2.95317183848397,9.94569561115099,2020-11-11
"125","UTA",21,4.3860369909958,2.24458834503394,8.6311432003365,2020-11-18
"126","UTA",22,3.17583790114058,1.61024060426767,6.49752615913756,2020-11-25
"127","UTA",23,2.65405677188864,1.36729012087404,6.01502237464297,2020-12-02
"128","UTA",24,2.28199367407729,1.17665659313504,5.4878421177908,2020-12-09
"129","UTA",25,1.86929279483384,0.805202280686172,5.06469366601495,2020-12-16
"130","UTA",26,1.34916725249873,0.525901706236531,3.76407807618177,2020-12-23
"131","UTA",27,1.04864262989351,0.382961005519665,2.9089671003791,2020-12-30
"132","UTA",28,1.00374687578779,0.318003190881827,2.79690504385577,2021-01-06
"133","UTA",29,0.833911423123572,0.226307254689608,2.47004668447558,2021-01-13
"134","UTA",30,0.604592363621943,0.146572420961332,1.66965305954185,2021-01-20
"135","UTA",31,0.484520163147194,0.106056834818201,1.28363978663202,2021-01-27
"136","UTA",32,0.411685644858877,0.0795910126528501,1.11348977451169,2021-02-03
"137","UTA",33,0.363229285376993,0.0655949135031652,1.04936380094866,2021-02-10
"138","UTA",34,0.311036435203393,0.0532370209257219,0.933180776947127,2021-02-17
"139","UTA",35,0.253106389774334,0.041539732879279,0.727522705372041,2021-02-24
"140","UTA",36,0.198892818377281,0.0291531142588017,0.576600680279326,2021-03-03
"141","UTA",37,0.141602983323283,0.0205307014521294,0.395408279311492,2021-03-10
"142","UTA",38,0.0988369131946108,0.0152695540271231,0.266048836015051,2021-03-17
"143","UTA",39,0.0728223201771681,0.0112485453360764,0.18838143010592,2021-03-24
"144","UTA",40,0.0567814035798868,0.00874169840363469,0.156242876797506,2021-03-31
"145","UTA",41,0.0417614641029202,0.00591940271302228,0.121743988459629,2021-04-07
"146","UTA",42,0.027894478547905,0.00397708893279219,0.0773615814237674,2021-04-14
"147","UTA",43,0.0180662845279958,0.00280075498152389,0.0511087445868888,2021-04-21
"148","UTA",44,0.0115253222838856,0.00182918133950993,0.0324131108806631,2021-04-28
"149","UTA",45,0.00722140425572833,0.00119991946934367,0.0205904550092839,2021-05-05
"150","UTA",46,0.00457082219225953,0.000761758141396941,0.0132446494863174,2021-05-12
"151","UTA",47,0.00291670709549764,0.000485553474343435,0.00858123169651973,2021-05-19
"152","UTA",48,0.00181548193437113,0.000307244473926938,0.00532956297875973,2021-05-26
"153","UTA",49,0.00115369233344047,0.000196143992536612,0.0034033674413943,2021-06-02
"154","UTA",50,0.000706879596570912,0.000122598760518179,0.00202336163412085,2021-06-09
"155","UTA",51,0.000382651281424143,6.93487407521049e-05,0.00103355859522617,2021-06-16
"156","UTA",52,0.000203500026975326,3.98885989379245e-05,0.000549401020965326,2021-06-23
"157","UVA",1,0,0,0,2020-07-01
"158","UVA",2,0,0,0,2020-07-08
"159","UVA",3,0,0,0,2020-07-15
"160","UVA",4,0,0,0,2020-07-22
"161","UVA",5,0,0,0,2020-07-29
"162","UVA",6,0,0,0,2020-08-05
"163","UVA",7,0,0,0,2020-08-12
"164","UVA",8,0,0,0,2020-08-19
"165","UVA",9,0.0102667724836304,0.00801998422067688,0.0123394897560498,2020-08-26
"166","UVA",10,0.312095169581288,0.204417839566839,0.427710564789604,2020-09-02
"167","UVA",11,1.27415124248642,0.541547221927872,2.27305245852857,2020-09-09
"168","UVA",12,4.28444139321708,1.14734775105742,9.41587583635112,2020-09-16
"169","UVA",13,11.5542468201495,2.31032088396685,26.4477425701923,2020-09-23
"170","UVA",14,20.6858497328432,4.25644503242608,40.0912695977424,2020-09-30
"171","UVA",15,24.2084058088308,6.83189671612853,35.1240681501139,2020-10-07
"172","UVA",16,21.247061684847,9.21002562922363,24.3745907290234,2020-10-14
"173","UVA",17,16.4153514916046,10.4021957428913,17.2351318714551,2020-10-21
"174","UVA",18,12.1622362660506,9.91904946765259,12.6476265164044,2020-10-28
"175","UVA",19,8.63391791914945,5.23553886734814,9.53550654974394,2020-11-04
"176","UVA",20,5.76430435541509,2.22310110751976,7.34977975408025,2020-11-11
"177","UVA",21,3.62392291981679,0.841905368011179,5.78164386904595,2020-11-18
"178","UVA",22,2.18597062904517,0.295271258525437,4.60324532585289,2020-11-25
"179","UVA",23,1.29049337676489,0.0989398752069195,3.72029196604228,2020-12-02
"180","UVA",24,0.755176752822829,0.0316888025848298,2.99276428273415,2020-12-09
"181","UVA",25,0.441679196596521,0.00965331379298295,2.29219543940653,2020-12-16
"182","UVA",26,0.259790675112327,0.00272656687942857,1.6613941451256,2020-12-23
"183","UVA",27,0.154528929802519,0.000703156996555692,1.15016627089536,2020-12-30
"184","UVA",28,0.0933396483924491,0.000176267424847619,0.77210785438936,2021-01-06
"185","UVA",29,0.0573470766102641,4.0147783421916e-05,0.508148669223521,2021-01-13
"186","UVA",30,0.035796598851787,1.31935193899225e-05,0.330192141794686,2021-01-20
"187","UVA",31,0.0226545033287737,1.81688370664444e-07,0.212139540151299,2021-01-27
"188","UVA",32,0.0144993097101325,0,0.134728044167109,2021-02-03
"189","UVA",33,0.00936914925622031,0,0.0845183079310103,2021-02-10
"190","UVA",34,0.00612050155353076,0,0.052664728608448,2021-02-17
"191","UVA",35,0.0040427966607482,0,0.0328178646782514,2021-02-24
"192","UVA",36,0.00269208980781429,0,0.0201744870294873,2021-03-03
"193","UVA",37,0.00180354026603676,0,0.0122871678761577,2021-03-10
"194","UVA",38,0.00122858518033731,0,0.00754332303198397,2021-03-17
"195","UVA",39,0.000841041260948016,0,0.00465311265318493,2021-03-24
"196","UVA",40,0.000586727678078045,0,0.00290459582077401,2021-03-31
"197","UVA",41,0.000409345179003184,0,0.00178309588006036,2021-04-07
"198","UVA",42,0.000286426707583927,0,0.00104777952766693,2021-04-14
"199","UVA",43,0.000201066981184424,0,0.000656001556592349,2021-04-21
"200","UVA",44,0.000142911401806248,0,0.000407397315937782,2021-04-28
"201","UVA",45,0.000102556388603425,0,0.000259017618672647,2021-05-05
"202","UVA",46,7.37225488810738e-05,0,0.000177387697985693,2021-05-12
"203","UVA",47,5.31722782442763e-05,0,9.75590651643202e-05,2021-05-19
"204","UVA",48,3.75205593843864e-05,0,5.92823952190975e-05,2021-05-26
"205","UVA",49,2.6751632407407e-05,0,4.49411726492248e-05,2021-06-02
"206","UVA",50,1.96524725342026e-05,0,3.6025825976718e-05,2021-06-09
