"","team","week","RL01_mean","RL01_perc2p5","RL01_perc97p5","Date","RL02_mean","RL02_perc2p5","RL02_perc97p5","RL03_mean","RL03_perc2p5","RL03_perc97p5","RL04_mean","RL04_perc2p5","RL04_perc97p5","RL05_mean","RL05_perc2p5","RL05_perc97p5","RL06_mean","RL06_perc2p5","RL06_perc97p5","RL07_mean","RL07_perc2p5","RL07_perc97p5","RL08_mean","RL08_perc2p5","RL08_perc97p5"
"71","COL2",19,1.22748537949816,0.656439735170651,1.8247044245595,2020-11-04,1.12083339420631,0.601148392762693,1.66516715919294,1.34912960806078,0.761731851111304,1.95635670889438,1.22712169919229,0.69470160112667,1.77896375017823,0.764416555770181,0.512829852461812,1.77896375017823,0.829054248929029,0.402148402091362,1.77896375017823,0.703690443417415,0.471479502195483,1.77896375017823,0.637605949434089,0.272281587632079,1.77896375017823
"72","COL2",20,0.897283052557469,0.437722678182126,1.39786903485048,2020-11-11,0.781981566702483,0.380771786694877,1.21972338852726,1.02065033767664,0.516279295585927,1.56508645026495,0.88534207347192,0.44689480447123,1.3633703291022,0.640690057760685,0.409691953584582,1.3633703291022,0.902297207307651,0.463358557756467,1.3633703291022,0.562255133523482,0.357613380563326,1.3633703291022,0.670766823752035,0.296868788468583,1.3633703291022
"73","COL2",21,0.631492681440731,0.290897053808413,1.00803577472175,2020-11-18,0.52157275680864,0.23634101833632,0.844776072676826,0.736050039069306,0.346683768147423,1.16223755978472,0.605356461226555,0.281716397108364,0.967139983276048,0.528177303465323,0.322760329889794,0.967139983276048,0.947841007584806,0.522128441676085,0.967139983276048,0.436358526517461,0.263487021364399,0.967139983276048,0.676408694436169,0.31008972640551,0.967139983276048
"74","COL2",22,0.436133795912284,0.192037275116985,0.71739140505889,2020-11-25,0.337436396138491,0.143986922100128,0.563240297722669,0.516822924148008,0.232348293035158,0.835173658712511,0.398762414654654,0.173650795309222,0.654879532670909,0.431509483215019,0.256627968677303,0.654879532670909,0.959897622826688,0.575570391560527,0.654879532670909,0.330475174624576,0.190980408178346,0.654879532670909,0.652673262039529,0.324066905364491,0.654879532670909
"75","COL2",23,0.30122620492775,0.129193189530288,0.509804480074685,2020-12-02,0.215919389171848,0.0882116575506195,0.374146562689447,0.360700704084595,0.157588149564006,0.602370773620089,0.258418942933198,0.107191458698363,0.437784043966954,0.398078997461567,0.231561102097785,0.437784043966954,1.08608418578176,0.642213859782075,0.437784043966954,0.275305778763904,0.155174590474825,0.437784043966954,0.694585536561951,0.372102333407844,0.437784043966954
"76","COL2",24,0.209457037613179,0.0891485759705216,0.359643632749107,2020-12-09,0.137682002404164,0.0548924708599355,0.245631311849612,0.252304484051346,0.10879428099232,0.430215466041993,0.16618926346752,0.066894070884221,0.292458785826767,0.411829381210481,0.239011182370991,0.292458785826767,1.3260028983712,0.723895633437844,0.292458785826767,0.250161611438587,0.137138016295592,0.292458785826767,0.797271172895987,0.434216553286516,0.292458785826767
"77","COL2",25,0.144920886295829,0.0623156137047683,0.247081346518977,2020-12-16,0.0867210719952853,0.0346660344123185,0.156877795200743,0.17483811756121,0.0757040421026781,0.300646421535958,0.105068006578601,0.0420303274315879,0.189675223990637,0.411735583998444,0.245239401924877,0.189675223990637,1.42795823814669,0.754342879228817,0.189675223990637,0.216953033202093,0.116859074234388,0.189675223990637,0.82942770331518,0.440241138741885,0.189675223990637
"78","COL2",26,0.103671457724558,0.0454507683150141,0.176474492524253,2020-12-23,0.0564756926151167,0.0231928220198797,0.102643933608864,0.124887963932923,0.0552314305847014,0.215406274057503,0.0683985056149527,0.0277620590801453,0.123634895796018,0.415140516663495,0.249020896352541,0.123634895796018,1.40304974700012,0.742411334680582,0.123634895796018,0.189930221615706,0.100692382407161,0.123634895796018,0.821881498109947,0.409041772744017,0.123634895796018
"79","COL2",27,0.0728542615755218,0.0334977097519646,0.124133780742904,2020-12-30,0.0363854351911658,0.0160375052760571,0.0650181200673182,0.0873304735832811,0.0403025795892116,0.151363465065155,0.0437973451655094,0.0188204523275019,0.0778882754858384,0.394408670412697,0.243242223482031,0.0778882754858384,1.19169082045498,0.667064736578725,0.0778882754858384,0.157812503391184,0.0861085642973423,0.0778882754858384,0.728088842597106,0.350554534155242,0.0778882754858384
"80","COL2",28,0.0520799299002983,0.0254947761470319,0.0865341700214165,2021-01-06,0.0242149560966116,0.0119572455269388,0.0419056440700076,0.0618817461937083,0.0297309407816039,0.104982344802993,0.0287631647059062,0.0135814090219098,0.050019807353572,0.363647353876222,0.231903883746319,0.050019807353572,0.925403860117808,0.563703825636364,0.050019807353572,0.128358670283937,0.0713034412590514,0.050019807353572,0.600133879583056,0.287833369790075,0.050019807353572
"81","COL2",29,0.0385467353787284,0.0200366116794282,0.0627699658787494,2021-01-13,0.0170641163052292,0.0095795167061115,0.0280655227276228,0.0452637542799974,0.0232490758539577,0.0747776870904068,0.0198753162363637,0.0105741191006987,0.0332877960219501,0.331195677545042,0.220074647131938,0.0332877960219501,0.68465494290561,0.457824026957361,0.0332877960219501,0.104068916275079,0.0587923439434377,0.0332877960219501,0.474029658614463,0.227368855027968,0.0332877960219501
"82","COL2",30,0.0297931092010155,0.0167357608535999,0.0471593696773929,2021-01-20,0.0129145239220406,0.0081718133356404,0.0198623082761365,0.0344829555782492,0.0190055281897876,0.0553288416979629,0.0146842878372309,0.00879160273852423,0.0232544597745739,0.300195187851775,0.208057032580573,0.0232544597745739,0.494674285208935,0.351264118735194,0.0232544597745739,0.084910108610366,0.0489633138687763,0.0232544597745739,0.365364132721197,0.179206761868581,0.0232544597745739
"83","COL2",31,0.0237391754173793,0.0146544456511387,0.0359431490013933,2021-01-27,0.0103812745795667,0.00741830885492241,0.0147471040206861,0.0270172044682311,0.0161259810606044,0.0418342858585702,0.0115033048622557,0.00776759900398591,0.0169675838743907,0.266563503183335,0.188587699916949,0.0169675838743907,0.348361946394299,0.234111194939058,0.0169675838743907,0.0687326143535121,0.0402361448325684,0.0169675838743907,0.272756747122223,0.139455718663953,0.0169675838743907
"84","COL2",32,0.0193661426858428,0.0130507172851355,0.0276933674066614,2021-02-03,0.00876159716549068,0.00682685959525051,0.0114564873415438,0.021639839821524,0.0141506079783951,0.0318048069047602,0.00947721614522936,0.00710103814741764,0.0128490096767513,0.22994919610393,0.170789289479923,0.0128490096767513,0.23956014219353,0.14562064930658,0.0128490096767513,0.0547752062579265,0.0329220850558849,0.0128490096767513,0.196798890410117,0.101835388233597,0.0128490096767513
"85","COL2",33,0.01631053483738,0.0117720452566259,0.0220834402218578,2021-02-10,0.00775070031742365,0.00643960912168092,0.00944718812905946,0.0178879356042885,0.0126406294814097,0.0250371869805377,0.00821832166031705,0.00663258051770534,0.0103036763175256,0.194691668898403,0.153681149110269,0.0103036763175256,0.163438085339416,0.0896925392208878,0.0103036763175256,0.0434601610909956,0.0271185096323137,0.0103036763175256,0.139240182636054,0.0746245647915571,0.0103036763175256
"86","COL2",34,0.0140686012990403,0.0109043968982272,0.018001160145498,2021-02-17,0.00706866621673381,0.00613332090665462,0.00818976242347614,0.0151578690764231,0.0114889098862201,0.0203450459957887,0.00738407953159936,0.00630226650015616,0.00881607454128476,0.161092179398269,0.128282625750962,0.00881607454128476,0.110669866515409,0.0544366528838672,0.00881607454128476,0.034290521593083,0.0224506480573685,0.00881607454128476,0.0967543276748637,0.053777130438044,0.00881607454128476
"87","COL2",35,0.0124827338422667,0.0102234283086272,0.0154103799453774,2021-02-24,0.00664238831421026,0.00592177773429579,0.00741639663587459,0.0132342344266723,0.0106807232565169,0.0168407409436713,0.00686627398887143,0.00605998366863428,0.00788681736166298,0.131325754153311,0.102503864664177,0.00788681736166298,0.0751789761776114,0.0337607455305578,0.00788681736166298,0.0272972658182004,0.0189575884211828,0.00788681736166298,0.0670329777192813,0.0380793887173768,0.00788681736166298
"88","COL2",36,0.0113299804849465,0.00968976492289491,0.0133275211211596,2021-03-03,0.00634000906302353,0.00575030180703174,0.00695166302979165,0.0118530659196319,0.0100434206673873,0.0143977510450422,0.00650925611140791,0.00586390277272401,0.0072628501336062,0.105924543614471,0.078133414966804,0.0072628501336062,0.0516373500128234,0.0217679908490476,0.0072628501336062,0.0220299594219015,0.0163114026686185,0.0072628501336062,0.0466929237394813,0.0274445158862437,0.0072628501336062
"89","COL2",37,0.0104488681810352,0.00919878588886722,0.0119716713940143,2021-03-10,0.00610446595817218,0.00560428029298727,0.00659684558110111,0.0108131272081747,0.00942422091900578,0.012644677824249,0.00623878585785639,0.0056904822645338,0.00683479057658861,0.0843195819281795,0.0581853896432431,0.00683479057658861,0.0359643455039747,0.0148020439596651,0.00683479057658861,0.0180155184979368,0.0141873828199545,0.00683479057658861,0.0328066641339675,0.0194764998826215,0.00683479057658861
"90","COL2",38,0.00976287937417006,0.00867079278360749,0.0109535220843197,2021-03-17,0.00590934936608918,0.00546365395416828,0.00635055398968768,0.0100188102302464,0.00882877493374834,0.0114178867240667,0.00602097474199199,0.00553146786572269,0.00653190341994669,0.0665615209447619,0.0429835161335567,0.00653190341994669,0.0256550126984907,0.0108328662526058,0.00653190341994669,0.0150136416940343,0.0125579034170032,0.00653190341994669,0.0235314201039936,0.013544863860142,0.00653190341994669
"91","COL2",39,0.00924846800386824,0.00814686182236271,0.0103608380879422,2021-03-24,0.00577029301464775,0.00534342271396842,0.00617731636473899,0.0094325196152495,0.0082730936063419,0.010694287246578,0.00586778995317448,0.00540525492534011,0.00635231059550062,0.0526100149916677,0.0320237387777798,0.00635231059550062,0.0190066679538559,0.00860731935560747,0.00635231059550062,0.0128987554878751,0.0112222697789125,0.00635231059550062,0.0175764646545919,0.0104077710957584,0.00635231059550062
"92","COL2",40,0.00875815372211218,0.00772056510424834,0.00983053185563041,2021-03-31,0.00562378899165502,0.00521283232822939,0.00604223903306315,0.00889076404611078,0.00779789504303254,0.0100617764949318,0.00571022426899408,0.00526877295415417,0.00619025700938904,0.0411682503394184,0.0239201331530564,0.00619025700938904,0.0145413873474752,0.00717393432320765,0.00619025700938904,0.0112752097865358,0.00989043364315509,0.00619025700938904,0.0136042529810375,0.00830397129845364,0.00619025700938904
"93","COL2",41,0.00843940809537046,0.00738993025605909,0.00947337867280328,2021-04-07,0.00554440895937336,0.0051468266690529,0.00596403186852677,0.00853961886384123,0.00743116016597125,0.00968088463847775,0.00562432492922791,0.00519388928789888,0.0061028958683154,0.0328362256680174,0.0185752333239271,0.0061028958683154,0.0117815499960778,0.00646024380134347,0.0061028958683154,0.0102180609929121,0.00900565151490455,0.0061028958683154,0.0111749756145725,0.00710065000532415,0.0061028958683154
"94","COL2",42,0.00809977967954575,0.00706036702184804,0.00917003929416828,2021-04-14,0.00543263124939931,0.0050309849948587,0.0058734786031184,0.00817670081526266,0.00708422404319349,0.00933099510572972,0.00550637197097806,0.0050745798998139,0.00601595438725218,0.0262273108030716,0.0146152821960484,0.00601595438725218,0.0099008421725475,0.00596767272533187,0.00601595438725218,0.00936301018829541,0.00807169163227029,0.00601595438725218,0.0095225827404089,0.00638750599522527,0.00601595438725218
"95","COL2",43,0.0077630373709513,0.00672077346130912,0.00887501125929795,2021-04-21,0.00531076477239191,0.00491497364460593,0.0057887592575856,0.00782268807510061,0.00672992478208066,0.00901352187925897,0.00537851338511897,0.00496303530483163,0.00590264570948381,0.0211215343945926,0.0118087912206401,0.00590264570948381,0.00861934129287634,0.00561607083554628,0.00590264570948381,0.00867111318413253,0.00739252331266251,0.00590264570948381,0.00839419210016947,0.00589422623196867,0.00590264570948381
"96","COL2",44,0.00755108584146878,0.00651062668515341,0.00866408705628621,2021-04-28,0.00524672117873701,0.0048633518530121,0.0057273896845574,0.00760013986780757,0.00650643420198559,0.00879505321312429,0.00531080235767704,0.00490353040533616,0.0058357505761068,0.0175777254521589,0.0100575025325814,0.0058357505761068,0.00784693350372312,0.00541526260621807,0.0058357505761068,0.00823301700720473,0.00692503303813404,0.0058357505761068,0.00772040356149089,0.00561427635653068,0.0058357505761068
"97","COL2",45,0.007283006797666,0.00624848174487944,0.00841274858684298,2021-05-05,0.00513871530419515,0.00474714934843846,0.00563749881707365,0.00732335171907224,0.00623402455761814,0.0085645713776218,0.00519828664302523,0.00477463045058754,0.00574181492932508,0.0147783297623131,0.00868788002798379,0.00574181492932508,0.00724962412823781,0.00521093867241531,0.00574181492932508,0.00780331037921876,0.00653246079241265,0.00574181492932508,0.00718671637533478,0.00535271478796432,0.00574181492932508
"98","COL2",46,0.00706723265234527,0.00604105267161446,0.00823952675160643,2021-05-12,0.00505628029589213,0.00464288045720238,0.00555004915086842,0.00710114390091765,0.00600387886235249,0.00838111936106454,0.00511208844172883,0.00467741249799423,0.00564818065003212,0.0127616052931888,0.00778683531677259,0.00564818065003212,0.0068479965858821,0.00505996909320432,0.00564818065003212,0.0074780333643051,0.00622227981125107,0.00564818065003212,0.00682386728975502,0.00518019738984431,0.00564818065003212
"99","COL2",47,0.00691341441048117,0.00587982764235436,0.0081156162889862,2021-05-19,0.00500214677152219,0.00457921065514765,0.00549673635835243,0.00694312354259104,0.0058465246453164,0.00821917558048096,0.00505527617329741,0.00461248535439436,0.00558974815869358,0.0113580954212532,0.00721630091613603,0.00558974815869358,0.00659057264984679,0.00495716491641263,0.00558974815869358,0.00725124932465492,0.00602283846880716,0.00558974815869358,0.00658933099823854,0.00507012054601574,0.00558974815869358
"100","COL2",48,0.00673820943157841,0.00569473895407883,0.00794924117643411,2021-05-26,0.00492696915044822,0.00449329247825167,0.0054309227999707,0.00676434519840761,0.00566666211583272,0.00806153449893691,0.00497717569712886,0.00452174930482286,0.00551686938731912,0.0102708374570524,0.00672777853122075,0.00551686938731912,0.0063655559200012,0.00484638624610756,0.00551686938731912,0.00702189428909323,0.00581354481992473,0.00551686938731912,0.00637650588036652,0.00493939851142323,0.00551686938731912
"101","COL2",49,0.00658945942860889,0.00554274116308402,0.00781885737917484,2021-06-02,0.00486487072694477,0.0044215556338701,0.00538834011002992,0.00661251305074189,0.00551796191680381,0.00793328111178138,0.00491240621981588,0.00444727049308934,0.00547071615095336,0.00947429957258746,0.00637293102464632,0.00547071615095336,0.0061961451697718,0.00475673580842779,0.00547071615095336,0.00683304596166365,0.00563800715750557,0.00547071615095336,0.00621233604175708,0.00483303847591379,0.00547071615095336
"102","COL2",50,0.0064532891466724,0.00540585520700258,0.00771052629042468,2021-06-09,0.00480561676079986,0.00435347676752784,0.00535012796781713,0.00647393235257506,0.00538179385902419,0.00780608719978131,0.0048508002417398,0.00437634343497787,0.00543184767520957,0.00887423889366796,0.00611431367701519,0.00543184767520957,0.00605603302118333,0.00467330049075933,0.00543184767520957,0.00666630851943126,0.00548317331577105,0.00543184767520957,0.00607341061970403,0.0047352216576142,0.00543184767520957
"103","COL2",51,0.00635054973924661,0.00530483123675159,0.00761490496299795,2021-06-16,0.00476440942393219,0.00430895708114595,0.00532423555462306,0.00636918195198836,0.00528136145785217,0.0077121006539431,0.00480763260465146,0.0043292480898404,0.00540579264680726,0.00844390638997578,0.00593860639113125,0.00540579264680726,0.00595638902676061,0.00461382689548995,0.00540579264680726,0.0065400022441469,0.00537516045374955,0.00540579264680726,0.00597239460593709,0.00466540352270245,0.00540579264680726
"104","COL2",52,0.00627480795007717,0.0052300569291766,0.00754925167596089,2021-06-23,0.00473496192619133,0.00427526127240328,0.00530016295909768,0.00629206124769255,0.00520734441666017,0.0076435578498294,0.0047767227115337,0.00429301681475025,0.00538551655814013,0.00813936765325129,0.00581461049582678,0.00538551655814013,0.00588599419750094,0.00456893092946305,0.00538551655814013,0.00644619901226996,0.00529481413754712,0.00538551655814013,0.00589931876509077,0.0046143642349604,0.00538551655814013
"105","IMP",1,0.334797614870892,0.265131301592324,0.393243183772436,2020-07-01,0.334797614870892,0.265131301592324,0.393243183772436,0.324645329372356,0.255566544439636,0.381431476009796,0.324645329372356,0.255566544439636,0.381431476009796,0.334797614870892,0.265131301592324,0.393243183772436,0.334797614870892,0.265131301592324,0.393243183772436,0.324645329372356,0.255566544439636,0.381431476009796,0.324645329372356,0.255566544439636,0.381431476009796
"106","IMP",2,0.337526392981351,0.271730561351967,0.396231372648664,2020-07-08,0.337526392981351,0.271730561351967,0.396231372648664,0.305458993109702,0.240056773092054,0.361995275565715,0.305458993109702,0.240056773092054,0.361995275565715,0.337526392981351,0.271730561351967,0.396231372648664,0.337526392981351,0.271730561351967,0.396231372648664,0.305458993109702,0.240056773092054,0.361995275565715,0.305458993109702,0.240056773092054,0.361995275565715
"107","IMP",3,0.325944552115415,0.263271730025326,0.386807030742219,2020-07-15,0.325944552115415,0.263271730025326,0.386807030742219,0.276044327884252,0.220302096727425,0.331430032282437,0.276044327884252,0.220302096727425,0.331430032282437,0.325944552115415,0.263271730025326,0.386807030742219,0.325944552115415,0.263271730025326,0.386807030742219,0.276044327884252,0.220302096727425,0.331430032282437,0.276044327884252,0.220302096727425,0.331430032282437
"108","IMP",4,0.30350568779104,0.249235589618243,0.362534601260721,2020-07-22,0.30350568779104,0.249235589618243,0.362534601260721,0.241439859518722,0.192060789981149,0.294292634725559,0.241439859518722,0.192060789981149,0.294292634725559,0.30350568779104,0.249235589618243,0.362534601260721,0.30350568779104,0.249235589618243,0.362534601260721,0.241439859518722,0.192060789981149,0.294292634725559,0.241439859518722,0.192060789981149,0.294292634725559
"109","IMP",5,0.274497984212131,0.2204406435743,0.332652346998378,2020-07-29,0.274497984212131,0.2204406435743,0.332652346998378,0.206002764255695,0.161088651151044,0.256664464389587,0.206002764255695,0.161088651151044,0.256664464389587,0.274497984212131,0.2204406435743,0.332652346998378,0.274497984212131,0.2204406435743,0.332652346998378,0.206002764255695,0.161088651151044,0.256664464389587,0.206002764255695,0.161088651151044,0.256664464389587
"110","IMP",6,0.242970283022218,0.194066541735103,0.298619234335342,2020-08-05,0.242970283022218,0.194066541735103,0.298619234335342,0.172819423388222,0.130485490965479,0.218984615389877,0.172819423388222,0.130485490965479,0.218984615389877,0.242970283022218,0.194066541735103,0.298619234335342,0.242970283022218,0.194066541735103,0.298619234335342,0.172819423388222,0.130485490965479,0.218984615389877,0.172819423388222,0.130485490965479,0.218984615389877
"111","IMP",7,0.212080256098667,0.165426331863584,0.261872720484769,2020-08-12,0.212080256098667,0.165426331863584,0.261872720484769,0.143641957815851,0.105571787998595,0.185804420553315,0.143641957815851,0.105571787998595,0.185804420553315,0.212080256098667,0.165426331863584,0.261872720484769,0.212080256098667,0.165426331863584,0.261872720484769,0.143641957815851,0.105571787998595,0.185804420553315,0.143641957815851,0.105571787998595,0.185804420553315
"112","IMP",8,0.183895733995432,0.140203061725267,0.230317660014567,2020-08-19,0.183895733995432,0.140203061725267,0.230317660014567,0.119147212674161,0.085338034802032,0.156992128107027,0.119147212674161,0.085338034802032,0.156992128107027,0.183895733995432,0.140203061725267,0.230317660014567,0.183895733995432,0.140203061725267,0.230317660014567,0.119147212674161,0.085338034802032,0.156992128107027,0.119147212674161,0.085338034802032,0.156992128107027
"113","IMP",9,0.161421322318952,0.119110958277988,0.203274791127268,2020-08-26,0.161421322318952,0.119110958277988,0.203274791127268,0.100430449532672,0.0688814815725744,0.13418720797829,0.100430449532672,0.0688814815725744,0.13418720797829,0.161339986958358,0.119110958277988,0.203274791127268,0.161421322318952,0.119110958277988,0.203274791127268,0.100430449532672,0.0688814815725744,0.13418720797829,0.100430449532672,0.0688814815725744,0.13418720797829
"114","IMP",10,0.224345354246682,0.165594053915158,0.281722937181774,2020-09-02,0.224345354246682,0.165594053915158,0.281722937181774,0.137109186551014,0.0948681159853238,0.181807288324225,0.137109186551014,0.0948681159853238,0.181807288324225,0.21934664637197,0.144500056315111,0.281722937181774,0.224345354246682,0.165594053915158,0.281722937181774,0.137109186551014,0.0948681159853238,0.181807288324225,0.137109186551014,0.0948681159853238,0.181807288324225
"115","IMP",11,0.376962171525014,0.294274037697518,0.461662615788572,2020-09-09,0.376962171525014,0.294274037697518,0.461662615788572,0.23318345299347,0.164328632874243,0.299596668577078,0.23318345299347,0.164328632874243,0.299596668577078,0.361926021146411,0.12819898357343,0.461662615788572,0.376962171525014,0.294274037697518,0.461662615788572,0.23318345299347,0.164328632874243,0.299596668577078,0.23318345299347,0.164328632874243,0.299596668577078
"116","IMP",12,0.638319678780238,0.520373634713684,0.759757294778423,2020-09-16,0.638319696124935,0.520373634713684,0.759757294778423,0.408189328996478,0.294596694242042,0.511144117520061,0.408189337881469,0.294596694242042,0.511144117520061,0.549568873484089,0.115978894639634,0.706726769292227,0.638319695715437,0.520373634713684,0.759757294778423,0.406238847174522,0.294596694242042,0.506276301514875,0.408189337881469,0.294596694242042,0.511144117520061
"117","IMP",13,1.03819314964965,0.875786758641941,1.20338983824986,2020-09-23,1.03819144216314,0.875776836518742,1.20337733188878,0.70594458619157,0.527406675707063,0.860890680853708,0.705943575295209,0.527407661248838,0.860902199650482,0.539907189279491,0.10629926156641,0.80547096990554,1.03866577181378,0.875776867364081,1.20337754028658,0.564365204192978,0.380905319300459,0.746569695594646,0.705943575322218,0.527407661053559,0.860902199872029
"118","IMP",14,1.5475224391136,1.30774727252217,1.80575377745811,2020-09-30,1.54699010317235,1.30729255378754,1.80513434042,1.16126758040792,0.90993191080375,1.38410530808448,1.16083566514311,0.909599328596241,1.38369203215191,0.457307804242884,0.10110681412418,0.652246359794463,1.10321775217094,0.92508508278971,1.31513989268155,0.506110911862389,0.326712763445311,0.735015145909217,0.803076402640835,0.616285278584596,0.975396461555275
"119","IMP",15,2.00632410399453,1.70440678284182,2.36232526994464,2020-10-07,1.99758589805869,1.69696957047804,2.35155737737752,1.72425164243297,1.38946613429713,2.0438059504279,1.71617254590829,1.3822791512032,2.03259892321727,0.393028942882816,0.0985724465228055,0.537409770612717,0.839679447325781,0.710427849494367,0.984115522423994,0.427779886732504,0.284018359128707,0.601100619535353,0.639019358181536,0.491878028627201,0.774198579925945
"120","IMP",16,2.1766619606284,1.83885882891948,2.5242003337738,2020-10-14,2.14448847392274,1.80941006476022,2.48431907641952,2.1822003442802,1.82547880587725,2.56112275869747,2.14738772267156,1.79525697691919,2.51829322091966,0.341467153956261,0.0990770975935222,0.458338495305111,0.648546576581736,0.547096868392496,0.757124453433344,0.36283476611636,0.25176250435243,0.490383708636651,0.518449910281056,0.401949845270385,0.632779563359334
"121","IMP",17,1.96903527528189,1.69674775606748,2.27301716355206,2020-10-21,1.90900085557317,1.64620756965668,2.20041677841721,2.27085355096355,1.94843628291551,2.64589819243703,2.1968613163102,1.8826138502912,2.5538177445364,0.301618223853754,0.101171611915508,0.399280170951057,0.498782239783972,0.39998469167686,0.58676855712594,0.309895909211393,0.224445991229347,0.401966800989789,0.418979044214984,0.321748010952398,0.520023264739244
"122","IMP",18,1.533323590159,1.31898594615189,1.72735125853079,2020-10-28,1.45762968142473,1.24772774838317,1.64556601836919,1.95490983825002,1.66698333633074,2.30179806618571,1.85487101958771,1.58681575302408,2.18119340592404,0.272003263849847,0.107229779838764,0.355774089862696,0.385875048861192,0.29660370484896,0.473051957251911,0.267535288299193,0.20197145104374,0.344073382311946,0.339394996009111,0.257464018612938,0.427290306162339
"123","IMP",19,1.07765662585234,0.929103459194382,1.21050399261004,2020-11-04,1.00030580921874,0.855127871645025,1.12118020096441,1.45099102858475,1.20136768601705,1.74824954917275,1.34765879124021,1.12084747144028,1.60981524838079,0.251154906597972,0.119288598037359,0.33346520530264,0.302480777883899,0.227845436592924,0.382940699254762,0.233754079305409,0.175806334500059,0.301518160551339,0.276454199778067,0.204110155927601,0.352562042787663
"124","IMP",20,0.713816508349293,0.611110781655134,0.80945440916612,2020-11-11,0.641571080911007,0.547942918974502,0.728706537552832,0.977950734910188,0.798071174092807,1.1981892626757,0.883747713540215,0.724765342179923,1.07324290126295,0.237832319032713,0.137611201423389,0.321892394448456,0.241442648978284,0.172324720022614,0.312598949447076,0.206220721129057,0.154058335342006,0.271791608961279,0.226270447566948,0.162548827702682,0.295592932527256
"125","IMP",21,0.459960480505388,0.389802232691884,0.535039117611723,2020-11-18,0.395668706475989,0.330027194572085,0.460723180400325,0.625354105578829,0.499769583244129,0.783213814419599,0.544429416049549,0.43947011095685,0.675609391023488,0.231081983617089,0.148886009829828,0.328516261939698,0.196853861650468,0.13156893700923,0.265838445251019,0.183349658549641,0.126458030227933,0.249185740244257,0.185988745835232,0.128832153993094,0.245186386983631
"126","IMP",22,0.294325685859661,0.243310785398795,0.348748214200302,2020-11-25,0.238965095802945,0.192915604003277,0.285565791902818,0.391110720436144,0.308680750738861,0.49409744218869,0.323907085837223,0.256135314403954,0.404750219647324,0.23022101207947,0.139805033359437,0.335212137391883,0.164207176335193,0.102696375943167,0.231627909449711,0.164024776020735,0.104164217965145,0.238888165556769,0.153465604037531,0.101757408335029,0.207454746261943
"127","IMP",23,0.189358726481305,0.151829628545225,0.231289139358062,2020-12-02,0.142878591330705,0.109947246435755,0.177328377666407,0.243800401738815,0.189565696996585,0.306914078038656,0.18927106636196,0.147176103150392,0.240451166824436,0.234765018786477,0.130116934367218,0.369430945474528,0.140196932591103,0.0823655737979883,0.206683402850772,0.147434330081034,0.0826294678768031,0.228400932476341,0.127060802061483,0.0796687829221752,0.177175279293687
"128","IMP",24,0.123337346975679,0.0955141819167971,0.154922606832829,2020-12-09,0.0851574133723503,0.0625319269013479,0.109716139422449,0.153118919538723,0.115260980343547,0.19515058478537,0.109764087633864,0.0827861265087663,0.141253738459345,0.244307699797451,0.122697812427685,0.404190886733275,0.122441517660278,0.0676365674739753,0.186495108790543,0.133084003958347,0.0673911304385673,0.216324302564686,0.105594106885679,0.0621149874890108,0.152024424727802
"129","IMP",25,0.0816040915296444,0.0610314739571937,0.103607921473368,2020-12-16,0.0507627157223975,0.0354962042229438,0.0681124054230611,0.0974361802662624,0.0718280242195542,0.12633921297944,0.0635149976557646,0.0461588710170794,0.0839643866226026,0.258336551666826,0.11830469055222,0.481010866755816,0.109230656353948,0.0571198187264243,0.171083667142166,0.120507594281898,0.0540363345800753,0.206604681389596,0.0880562654361169,0.0484669673656033,0.132095036601701
"130","IMP",26,0.0549010993080354,0.0397932654784832,0.070753373863914,2020-12-23,0.0302933890336111,0.019819847077908,0.0420195902741157,0.0629663138075015,0.0445268901121336,0.0830518838645785,0.0367445971357364,0.0259875842452974,0.0497937385977056,0.275972496634593,0.115887356752086,0.595204998607441,0.0993256438022295,0.0492978068096008,0.161376823958973,0.109242412902722,0.0436288678423837,0.196967549227076,0.0735908398710647,0.037693844291862,0.113900417780849
"131","IMP",27,0.0375379655951706,0.0265760495289263,0.0497195733784305,2020-12-30,0.0180869014521083,0.0111245375185943,0.0258235922664635,0.0413306670114409,0.0284347717769413,0.0547076113171061,0.0212524773439198,0.0143240812294334,0.0299712332556502,0.295661058120329,0.115754401154966,0.730414692671625,0.0918116200245991,0.0433425081455212,0.151617183380684,0.098891353622704,0.035113693084384,0.187233972834181,0.0615181585084096,0.0292563414822152,0.0989092059373258
"132","IMP",28,0.0260428397588905,0.0180530327030358,0.0353503491461356,2021-01-06,0.0107992318534701,0.00620633416291575,0.0158910387219417,0.0275226950537166,0.0186461973142035,0.0373915526920335,0.0122873098163553,0.00794596686864014,0.0174962325913855,0.314953555170223,0.116796788038907,0.884442272588784,0.0859923696116292,0.0385490660791597,0.144987404040213,0.0892440349471132,0.0281411318873068,0.176564242480939,0.0513775740076296,0.022620194645602,0.0857444295224457
"133","IMP",29,0.0182902157238456,0.0124112794721286,0.0253688725728998,2021-01-13,0.00644545123867279,0.00342535250543205,0.00988683381688837,0.0185541356138258,0.0124009497951375,0.0258165098517192,0.00709971441118843,0.00433379003808043,0.0105044331914409,0.330619606915628,0.117538517574029,0.975380217548528,0.0813178310232348,0.0347303901694782,0.140917157155101,0.0801892477691147,0.0224001000641901,0.1679280161536,0.0428329299616045,0.0174447087575288,0.0743498684792974
