"","team","week","RL01_mean","RL01_perc2p5","RL01_perc97p5","Date","RL02_mean","RL02_perc2p5","RL02_perc97p5","RL03_mean","RL03_perc2p5","RL03_perc97p5","RL04_mean","RL04_perc2p5","RL04_perc97p5","RL05_mean","RL05_perc2p5","RL05_perc97p5","RL06_mean","RL06_perc2p5","RL06_perc97p5","RL07_mean","RL07_perc2p5","RL07_perc97p5","RL08_mean","RL08_perc2p5","RL08_perc97p5"
"134","IMP",30,0.0129664086832841,0.00855727698372594,0.0182391995790814,2021-01-20,0.00383993627857488,0.00188290382315076,0.00611751205360654,0.0126277503270502,0.00833570268631961,0.0178323477248489,0.00409435071429988,0.00232996432629251,0.0063117992266561,0.339289787002942,0.11893452190554,0.997385910498808,0.0773368525597383,0.031147207632305,0.135941419827393,0.0715700750635728,0.0176773588083467,0.157676210995366,0.0355742125429649,0.0135177031750587,0.0640677098840526
"135","IMP",31,0.00924888922690357,0.00591920645020108,0.0131528703884987,2021-01-27,0.00227799448760847,0.00102674691737472,0.00377364944877667,0.00864899775599048,0.00560414835157087,0.0125192428992312,0.00235103995950935,0.00123532494771634,0.00375580814715328,0.338453064440341,0.118910804196261,0.978577107749946,0.0736697691928637,0.0280187961835308,0.131238706802197,0.0632616920347642,0.0138386371851132,0.144291775131436,0.0293531065299102,0.0103904836165041,0.0546939736582478
"136","IMP",32,0.00661486129800086,0.00408910878470274,0.00953837439559253,2021-02-03,0.0013422790315729,0.00055955977881183,0.00230993344492915,0.00594097822163656,0.00371576104368397,0.0087680467385081,0.00134086810461382,0.000643176975139235,0.00222963229790058,0.327237903602797,0.117170075410789,0.883316883456641,0.0699970383601632,0.025241046449088,0.126257679916568,0.0552132083640138,0.0107202540567082,0.129924515597958,0.0239916730230455,0.00784338369934056,0.0461843745230101
"137","IMP",33,0.00472652494921971,0.0028462317539885,0.00694369748213985,2021-02-10,0.000784010145391909,0.000308466766857248,0.00140163574319513,0.00407782461154942,0.00246243059460299,0.00613163186559398,0.000758039121412529,0.000337010139754343,0.00130605458205877,0.30649683690567,0.114968657850129,0.751602623133443,0.0660605116502598,0.0226890170736718,0.120124983090422,0.0474727725282869,0.00820579064764267,0.114825607717765,0.0193796032889565,0.00584933843465449,0.0384887353211246
"138","IMP",34,0.00336166963325073,0.00195741612109406,0.00504388602329742,2021-02-17,0.000452875609529374,0.000162572074590988,0.000840416236366901,0.00278658277497831,0.00164597509796959,0.00427223261659356,0.000423826674914805,0.000173547494733921,0.000764352566391783,0.278280351626769,0.111906645165758,0.598290063344013,0.0616733648950228,0.0205803418771905,0.112689616075951,0.0401058337632979,0.00625106683132871,0.0989326925157678,0.0154278182897311,0.00429964265897119,0.0316681332537156
"139","IMP",35,0.00237119514904071,0.00133611073628598,0.00363450709937783,2021-02-24,0.000258050542282078,8.37755849576399e-05,0.000498889184514978,0.00188880102982431,0.00109290385058426,0.00297136233862324,0.000233736320740794,8.80790139652378e-05,0.000443714119013843,0.245148863659004,0.107124981999726,0.451807742969606,0.0567334933133185,0.0186839089381617,0.103950283780613,0.0331924140979701,0.00467429313791241,0.0837083353941885,0.0120663161120471,0.00310635465448665,0.0255132932704161
"140","IMP",36,0.00165280292345188,0.00090674254367145,0.00258421843506198,2021-03-03,0.00014468403027346,4.23584378613218e-05,0.000291082197053125,0.00126533421727043,0.000710477786576492,0.00204126896308447,0.000126846910953243,4.30784240394297e-05,0.000252599751902182,0.209667771723542,0.0999390250398714,0.335132537264977,0.0512341884373064,0.0167302157237826,0.0937432631544462,0.0268404580277376,0.00340527879447133,0.0686042002457431,0.0092442968232368,0.00220011449838306,0.0200643932378103
"141","IMP",37,0.00113454747000511,0.000608203210283158,0.00180781527681735,2021-03-10,7.96390878387612e-05,2.09880674582532e-05,0.000166897906787528,0.000834883200891067,0.000453249531276661,0.00138909379628693,6.75827059128007e-05,2.05985527242885e-05,0.0001388070489412,0.174123270727446,0.0907992101142976,0.243977776233131,0.0452660495887241,0.0147217054353137,0.0825133251729225,0.0211688593244215,0.00239588924652868,0.0548188497509776,0.00692300065289508,0.00152480964010352,0.0154318126896471
"142","IMP",38,0.000764481244127638,0.000400403497071165,0.00124827903731042,2021-03-17,4.29845826404172e-05,1.01730295881084e-05,9.38305713872331e-05,0.000540794992170543,0.000278765534925384,0.000916293166273818,3.53000240995707e-05,9.64556073889537e-06,7.48113380378784e-05,0.140381215458064,0.0797645703210245,0.191174310074685,0.0390058034177951,0.0126866006751652,0.070704039834603,0.0162511475091382,0.00164660466429045,0.0427417084970698,0.00505624162520799,0.00103248738042385,0.0115555487414874
"143","IMP",39,0.000504149621983248,0.0002576852194085,0.000843837454165088,2021-03-24,2.26949324638232e-05,4.81533799053341e-06,5.1656043306316e-05,0.000342866084828019,0.000170883899626487,0.000595296734799743,1.80404011433669e-05,4.41389857626374e-06,3.9686323647378e-05,0.109819946107731,0.0659559476434453,0.145493503707485,0.0326910757373728,0.010653147889547,0.0584883173181441,0.0121175196165762,0.00110751206242022,0.0323577043509599,0.00359274775855103,0.000681359792869661,0.00839930059996322
"144","IMP",40,0.000324517655946466,0.000161669396695948,0.000555846228153528,2021-03-31,1.17004193366025e-05,2.23108004581251e-06,2.78028375366594e-05,0.000212193894681563,0.000102310759325346,0.000377400706172939,9.00252875185342e-06,2.01501758361593e-06,2.06498990884544e-05,0.0833113485422224,0.0521261170143058,0.110624980620929,0.0265844041082714,0.00866229654600575,0.0466635587948033,0.00875682628649711,0.000730119780130156,0.0238044695058719,0.00247748480732281,0.000437353225127288,0.00590353982247034
"145","IMP",41,0.000203421644890947,9.84908976035639e-05,0.000355893715361138,2021-04-07,5.87840305227947e-06,1.00629358811701e-06,1.45926250682524e-05,0.000127892473290091,5.9820759152961e-05,0.000232678615845087,4.37735169634832e-06,8.99685939019925e-07,1.04732083447541e-05,0.0612470449508103,0.0338005021596347,0.0817468853163811,0.0209332555536739,0.00684676793411808,0.0362253696178483,0.0061210047930593,0.000467314389615605,0.01715307451486,0.0016543522878592,0.00027249704794629,0.00401244814686923
"146","IMP",42,0.000123936352387364,5.79505801058513e-05,0.000221703618813764,2021-04-14,2.87343208508067e-06,4.42980186128661e-07,7.42105460376993e-06,7.49238743693556e-05,3.38362906715177e-05,0.00013886604625987,2.07075855516346e-06,3.86641874536383e-07,5.16911003173569e-06,0.0436062162595691,0.0202634883084067,0.0595747869811425,0.0159345070677941,0.00525016764128686,0.027200198082196,0.00413155374725471,0.00028824546024855,0.0115420956546736,0.00106772311522349,0.00016452862336391,0.0026208092184457
"147","IMP",43,7.32798003531875e-05,3.33112641155912e-05,0.000134179275842951,2021-04-21,1.36498297800728e-06,1.89701667754855e-07,3.66654265196067e-06,4.25985978614317e-05,1.84872006163329e-05,8.03737829833772e-05,9.51992220058171e-07,1.5960557358022e-07,2.479662078196e-06,0.0300508241245303,0.0120692073707207,0.0419696291761633,0.0117107592015968,0.00389954013933063,0.0196297317261412,0.00268924576118716,0.000172002853432643,0.0074395809049618,0.000665082642634554,9.61511363310129e-05,0.00164350266398849
"148","IMP",44,4.20037969516673e-05,1.85493088523716e-05,7.88118414731705e-05,2021-04-28,6.29659653816621e-07,7.88155692154844e-08,1.75239135770279e-06,2.34802114666989e-05,9.67966049553207e-06,4.50659243590927e-05,4.24993860662654e-07,6.37556690463529e-08,1.15689064822053e-06,0.0200378856915002,0.00662140349380847,0.0289980003770939,0.00830247979802715,0.00280231506631766,0.0136435114497733,0.00168644533316867,9.91889918690477e-05,0.00477658840668735,0.000399394996293625,5.43249836355392e-05,0.000990947189667906
"149","IMP",45,2.33263692122511e-05,9.99076231064364e-06,4.50075649310536e-05,2021-05-05,2.81939579012669e-07,3.17413179125735e-08,8.14206538888827e-07,1.25396706322132e-05,4.88625855743801e-06,2.44885468244688e-05,1.8415645907848e-07,2.4633379264717e-08,5.24209727454639e-07,0.0129266577558574,0.00351879175894122,0.0193579234721306,0.00567579696158814,0.00194506176398536,0.00907249167781798,0.00101841958222417,5.52464053551554e-05,0.00294513815346691,0.000231099477539531,2.98434422219489e-05,0.000574114840842639
"150","IMP",46,1.25489216818849e-05,5.10735365821522e-06,2.48207755718079e-05,2021-05-12,1.22536694842653e-07,1.2401019144823e-08,3.68287192929307e-07,6.48774329703087e-06,2.38378362203981e-06,1.30076050635767e-05,7.74513792568054e-08,9.21436445456019e-09,2.30568650626335e-07,0.00806951600354071,0.00184215010293099,0.0126082214019225,0.00374164364789513,0.00129323873638066,0.0058486473812632,0.000592216407333637,2.97168776778942e-05,0.00168486944883529,0.000128834023831375,1.58601354460735e-05,0.000319559004093389
"151","IMP",47,6.5421822857476e-06,2.54905183059809e-06,1.31519307334992e-05,2021-05-19,5.17141758252902e-08,4.70152842561227e-09,1.61717956574424e-07,3.25286540340676e-06,1.13527352570996e-06,6.75162844319514e-06,3.1629388125884e-08,3.33492307812776e-09,9.84742628145047e-08,0.00487736845610477,0.000943315218725523,0.008033589177453,0.00237979711174173,0.000830189498815429,0.00356327891875434,0.000331787107253612,1.54413518065927e-05,0.000926317946890043,6.9228225940063e-05,8.15563833666089e-06,0.00017098958829257
"152","IMP",48,3.30784758640697e-06,1.23301736993263e-06,6.80241884949912e-06,2021-05-26,2.12103541818152e-08,1.73048777824286e-09,6.91641528801953e-08,1.58179525138609e-06,5.20589029321283e-07,3.40237180241102e-06,1.25521037687351e-08,1.17010406776216e-09,4.08680117423421e-08,0.00285709708169173,0.00047181536698116,0.00496981305517501,0.0014618028822844,0.000514938154436158,0.00216491820702416,0.000179269870745794,7.70566340281773e-06,0.000513596085569059,3.58910737609522e-05,4.06079405596131e-06,8.80490124492695e-05
"153","IMP",49,1.62415967665482e-06,5.78759098170765e-07,3.45707791663958e-06,2021-06-02,8.46502637879048e-09,6.19730815282824e-10,2.87473519141927e-08,7.46963333736282e-07,2.30990009229888e-07,1.66642273997202e-06,4.84715404504934e-09,3.99470910030641e-10,1.64995404384142e-08,0.00162430456844134,0.0002293512792987,0.00295598451844628,0.000868467059177969,0.000309012826771084,0.00127683929495142,9.35547967251299e-05,3.70612267179433e-06,0.000274926433068036,1.7978581241944e-05,1.96028668071803e-06,4.36985095936706e-05
"154","IMP",50,7.75757318042814e-07,2.65929211688548e-07,1.71134861769026e-06,2021-06-09,3.29262992014899e-09,2.16028469092611e-10,1.16388379594398e-08,3.43133807534296e-07,9.94762615993413e-08,7.94511724803456e-07,1.8241435118146e-09,1.3154755568395e-10,6.48964180870252e-09,0.000897870139238074,0.000107400324456367,0.00169689258266858,0.000500001692375833,0.000179723633051374,0.000729089156094488,4.72465823234539e-05,1.72625612070502e-06,0.000141031370067571,8.71789283594437e-06,9.19015843165108e-07,2.12381104548788e-05
"155","IMP",51,3.61203345232027e-07,1.1732686645299e-07,8.2421156803252e-07,2021-06-16,1.25059297364036e-09,7.02186679406998e-11,4.60017932324252e-09,1.53666264872005e-07,4.16731685635894e-08,3.69476951655468e-07,6.70313786522465e-10,4.29048589154737e-11,2.49180252345106e-09,0.000483665584204494,4.87371726757413e-05,0.00096382012670247,0.00027963422920073,0.0001030983615113,0.000413488759621254,2.31453839346739e-05,7.80593038796511e-07,6.93609939133844e-05,4.10185356119554e-06,4.19224455953073e-07,1.00977595827476e-05
"156","IMP",52,1.64354581183536e-07,4.99881464703776e-08,3.86515754345591e-07,2021-06-23,4.64845925744535e-10,2.50317520396148e-11,1.78145235287923e-09,6.72551222457432e-08,1.70210272177525e-08,1.67998156427514e-07,2.41046827788052e-10,1.32487812286098e-11,9.35555341867351e-10,0.000254569093603343,2.16095851277372e-05,0.000554418824010215,0.000152342577498018,5.87416241751251e-05,0.000226835168956661,1.1029996140583e-05,3.43434701223799e-07,3.33031685565475e-05,1.87789244505416e-06,1.86482399757115e-07,4.66902657026376e-06
"157","NEU3",1,0.304771,0.001736,0.889471,2020-07-01,0.305073,0.0018,0.89367,0.128289,0.00045,0.482745,0.150042,0.016694,0.502644,0.303598,0.001166,0.871363,0.305609,0.001465,0.889131,0.129588,0.000415,0.478715,0.13036,0.000431,0.484221
"158","NEU3",2,0.298829,0.002338,0.75528,2020-07-08,0.298906,0.002314,0.755872,0.124722,0.000546,0.428501,0.151323,0.021072,0.448151,0.300954,0.001538,0.766801,0.299266,0.001979,0.756321,0.12632,0.00049,0.426038,0.126535,0.000489,0.429013
"159","NEU3",3,0.290354,0.00299,0.654891,2020-07-15,0.290295,0.00293,0.653797,0.120182,0.000626,0.377381,0.151972,0.026155,0.39224,0.293807,0.002047,0.666463,0.290469,0.002757,0.653181,0.121807,0.000582,0.379328,0.121722,0.000575,0.379568
"160","NEU3",4,0.281976,0.003725,0.579341,2020-07-22,0.281815,0.003866,0.578845,0.115549,0.000725,0.330668,0.152546,0.031937,0.3525,0.285558,0.00279,0.587104,0.281787,0.003529,0.57702,0.11705,0.000687,0.334259,0.116807,0.000678,0.330058
"161","NEU3",5,0.275382,0.004842,0.522284,2020-07-29,0.275147,0.005103,0.520372,0.111474,0.000854,0.292642,0.153454,0.039274,0.320798,0.278515,0.003595,0.526285,0.274945,0.004791,0.522486,0.112795,0.000811,0.296065,0.112495,0.000782,0.29306
"162","NEU3",6,0.271699,0.006176,0.485256,2020-08-05,0.271422,0.006826,0.483506,0.108411,0.001042,0.26671,0.155063,0.0486,0.294155,0.274176,0.004854,0.485335,0.271035,0.006504,0.484784,0.109538,0.000989,0.267692,0.109237,0.000925,0.266824
"163","NEU3",7,0.27176,0.008118,0.460782,2020-08-12,0.271432,0.009209,0.457874,0.106734,0.001262,0.24757,0.157739,0.059862,0.278791,0.273574,0.0066,0.461689,0.270902,0.008623,0.458377,0.107695,0.001189,0.249158,0.10738,0.001118,0.249059
"164","NEU3",8,0.276177,0.011444,0.45078,2020-08-19,0.27582,0.012335,0.450988,0.106741,0.001524,0.233478,0.161856,0.07356,0.270032,0.277413,0.009156,0.451189,0.275163,0.011825,0.448934,0.107544,0.001503,0.234523,0.107225,0.001357,0.233156
"165","NEU3",9,0.362251,0.02174,0.575157,2020-08-26,0.361777,0.021919,0.575309,0.137356,0.002386,0.285066,0.211379,0.111696,0.341684,0.350525,0.017043,0.561968,0.360795,0.021544,0.571785,0.136909,0.002378,0.28445,0.109049,0.001666,0.226176
"166","NEU3",10,0.527791,0.043127,0.827406,2020-09-02,0.526992,0.044008,0.82662,0.197627,0.004234,0.39761,0.303249,0.176677,0.494333,0.484256,0.034453,0.759291,0.52549,0.04306,0.82599,0.195396,0.004084,0.396182,0.113213,0.002125,0.228397
"167","NEU3",11,0.824607,0.094252,1.267031,2020-09-09,0.823211,0.097796,1.27495,0.312256,0.008436,0.595769,0.470966,0.287287,0.780981,0.645509,0.075401,0.963906,0.82089,0.093061,1.272638,0.305987,0.00811,0.588908,0.120199,0.002718,0.232904
"168","NEU3",12,1.244943,0.20457,1.904808,2020-09-16,1.242408,0.223847,1.918798,0.50034,0.01775,0.908886,0.730218,0.456743,1.216664,0.772762,0.158794,1.156549,1.239309,0.202584,1.90878,0.471614,0.016745,0.827449,0.130636,0.00351,0.243633
"169","NEU3",13,1.708908,0.434211,2.653115,2020-09-23,1.704878,0.446256,2.665086,0.783326,0.036731,1.358575,1.085722,0.667176,1.768892,0.853512,0.183956,1.369571,1.701496,0.430987,2.658993,0.652186,0.034626,1.001251,0.145409,0.004845,0.265845
"170","NEU3",14,2.049484,0.522402,3.196363,2020-09-30,2.044238,0.506268,3.211922,1.163561,0.076938,1.874508,1.499855,0.874773,2.260877,0.893278,0.166993,1.550746,2.041701,0.520724,3.200404,0.797979,0.071349,1.105329,0.165633,0.006832,0.301096
"171","NEU3",15,1.979382,0.490528,3.26932,2020-10-07,1.974304,0.482582,3.267788,1.474535,0.14357,2.201783,1.739219,0.954365,2.389197,0.888609,0.144007,1.719035,1.973837,0.482094,3.267442,0.882398,0.132095,1.239173,0.19279,0.009972,0.347016
"172","NEU3",16,1.77387,0.461679,3.439649,2020-10-14,1.769067,0.438928,3.479705,1.811852,0.284174,2.650426,1.924315,0.997774,2.469285,0.843993,0.12148,1.841768,1.77156,0.44347,3.453586,0.933548,0.255676,1.3535,0.228649,0.014481,0.409361
"173","NEU3",17,1.44817,0.423465,3.533521,2020-10-21,1.442613,0.406106,3.585244,2.025313,0.579069,2.953186,1.922375,0.963806,2.550764,0.765377,0.101558,1.931528,1.448261,0.413389,3.579905,0.950584,0.369103,1.46498,0.275226,0.021417,0.487761
"174","NEU3",18,1.087421,0.38388,3.561369,2020-10-28,1.068494,0.368467,3.488427,2.023646,0.809637,3.131436,1.690284,0.8711,2.395011,0.6631,0.084966,1.956215,1.08822,0.374885,3.555089,0.917863,0.339055,1.531999,0.330287,0.031744,0.591248
"175","NEU3",19,0.740845,0.337822,3.064396,2020-11-04,0.687484,0.308622,2.734893,1.747751,0.732736,3.087946,1.231415,0.675686,1.846253,0.550753,0.07097,1.959382,0.741257,0.330517,3.026485,0.812194,0.271601,1.526604,0.378525,0.045657,0.705632
"176","NEU3",20,0.487752,0.237146,2.105554,2020-11-11,0.40934,0.199043,1.745753,1.395573,0.60285,3.091057,0.792127,0.43295,1.240892,0.440648,0.060473,1.737003,0.487976,0.23681,2.143338,0.660556,0.209313,1.420557,0.410411,0.062427,0.795183
"177","NEU3",21,0.303773,0.12928,1.232876,2020-11-18,0.2253,0.095242,0.921473,0.994374,0.404338,2.846934,0.447939,0.223165,0.72245,0.341708,0.05151,1.372564,0.304069,0.127787,1.221897,0.497413,0.14838,1.24216,0.418952,0.079959,0.825056
"178","NEU3",22,0.182351,0.064434,0.606967,2020-11-25,0.116313,0.04013,0.414842,0.648667,0.231238,2.44219,0.226715,0.101209,0.3726,0.258705,0.044667,0.975517,0.182668,0.063707,0.589624,0.374541,0.106193,1.115751,0.43775,0.099429,0.867134
"179","NEU3",23,0.126308,0.035185,0.314478,2020-12-02,0.06609,0.017766,0.189672,0.461284,0.142857,2.175964,0.120535,0.047385,0.204202,0.193114,0.03999,0.64652,0.126678,0.035228,0.310064,0.322176,0.08659,1.107022,0.530669,0.113306,1.065895
"180","NEU3",24,0.091652,0.019268,0.277127,2020-12-09,0.037563,0.007465,0.090723,0.31855,0.086373,1.673154,0.061721,0.021235,0.114279,0.143502,0.03548,0.415123,0.092105,0.019442,0.275728,0.264256,0.068365,1.019457,0.60499,0.122456,1.19816
"181","NEU3",25,0.058214,0.008878,0.202584,2020-12-16,0.018564,0.0027,0.051966,0.180646,0.044556,0.926034,0.027242,0.00828,0.057597,0.107134,0.031308,0.258067,0.058745,0.008942,0.205768,0.199357,0.0511,0.820308,0.515805,0.103897,1.020384
"182","NEU3",26,0.033427,0.003767,0.132047,2020-12-23,0.008101,0.000841,0.025907,0.088291,0.020562,0.423498,0.010567,0.002849,0.025941,0.081037,0.027599,0.155886,0.034038,0.003729,0.133752,0.138425,0.036576,0.571922,0.356647,0.069088,0.729645
"183","NEU3",27,0.019933,0.001581,0.089894,2020-12-30,0.0035,0.000261,0.012296,0.043508,0.00933,0.192905,0.004019,0.000945,0.011495,0.062431,0.024231,0.099648,0.020661,0.00157,0.090847,0.089126,0.02448,0.358997,0.231936,0.044807,0.49246
"184","NEU3",28,0.014381,0.000762,0.074193,2021-01-06,0.001648,8.1e-05,0.006119,0.025155,0.00486,0.09604,0.001635,0.000334,0.005485,0.049123,0.02196,0.08415,0.015485,0.000755,0.075032,0.053616,0.015942,0.203983,0.162991,0.030892,0.368831
"185","NEU3",29,0.011586,0.000381,0.066741,2021-01-13,0.000811,2.3e-05,0.003058,0.016157,0.002628,0.055481,0.000689,0.000121,0.00266,0.039439,0.018546,0.076952,0.013141,0.000375,0.067135,0.03031,0.009522,0.105473,0.115585,0.020841,0.287657
"186","NEU3",30,0.010067,0.000196,0.064172,2021-01-20,0.000401,6e-06,0.001574,0.010976,0.001452,0.042313,0.000292,4.4e-05,0.001269,0.032199,0.01315,0.071784,0.011821,0.000195,0.064228,0.016164,0.005225,0.051268,0.080332,0.013667,0.225159
"187","NEU3",31,0.008954,9.9e-05,0.061571,2021-01-27,0.000194,1e-06,0.000756,0.00745,0.000799,0.034323,0.000123,1.5e-05,0.000574,0.026605,0.008707,0.067042,0.010402,9.5e-05,0.061802,0.008156,0.002659,0.02361,0.052947,0.008442,0.167574
"188","NEU3",32,0.007985,4.8e-05,0.05784,2021-02-03,9e-05,0,0.000354,0.004989,0.000437,0.026587,5.2e-05,5e-06,0.000244,0.022141,0.005513,0.062174,0.008898,4.8e-05,0.059036,0.003902,0.001278,0.010446,0.032781,0.004883,0.120745
"189","NEU3",33,0.006623,2.2e-05,0.050341,2021-02-10,3.9e-05,0,0.000146,0.003158,0.000217,0.019591,2.2e-05,1e-06,9.7e-05,0.018454,0.003376,0.057142,0.007093,2.1e-05,0.051256,0.001775,0.000576,0.004394,0.018262,0.002498,0.076968
"190","NEU3",34,0.005728,9e-06,0.046077,2021-02-17,1.7e-05,0,5.8e-05,0.002119,0.00011,0.01513,1.1e-05,0,4.4e-05,0.015339,0.002019,0.051616,0.005976,9e-06,0.047122,0.000773,0.000236,0.001652,0.009903,0.001234,0.04762
"191","NEU3",35,0.004952,3e-06,0.042118,2021-02-24,7e-06,0,2.2e-05,0.001468,5.5e-05,0.011672,6e-06,0,2.6e-05,0.012662,0.001178,0.045993,0.005107,3e-06,0.042525,0.000324,8.9e-05,0.000642,0.005116,0.000566,0.027799
"192","NEU3",36,0.004219,1e-06,0.037818,2021-03-03,3e-06,0,8e-06,0.001032,2.5e-05,0.008812,4e-06,0,1.7e-05,0.010337,0.000694,0.040286,0.004329,1e-06,0.03788,0.000131,2.8e-05,0.000263,0.002494,0.000241,0.014897
"193","NEU3",37,0.003526,0,0.032461,2021-03-10,1e-06,0,3e-06,0.00073,1.2e-05,0.006581,2e-06,0,1.2e-05,0.008319,0.000387,0.034645,0.003614,0,0.033294,5.2e-05,7e-06,9.4e-05,0.001153,9.5e-05,0.007633
"194","NEU3",38,0.002886,0,0.027296,2021-03-17,0,0,1e-06,0.000518,5e-06,0.004887,2e-06,0,9e-06,0.006585,0.000213,0.028912,0.002959,0,0.028227,2e-05,1e-06,3.4e-05,0.000509,3.5e-05,0.003826
"195","NEU3",39,0.002311,0,0.022348,2021-03-24,0,0,0,0.000365,1e-06,0.003571,1e-06,0,7e-06,0.005115,0.000115,0.023633,0.002367,0,0.023354,8e-06,0,1.2e-05,0.000214,1.1e-05,0.001763
"196","NEU3",40,0.001806,0,0.018081,2021-03-31,0,0,0,0.000254,0,0.002523,1e-06,0,4e-06,0.00389,6.1e-05,0.018775,0.001851,0,0.018914,3e-06,0,5e-06,8.6e-05,2e-06,0.000775
"197","NEU3",41,0.001378,0,0.013794,2021-04-07,0,0,0,0.000175,0,0.001715,0,0,3e-06,0.002892,3.1e-05,0.014484,0.001415,0,0.014474,1e-06,0,2e-06,3.3e-05,0,0.000312
"198","NEU3",42,0.001027,0,0.010578,2021-04-14,0,0,0,0.000118,0,0.001182,0,0,2e-06,0.002103,1.6e-05,0.010851,0.001056,0,0.010839,0,0,1e-06,1.2e-05,0,0.000114
"199","NEU3",43,0.000747,0,0.00784,2021-04-21,0,0,0,7.9e-05,0,8e-04,0,0,2e-06,0.001492,7e-06,0.007885,0.00077,0,0.008081,0,0,0,4e-06,0,3.9e-05
"200","NEU3",44,0.000532,0,0.005582,2021-04-28,0,0,0,5.2e-05,0,0.000502,0,0,1e-06,0.001034,2e-06,0.005563,0.000549,0,0.005563,0,0,0,1e-06,0,1.3e-05
"201","NEU3",45,0.000371,0,0.003886,2021-05-05,0,0,0,3.3e-05,0,0.000334,0,0,1e-06,0.000701,1e-06,0.003828,0.000382,0,0.003877,0,0,0,0,0,4e-06
"202","NEU3",46,0.000253,0,0.002614,2021-05-12,0,0,0,2.1e-05,0,0.000209,0,0,1e-06,0.000465,0,0.002574,0.000261,0,0.002586,0,0,0,0,0,2e-06
"203","NEU3",47,0.00017,0,0.001705,2021-05-19,0,0,0,1.3e-05,0,0.000133,0,0,0,0.000303,0,0.001661,0.000175,0,0.001775,0,0,0,0,0,0
"204","NEU3",48,0.000112,0,0.001146,2021-05-26,0,0,0,8e-06,0,8.4e-05,0,0,0,0.000193,0,0.001073,0.000115,0,0.001193,0,0,0,0,0,0
"205","NEU3",49,7.3e-05,0,0.000741,2021-06-02,0,0,0,5e-06,0,5.1e-05,0,0,0,0.000121,0,0.000672,7.5e-05,0,0.000774,0,0,0,0,0,0
"206","NEU3",50,4.7e-05,0,0.000503,2021-06-09,0,0,0,3e-06,0,3.1e-05,0,0,0,7.5e-05,0,0.00041,4.8e-05,0,0.000502,0,0,0,0,0,0
"207","NEU3",51,3e-05,0,0.00033,2021-06-16,0,0,0,2e-06,0,1.9e-05,0,0,0,4.6e-05,0,0.00026,3.1e-05,0,0.000336,0,0,0,0,0,0
"208","NEU3",52,1.9e-05,0,0.000214,2021-06-23,0,0,0,1e-06,0,1e-05,0,0,0,2.8e-05,0,0.000161,2e-05,0,0.000211,0,0,0,0,0,0
"209","UTA",1,0,0,0,2020-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210","UTA",2,0,0,0,2020-07-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211","UTA",3,0,0,0,2020-07-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"212","UTA",4,0,0,0,2020-07-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"213","UTA",5,0,0,0,2020-07-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"214","UTA",6,0,0,0,2020-08-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"215","UTA",7,0,0,0,2020-08-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"216","UTA",8,0,0,0,2020-08-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"217","UTA",9,0,0,0,2020-08-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"218","UTA",10,0,0,0,2020-09-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"219","UTA",11,0.352613763956481,0.0675373555234328,0.683355113258435,2020-09-09,0.353561652239171,0.100260089191788,0.666130793268394,0.351669180259873,0.0643734363777838,0.670635849951726,0.349758958105354,0.0761342471325013,0.701074033761443,0.35878176873316,0.0793335457776794,0.701623491278935,0.353549084076384,0.0734587131804111,0.677306000360423,0.358940115032268,0.0816393486091438,0.699684431880986,0.362037452846596,0.127282979688527,0.763576148064226
"220","UTA",12,0.717767379150025,0.125921968674915,1.4803499219104,2020-09-16,0.709494499295587,0.178793904463553,1.37686481423191,0.672666928584355,0.108397706530624,1.3793103854267,0.66123270267149,0.178939236227384,1.35111472828449,0.620820860312539,0.179942011380241,0.999662734995728,0.464417109570847,0.091698381436005,0.897186243354337,0.595854185424176,0.189733006854752,0.910733624921798,0.456361429925666,0.136929527036541,1.01922751063492
"221","UTA",13,1.21544611387767,0.212189084672021,2.50834561833778,2020-09-23,1.17724788067839,0.308142420570315,2.26162237201607,1.052608036857,0.162678450127531,2.20607482339287,1.02749340200331,0.279666226943302,2.12233020558046,0.713325904904022,0.292022193358383,1.1416173987798,0.504703359655337,0.0849430754019315,0.992806007301055,0.636874535960404,0.317818373304273,0.964297450098772,0.461999560643441,0.123169951370348,1.02491408795182
