"","team","week","sm.mean","sm.perc2p5","sm.perc97p5","Date"
"1","COL",1,8.9e-05,7.6e-05,0.000108,2020-07-01
"2","COL",2,0.000198,0.000135,0.000295,2020-07-08
"3","COL",3,0.000426,0.000243,0.00075,2020-07-15
"4","COL",4,0.000966,0.00044,0.002004,2020-07-22
"5","COL",5,0.002222,0.000858,0.005347,2020-07-29
"6","COL",6,0.005705,0.001845,0.015633,2020-08-05
"7","COL",7,0.018258,0.004776,0.060714,2020-08-12
"8","COL",8,0.077854,0.016099,0.302582,2020-08-19
"9","COL",9,0.397239,0.064113,1.677439,2020-08-26
"10","COL",10,1.665658,0.289164,5.570574,2020-09-02
"11","COL",11,3.789967,1.155656,6.768914,2020-09-09
"12","COL",12,5.204512,3.202181,6.668977,2020-09-16
"13","COL",13,5.331059,4.122531,6.382833,2020-09-23
"14","COL",14,5.213917,3.918611,6.416677,2020-09-30
"15","COL",15,5.046253,3.80563,6.083317,2020-10-07
"16","COL",16,4.700001,3.887249,5.475585,2020-10-14
"17","COL",17,4.206734,3.098403,4.787576,2020-10-21
"18","COL",18,3.254183,1.727512,3.910521,2020-10-28
"19","COL",19,2.376504,0.859026,3.1859,2020-11-04
"20","COL",20,1.630299,0.426691,2.573282,2020-11-11
"21","COL",21,1.054803,0.206568,2.009747,2020-11-18
"22","COL",22,0.62889,0.095946,1.372542,2020-11-25
"23","COL",23,0.360411,0.04423,0.899755,2020-12-02
"24","COL",24,0.199816,0.020196,0.557063,2020-12-09
"25","COL",25,0.106607,0.00893,0.3277,2020-12-16
"26","COL",26,0.056737,0.003945,0.188292,2020-12-23
"27","COL",27,0.029517,0.001698,0.10537,2020-12-30
"28","COL",28,0.015346,0.000704,0.05871,2021-01-06
"29","COL",29,0.00777,0.000279,0.031752,2021-01-13
"30","COL",30,0.003865,0.000102,0.016762,2021-01-20
"31","COL",31,0.001888,4.3e-05,0.008712,2021-01-27
"32","COL",32,0.000911,7e-06,0.004472,2021-02-03
"33","COL",33,0.00043,1e-06,0.002261,2021-02-10
"34","COL",34,0.000199,0,0.001101,2021-02-17
"35","COL",35,8.9e-05,0,0.00054,2021-02-24
"36","COL",36,3.8e-05,0,0.000243,2021-03-03
"37","COL",37,1.5e-05,0,0.000114,2021-03-10
"38","COL",38,5e-06,0,5.4e-05,2021-03-17
"39","COL",39,2e-06,0,1.7e-05,2021-03-24
"40","COL",40,0,0,5e-06,2021-03-31
"41","COL",41,0,0,1e-06,2021-04-07
"42","COL",42,0,0,0,2021-04-14
"43","COL",43,0,0,0,2021-04-21
"44","COL",44,0,0,0,2021-04-28
"45","COL",45,0,0,0,2021-05-05
"46","COL",46,0,0,0,2021-05-12
"47","COL",47,0,0,0,2021-05-19
"48","COL",48,0,0,0,2021-05-26
"49","COL",49,0,0,0,2021-06-02
"50","COL",50,0,0,0,2021-06-09
"51","COL",51,0,0,0,2021-06-16
"52","COL",52,0,0,0,2021-06-23
"261","COL2",1,5.92147204524392e-05,5.22253068723239e-05,6.69556476671211e-05,2020-07-01
"262","COL2",2,0.000212481919983352,0.000167185518512108,0.000269565411844124,2020-07-08
"263","COL2",3,0.000801159959866578,0.000555645849453571,0.00114729378933084,2020-07-15
"264","COL2",4,0.00320109214590964,0.00194071717853254,0.00515121929332431,2020-07-22
"265","COL2",5,0.0135557860716766,0.00714876147363303,0.0244211807136571,2020-07-29
"266","COL2",6,0.0588784577908069,0.0268747410470704,0.118061944870692,2020-08-05
"267","COL2",7,0.267667086353552,0.105318102809268,0.589445647097825,2020-08-12
"268","COL2",8,1.19419075935506,0.420360805835747,2.7421462146629,2020-08-19
"269","COL2",9,4.34062759014635,1.61385063936777,8.73969091236045,2020-08-26
"270","COL2",10,9.60790880948691,5.24671568155357,12.7704251350043,2020-09-02
"271","COL2",11,10.6731300213852,8.43628944570297,11.888178325455,2020-09-09
"272","COL2",12,6.96212567275971,3.81183025200948,9.96807399136511,2020-09-16
"273","COL2",13,3.42074058745537,1.5285469721935,5.94351750248684,2020-09-23
"274","COL2",14,1.50595453509535,0.593936619583147,2.91265657735612,2020-09-30
"275","COL2",15,0.639540617050156,0.230198416323265,1.31587568826447,2020-10-07
"276","COL2",16,0.265848781157601,0.0885317005440909,0.570359654198385,2020-10-14
"277","COL2",17,0.112319945954358,0.0348630888306787,0.249302713655909,2020-10-21
"278","COL2",18,0.0464189163735625,0.0134832894162767,0.106139663428716,2020-10-28
"279","COL2",19,0.0193068096977674,0.0052507073208696,0.0453852619395477,2020-11-04
"280","COL2",20,0.00813555043045321,0.00207490247670352,0.0196829982214339,2020-11-11
"281","COL2",21,0.00348298398204774,0.000834935643406152,0.00866358271141715,2020-11-18
"282","COL2",22,0.00149489669498891,0.000337956077150331,0.00381736673610193,2020-11-25
"283","COL2",23,0.000639596669256182,0.000137413252350788,0.00167344870859471,2020-12-02
"284","COL2",24,0.000275463679144101,5.72807972734221e-05,0.000736019604500652,2020-12-09
"285","COL2",25,0.000119388985065569,2.50748313342006e-05,0.000323485459933501,2020-12-16
"286","COL2",26,5.28554326304926e-05,1.21826832451143e-05,0.000143256571166279,2020-12-23
"287","COL2",27,2.45221524260659e-05,7.02941486745599e-06,6.45223620888761e-05,2020-12-30
"288","COL2",28,1.24199292097494e-05,4.95679370418545e-06,3.00066741355008e-05,2021-01-06
"289","COL2",29,7.27221510959074e-06,4.10743586852726e-06,1.49516179797101e-05,2021-01-13
"290","COL2",30,5.09737901242123e-06,3.76111647453169e-06,8.43886556860765e-06,2021-01-20
"291","COL2",31,4.15405034405702e-06,3.59887114771453e-06,5.57971170634845e-06,2021-01-27
"292","COL2",32,3.76463594429156e-06,3.51673195423953e-06,4.38154165658744e-06,2021-02-03
"293","COL2",33,3.58057404091289e-06,3.46136328975569e-06,3.84417688396655e-06,2021-02-10
"294","COL2",34,3.48642210185546e-06,3.40647895162904e-06,3.60085572631616e-06,2021-02-17
"295","COL2",35,3.44832532278551e-06,3.38365420354466e-06,3.51503717234956e-06,2021-02-24
"296","COL2",36,3.41020607171491e-06,3.34847122397151e-06,3.46745072824237e-06,2021-03-03
"297","COL2",37,3.38726773370135e-06,3.32459576485552e-06,3.4460039597176e-06,2021-03-10
