"","scenario","team","agegroup","cml","lower","upper"
"1","RL01_","COL","0-4 years",67.844151,55.449712,82.498663
"2","RL01_","COL","5-17 years",29.65527,24.656912,36.386057
"3","RL01_","COL","18-49 years",143.135605,121.057271,165.483301
"4","RL01_","COL","50-64 years",184.914751,157.972719,215.830107
"5","RL01_","COL","65+ years",392.039048,319.550391,484.358484
"6","RL01_","NEU","0-4 years",132.353463,122.430375,161.494455
"7","RL01_","NEU","5-17 years",72.448133,67.176531,87.025834
"8","RL01_","NEU","18-49 years",127.666713,118.927438,153.187022
"9","RL01_","NEU","50-64 years",229.207784,213.691018,275.54783
"10","RL01_","NEU","65+ years",1006.66026,932.462174,1234.913153
"11","RL01_","UTA","0-4 years",136.084072103212,90.7992937706908,167.100692261873
"12","RL01_","UTA","5-17 years",49.7552766728426,34.4988146920539,63.0178494267796
"13","RL01_","UTA","18-49 years",108.918807989456,65.6935275749871,143.890159962327
"14","RL01_","UTA","50-64 years",114.82147974854,69.2507691929481,151.603863486681
"15","RL01_","UTA","65+ years",62.1420046908165,31.9606890262601,92.7652269803287
"16","RL01_","UVA","0-4 years",134.565292822747,82.2209219905769,175.698552210492
"17","RL01_","UVA","5-17 years",114.165605227415,89.8752782675047,126.802160377986
"18","RL01_","UVA","18-49 years",130.006834184588,80.4301834447629,168.153087001631
"19","RL01_","UVA","50-64 years",195.026258698658,117.087307824538,257.048365602744
"20","RL01_","UVA","65+ years",93.9143197816899,50.8633726233995,132.555538216615
"21","RL01_","IMP","0-4 years",468.909977396911,414.367763476951,535.234636820394
"22","RL01_","IMP","5-17 years",264.426798758888,235.632967228932,298.995984735091
"23","RL01_","IMP","18-49 years",268.366164348647,245.154980822362,296.816493507348
"24","RL01_","IMP","50-64 years",230.515566135959,204.924706006456,259.33671016163
"25","RL01_","IMP","65+ years",346.356168367236,303.1123225483,392.999423207881
"26","RL01_","COL2","0-4 years",166.191135714385,146.999465453884,182.561017084163
"27","RL01_","COL2","5-17 years",75.5491378304973,67.8020351069171,82.6403275484474
"28","RL01_","COL2","18-49 years",104.63250853217,84.9751613122646,123.72453597882
"29","RL01_","COL2","50-64 years",109.203233030004,83.4640095074094,138.17807191681
"30","RL01_","COL2","65+ years",290.352844749919,213.505413835497,381.919776827061
"31","RL01_","NEU2","0-4 years",84.183593,77.871999,102.718758
"32","RL01_","NEU2","5-17 years",119.398073,110.710215,143.422839
"33","RL01_","NEU2","18-49 years",103.208118,96.143128,123.839206
"34","RL01_","NEU2","50-64 years",94.361477,87.973453,113.438993
"35","RL01_","NEU2","65+ years",50.774406,47.031968,62.287133
"36","RL01_","NEU3","0-4 years",129.546196,115.735875,162.166471
"37","RL01_","NEU3","5-17 years",62.644575,55.65774,77.0498
"38","RL01_","NEU3","18-49 years",102.174608,91.93586,126.028452
"39","RL01_","NEU3","50-64 years",189.291196,171.353512,233.652082
"40","RL01_","NEU3","65+ years",629.592728,568.579061,790.950383
