"","scenario","team","agegroup","cml","lower","upper"
"62","HP13_","UVA","5-17 years",140.207427679369,134.107660186553,144.265623474875
"63","HP13_","UVA","18-49 years",159.925231687878,136.860259543189,179.372087152809
"64","HP13_","UVA","50-64 years",241.7049386907,204.650464419257,273.361002022405
"65","HP13_","UVA","65+ years",143.240609597035,116.093119153045,167.802233565505
"66","HP13_","UVA","0-4 years",163.994057326458,139.695802969758,184.36939723796
"67","HP13_","UVA","5-17 years",137.272946214456,130.034527349468,142.140639243083
"68","HP13_","UVA","18-49 years",157.348030452648,133.611305406083,177.239856515857
"69","HP13_","UVA","50-64 years",225.795672650603,189.275129361751,256.943749505216
"70","HP13_","UVA","65+ years",118.947095737421,95.2082653222892,140.46411632301
"71","HP13_","UVA","0-4 years",176.541113843503,151.608767233404,197.242513624127
"72","HP13_","UVA","5-17 years",138.31931482329,131.398819428113,142.935487302078
"73","HP13_","UVA","18-49 years",175.839427546347,151.633476123776,195.75988868376
"74","HP13_","UVA","50-64 years",245.117128933256,207.971537340786,276.441264845962
"75","HP13_","UVA","65+ years",137.350593400649,111.384465981488,160.599769353288
"76","HP13_","UVA","0-4 years",184.320993034927,158.348607178414,205.722467506146
"77","HP13_","UVA","5-17 years",135.240740623571,127.588418680439,140.457118939625
"78","HP13_","UVA","18-49 years",157.42900472534,133.61718030124,177.287007038787
"79","HP13_","UVA","50-64 years",221.846468318711,185.224062528859,253.004910240624
"80","HP13_","UVA","65+ years",162.285124460748,130.320575201761,190.727947615554
"81","HP13_","UVA","0-4 years",183.51952860012,158.629635616428,204.274613137293
"82","HP13_","UVA","5-17 years",139.813325359156,133.633753477446,143.940101221156
"83","HP13_","UVA","18-49 years",160.814393685904,137.160943466315,180.735512429533
"84","HP13_","UVA","50-64 years",226.374466846921,190.079078924914,257.576729804163
"85","HP13_","UVA","65+ years",115.021985225429,92.3515927328832,135.713548231073
"86","HP13_","UVA","0-4 years",178.722379799797,153.439500209636,199.642522077321
"87","HP13_","UVA","5-17 years",137.828587903169,130.723636829234,142.565784582629
"88","HP13_","UVA","18-49 years",189.183034382494,164.7857447211,208.950094184676
"89","HP13_","UVA","50-64 years",265.171829622271,226.958026205572,296.953508111847
"90","HP13_","UVA","65+ years",145.525886765305,118.53826143258,169.514709958994
"91","HP13_","UVA","0-4 years",110.748295202297,93.5189292551883,125.783330660627
"92","HP13_","UVA","5-17 years",140.559332061824,134.613316676749,144.511777158539
"93","HP13_","UVA","18-49 years",159.367178243901,136.498927519768,178.682989858486
"94","HP13_","UVA","50-64 years",244.653876887914,207.545678731233,276.359716313373
"95","HP13_","UVA","65+ years",147.886170232518,120.098488103505,173.036481882215
"96","HP13_","UVA","0-4 years",179.526827801384,153.947588604417,200.746042220577
"97","HP13_","UVA","5-17 years",138.109655008642,131.08201831927,142.79503139757
"98","HP13_","UVA","18-49 years",170.903806808874,146.345080367266,191.183694244314
"99","HP13_","UVA","50-64 years",251.984690888487,213.243823175487,284.535155749415
"100","HP13_","UVA","65+ years",145.433793773431,117.436018949675,170.481791779032
"101","HP13_","UVA","0-4 years",174.933538783899,149.179364167379,196.293262238416
"102","HP13_","UVA","5-17 years",138.43609579953,131.210483338503,143.194106111875
"103","HP13_","UVA","18-49 years",179.94156812819,154.295286979212,200.897855029731
"104","HP13_","UVA","50-64 years",282.492528445447,240.015621333078,317.6274005202
"105","HP13_","UVA","65+ years",168.543949941249,136.363132631241,197.114745418519
"106","HP13_","UVA","0-4 years",182.855225810492,157.920763918753,203.522584754608
"107","HP13_","UVA","5-17 years",140.623730309311,134.468224848533,144.6652278978
"108","HP13_","UVA","18-49 years",191.871559706089,167.03675442874,212.013575122513
"109","HP13_","UVA","50-64 years",285.621228384643,245.695096067229,318.654323545525
"110","HP13_","UVA","65+ years",162.046196059518,132.578956612984,188.197746312723
"111","HP13_","UVA","0-4 years",184.991388715316,159.445840998657,206.159806191729
"112","HP13_","UVA","5-17 years",139.324472235743,132.734357782246,143.699117631006
"113","HP13_","UVA","18-49 years",173.539555590671,149.020475680527,193.81946525038
"114","HP13_","UVA","50-64 years",248.286699973662,210.232858004989,280.420555308252
"115","HP13_","UVA","65+ years",128.235780765725,103.600799069232,150.422940945401
"116","HP13_","UVA","0-4 years",195.78348274481,170.840033177719,216.247409649457
"117","HP13_","UVA","5-17 years",141.259722984313,135.46799191651,145.054586784907
"118","HP13_","UVA","18-49 years",197.721158553868,173.85248138629,217.018556187121
"119","HP13_","UVA","50-64 years",292.832812215178,254.274537524563,324.655339469156
"120","HP13_","UVA","65+ years",177.905413333269,147.162697515209,205.037763033637
"121","HP13_","UVA","0-4 years",189.266337142931,162.132793925784,211.495665131826
"122","HP13_","UVA","5-17 years",137.614898948209,130.030097692849,142.63326160268
"123","HP13_","UVA","18-49 years",171.356828649331,146.047432609379,192.180273568799
"124","HP13_","UVA","50-64 years",263.482659830847,222.35487974036,297.784799401119
"125","HP13_","UVA","65+ years",199.72450331751,161.840694450629,233.111772129352
"126","HP13_","UVA","0-4 years",187.084212384332,161.74123774482,207.974979534488
"127","HP13_","UVA","5-17 years",136.795861588379,129.524026068917,141.714394731776
"128","HP13_","UVA","18-49 years",164.264421591489,141.001277736282,183.574149124645
"129","HP13_","UVA","50-64 years",227.50083613139,192.186508206146,257.444783845316
"130","HP13_","UVA","65+ years",113.626521087565,91.4733753235036,133.63852228204
"131","HP13_","UVA","0-4 years",181.00049949752,156.0040572432,201.659460927344
"132","HP13_","UVA","5-17 years",138.577573858179,131.820161821747,143.084441783956
"133","HP13_","UVA","18-49 years",196.779031121235,172.028957286778,216.709426911827
"134","HP13_","UVA","50-64 years",295.450035825981,255.142931456554,328.536556644986
"135","HP13_","UVA","65+ years",168.767912421012,138.548348641906,195.438414668102
"136","HP13_","UVA","0-4 years",177.300527218367,153.128259381309,197.366565357809
"137","HP13_","UVA","5-17 years",139.6073465172,133.264831420633,143.823103222214
"138","HP13_","UVA","18-49 years",196.961898915543,172.875837220286,216.391920543812
"139","HP13_","UVA","50-64 years",291.878032226794,252.826228515227,324.033893818706
"140","HP13_","UVA","65+ years",159.212225942468,131.04116883019,184.199885693612
"141","HP13_","UVA","0-4 years",181.381514383048,156.288910187277,202.074197499506
"142","HP13_","UVA","5-17 years",137.497189204729,130.465374940552,142.227139863492
"143","HP13_","UVA","18-49 years",202.261455732601,177.83248752815,221.760514695525
"144","HP13_","UVA","50-64 years",297.430519802147,257.679663921261,329.880815064141
"145","HP13_","UVA","65+ years",151.772970338983,124.468098747237,175.840298682756
"146","HP13_","UVA","0-4 years",182.793688345985,157.306131678197,203.714918520387
"147","HP13_","UVA","5-17 years",135.963100852349,128.455495546674,141.037814829985
"148","HP13_","UVA","18-49 years",197.209521654222,172.522175228466,216.989171978034
"149","HP13_","UVA","50-64 years",293.001655319081,252.917496681508,325.816469485847
"150","HP13_","UVA","65+ years",165.376304353259,135.36634725125,191.805340099135
"151","HP13_","UVA","0-4 years",181.277786047175,156.270806702653,202.00853078161
"152","HP13_","UVA","5-17 years",139.151805286413,132.656107839206,143.475819807695
"153","HP13_","UVA","18-49 years",182.005586872821,157.787956091699,201.82140507364
"154","HP13_","UVA","50-64 years",252.699000153106,215.516681798715,283.908319285091
"155","HP13_","UVA","65+ years",146.221349518988,119.074685479103,170.470484999938
"156","HP13_","UVA","0-4 years",184.447595411544,159.005386312249,205.471917232865
"157","HP13_","UVA","5-17 years",138.904425306298,132.174664127762,143.384223103802
"158","HP13_","UVA","18-49 years",177.593468653047,153.358673648254,197.539380210629
"159","HP13_","UVA","50-64 years",252.869689029154,214.979884619994,284.778333632279
"160","HP13_","UVA","65+ years",155.557944577889,126.663679247093,181.328553677376
"161","HP13_","UVA","0-4 years",149.903500322648,123.477128724571,172.064364120703
"162","HP13_","UVA","5-17 years",130.509808910237,120.430688217953,137.365280891024
"163","HP13_","UVA","18-49 years",152.143289734269,126.638783945327,173.339832451853
"164","HP13_","UVA","50-64 years",219.174215750806,179.948630959342,252.394459848425
"165","HP13_","UVA","65+ years",111.776309786179,87.4187638253689,133.768549636695
"166","HP13_","UVA","0-4 years",197.539729488537,172.066847738609,218.310056083256
"167","HP13_","UVA","5-17 years",140.870978269446,134.763901313612,144.852311403186
"168","HP13_","UVA","18-49 years",204.413907937037,179.35208033787,224.435241992921
"169","HP13_","UVA","50-64 years",320.248208111832,278.554273787837,354.029383097621
"170","HP13_","UVA","65+ years",213.563848114571,176.827052630416,245.628361299496
"171","HP13_","UVA","0-4 years",175.795978005658,150.6527248693,196.698529006947
"172","HP13_","UVA","5-17 years",140.830101299571,134.669190852963,144.84234194719
"173","HP13_","UVA","18-49 years",189.852010422144,163.914583548356,210.874351367937
"174","HP13_","UVA","50-64 years",294.885318408303,252.301278715656,329.904290762849
"175","HP13_","UVA","65+ years",182.295589412348,148.378520143586,212.286393597219
"176","HP13_","UVA","0-4 years",99.8840231825348,83.6596688793118,114.02204207525
"177","HP13_","UVA","5-17 years",137.544731260506,130.6211552263,142.228734161676
"178","HP13_","UVA","18-49 years",173.851536281092,150.142372158807,193.421491366602
"179","HP13_","UVA","50-64 years",246.616641495449,209.885908696145,277.600920834159
"180","HP13_","UVA","65+ years",118.985321055208,96.3248402355787,139.391536517582
"181","HP13_","UVA","0-4 years",184.488583864151,159.756025311049,204.927139536701
"182","HP13_","UVA","5-17 years",139.666828315949,133.491941407697,143.779845312307
"183","HP13_","UVA","18-49 years",207.542411105288,182.974711622714,227.121199183291
"184","HP13_","UVA","50-64 years",309.851280950886,269.530035508937,342.693025342044
"185","HP13_","UVA","65+ years",159.845987167816,131.393974534202,184.98671760686
"186","HP13_","UVA","0-4 years",156.833968741506,133.920620677836,176.090033452801
"187","HP13_","UVA","5-17 years",139.126260007951,132.61904744942,143.473561923892
"188","HP13_","UVA","18-49 years",178.09952933873,154.908340212536,197.174351557747
"189","HP13_","UVA","50-64 years",250.848746324189,214.929115960265,281.081457546264
"190","HP13_","UVA","65+ years",147.233913612541,120.676600931219,170.837673664286
"191","HP13_","UVA","0-4 years",174.497221112317,149.674770346854,195.142266078455
"192","HP13_","UVA","5-17 years",138.216137930087,131.48646741191,142.731214623337
"193","HP13_","UVA","18-49 years",195.521377318852,170.886415172079,215.385159677914
"194","HP13_","UVA","50-64 years",283.545504789944,244.226477924218,315.998794245578
"195","HP13_","UVA","65+ years",151.667813149099,124.002816860652,176.236648900566
"196","HP13_","UVA","0-4 years",152.976380225284,125.631263558902,175.742782258478
"197","HP13_","UVA","5-17 years",123.119460787315,112.003655640581,131.000247826601
"198","HP13_","UVA","18-49 years",133.964330764112,109.874132108101,154.263409254741
"199","HP13_","UVA","50-64 years",179.26646058792,144.503026237437,209.188093796276
"200","HP13_","UVA","65+ years",92.981344642536,71.2026751060238,112.626140154438
"201","HP13_","UVA","0-4 years",189.911782577732,165.072737327261,210.116982221655
"202","HP13_","UVA","5-17 years",136.269348707356,129.160514180582,141.090321502087
"203","HP13_","UVA","18-49 years",206.889106320827,182.747948772737,226.048219779172
"204","HP13_","UVA","50-64 years",309.469103034694,269.518543933346,341.86735884914
"205","HP13_","UVA","65+ years",171.087220503144,140.832910324545,197.518112400215
"206","HP13_","UVA","0-4 years",181.911220645041,155.808564620619,203.600578276473
"207","HP13_","UVA","5-17 years",137.465455337916,130.097595058769,142.389490187727
"208","HP13_","UVA","18-49 years",160.428891365611,136.972163677042,180.007457967537
"209","HP13_","UVA","50-64 years",226.282011296497,190.282546448908,256.962363481225
"210","HP13_","UVA","65+ years",129.854515523545,104.639639654662,152.568713592777
"211","HP13_","UVA","0-4 years",164.095179313849,137.927006363109,185.907923049937
"212","HP13_","UVA","5-17 years",136.190756577381,128.063757769009,141.591416001626
"213","HP13_","UVA","18-49 years",175.98421894433,149.747880896914,197.40523972005
"214","HP13_","UVA","50-64 years",269.230820839359,226.500965489204,304.645588103914
"215","HP13_","UVA","65+ years",154.769337563678,123.803024290113,182.278899844877
"216","HP13_","UVA","0-4 years",181.603837236985,155.605223264977,203.112116284984
"217","HP13_","UVA","5-17 years",139.067023196761,132.079078890452,143.659250579506
"218","HP13_","UVA","18-49 years",181.719009815958,156.671560214511,202.159771030289
"219","HP13_","UVA","50-64 years",285.541639912841,244.112666092192,319.756280572787
"220","HP13_","UVA","65+ years",175.706667201775,143.200167324814,204.451495179757
"221","HP13_","UVA","0-4 years",162.968242349683,137.808514386361,184.174833555179
"222","HP13_","UVA","5-17 years",135.122219684701,127.314971989953,140.431087475625
"223","HP13_","UVA","18-49 years",154.551069868904,130.973784802287,174.351073155454
"224","HP13_","UVA","50-64 years",219.039726433505,182.71458354436,250.113703143262
"225","HP13_","UVA","65+ years",118.744849953556,94.7453046545954,140.617142443599
"226","HP13_","UVA","0-4 years",179.47252645278,153.908445042828,200.674290954756
"227","HP13_","UVA","5-17 years",139.789666507636,133.167243029675,144.132879661865
"228","HP13_","UVA","18-49 years",176.61661664921,150.840104331764,197.827651326974
"229","HP13_","UVA","50-64 years",273.431368390922,231.520557660093,308.373788399381
"230","HP13_","UVA","65+ years",163.538747198148,131.971985987682,191.701681404864
"231","HP13_","UVA","0-4 years",185.581063826312,160.845234138795,206.01961696457
"232","HP13_","UVA","5-17 years",140.184755918481,133.970872962415,144.287119360541
"233","HP13_","UVA","18-49 years",192.196929777192,167.9255069994,211.87658465473
"234","HP13_","UVA","50-64 years",278.585469849743,239.967316064808,310.607998549623
"235","HP13_","UVA","65+ years",153.920132290864,126.109046080798,178.653393151605
"236","HP13_","UVA","0-4 years",162.739049445557,136.480820320923,184.240729444209
"237","HP13_","UVA","5-17 years",130.813939840661,121.978178874655,136.915674803941
"238","HP13_","UVA","18-49 years",192.900700170024,167.130923525739,213.480660146314
"239","HP13_","UVA","50-64 years",279.934114514085,238.132991652698,313.9693597551
"240","HP13_","UVA","65+ years",146.825368745204,117.72486249405,172.429521667751
"241","HP13_","UVA","0-4 years",173.491487570899,149.097748692075,193.823036287524
"242","HP13_","UVA","5-17 years",138.861907757807,132.23505130924,143.284438151506
"243","HP13_","UVA","18-49 years",189.274489283777,164.933720041717,209.052352401717
"244","HP13_","UVA","50-64 years",276.318175758853,237.371265910829,308.669962060873
"245","HP13_","UVA","65+ years",147.186478131257,120.234992957013,171.187684915729
"246","HP13_","UVA","0-4 years",184.498314948089,158.70130342663,205.729409342082
"247","HP13_","UVA","5-17 years",136.572425924999,129.159330557092,141.568662205495
"248","HP13_","UVA","18-49 years",186.039086509993,161.066030437491,206.30693312288
"249","HP13_","UVA","50-64 years",268.499819636208,229.023860160596,301.272876185697
"250","HP13_","UVA","65+ years",161.102608718782,131.122872428418,187.621438956136
"251","HP13_","UVA","0-4 years",130.3383805123,109.547509218869,148.198792049201
"252","HP13_","UVA","5-17 years",137.437756066442,130.377133896377,142.203349576734
"253","HP13_","UVA","18-49 years",149.940661083955,127.069141775504,169.288981534754
"254","HP13_","UVA","50-64 years",210.137503452361,175.791910437639,239.710664317929
"255","HP13_","UVA","65+ years",105.22503281432,84.0460295124565,124.56097800369
"256","HP13_","UVA","0-4 years",156.401312199801,132.848152783621,176.277178806442
"257","HP13_","UVA","5-17 years",139.447756679975,132.742508131271,143.868323334165
"258","HP13_","UVA","18-49 years",172.672723102738,147.97930071767,193.098983018464
"259","HP13_","UVA","50-64 years",260.373423761073,220.692588405237,293.709104800295
"260","HP13_","UVA","65+ years",137.241447043191,110.73645413265,161.066446805155
"261","HP13_","UVA","0-4 years",161.727426659521,136.588442423504,182.855209379263
"262","HP13_","UVA","5-17 years",138.606254122341,131.466483675529,143.316344462839
"263","HP13_","UVA","18-49 years",173.296142824241,147.47776590638,194.584369848719
"264","HP13_","UVA","50-64 years",266.801250711319,224.717450556724,302.014018774708
"265","HP13_","UVA","65+ years",153.128931829521,122.857697221315,180.175345041055
"266","HP13_","UVA","0-4 years",182.430232119531,156.90854318943,203.53268098113
"267","HP13_","UVA","5-17 years",138.840420718577,132.009198119996,143.373211354303
"268","HP13_","UVA","18-49 years",182.958427430467,158.600006385825,202.856101418281
"269","HP13_","UVA","50-64 years",260.91136669459,222.793046714463,292.801099814128
"270","HP13_","UVA","65+ years",148.246786634728,120.749531290594,172.749483253141
"271","HP13_","UVA","0-4 years",159.57202638464,134.143364621796,180.824330018989
"272","HP13_","UVA","5-17 years",127.188701354849,117.923385105435,133.736751958611
"273","HP13_","UVA","18-49 years",177.32092604105,152.2791703012,197.673187439379
"274","HP13_","UVA","50-64 years",254.504958440762,214.815240489368,287.469595516889
"275","HP13_","UVA","65+ years",133.753436477627,106.576504678251,158.109076045446
"276","HP13_","UVA","0-4 years",185.351915870373,159.985634196563,206.341425349986
"277","HP13_","UVA","5-17 years",139.310100088859,132.714104373206,143.679670760082
"278","HP13_","UVA","18-49 years",184.257612505364,159.818673242757,204.225208883091
"279","HP13_","UVA","50-64 years",263.616337462,225.2165036848,295.724749667725
"280","HP13_","UVA","65+ years",151.924525568733,123.840489664877,176.925623599739
"281","HP13_","UVA","0-4 years",199.596780301529,174.705099724843,219.956329376822
"282","HP13_","UVA","5-17 years",141.388428195816,135.705300859703,145.11688246759
"283","HP13_","UVA","18-49 years",207.033718543957,183.17225839606,226.148108831036
"284","HP13_","UVA","50-64 years",314.943905028439,275.45874545178,347.169429774739
"285","HP13_","UVA","65+ years",202.448700288265,168.675843426063,232.041571909523
"286","HP13_","UVA","0-4 years",198.173562114605,174.212415031187,217.931199303922
"287","HP13_","UVA","5-17 years",143.109279728188,138.296242198813,146.255839704774
"288","HP13_","UVA","18-49 years",196.002068499829,172.811601534898,214.887303985465
"289","HP13_","UVA","50-64 years",297.409057202674,259.239701928011,328.996531752656
"290","HP13_","UVA","65+ years",181.285201662484,150.521170577222,208.506653089272
"291","HP13_","UVA","0-4 years",164.042839859026,137.064015173337,186.262970551357
"292","HP13_","UVA","5-17 years",130.732072134812,120.663304919633,137.560928009508
"293","HP13_","UVA","18-49 years",163.006128727532,136.131538044352,184.986954672758
"294","HP13_","UVA","50-64 years",237.75537885651,195.420752308234,273.028091623725
"295","HP13_","UVA","65+ years",134.327595395167,105.067080023921,160.391633370087
"296","HP13_","UVA","0-4 years",193.23058902014,167.781504648499,214.058327451821
"297","HP13_","UVA","5-17 years",139.71499461691,133.200152053111,143.996832121827
"298","HP13_","UVA","18-49 years",196.345657146078,171.679942420992,216.20198079553
"299","HP13_","UVA","50-64 years",298.98313575655,258.748897128538,331.913122977507
"300","HP13_","UVA","65+ years",182.685587434602,150.332691790297,211.113907123813
"301","HP13_","UVA","0-4 years",172.960100529655,147.34220219392,194.359009216092
"302","HP13_","UVA","5-17 years",137.529355066236,130.248918285569,142.400860573126
"303","HP13_","UVA","18-49 years",159.893647029526,135.592563646883,180.208734562272
"304","HP13_","UVA","50-64 years",234.617185897925,196.623816370717,266.908980064274
"305","HP13_","UVA","65+ years",126.012659528039,100.825985551592,148.805085580946
"306","HP13_","UVA","0-4 years",167.021832110834,140.806750783726,188.847867070047
"307","HP13_","UVA","5-17 years",133.873484299685,125.219396299587,139.73414018796
"308","HP13_","UVA","18-49 years",167.929294063666,142.734434700244,188.627026153983
"309","HP13_","UVA","50-64 years",228.65605411712,190.854033112795,260.5380323552
"310","HP13_","UVA","65+ years",124.891415115442,99.4118611940984,147.735794671447
"311","HP13_","UVA","0-4 years",187.665330015818,162.513449624217,208.272768290743
"312","HP13_","UVA","5-17 years",137.900644334326,130.92359026266,142.568787923923
"313","HP13_","UVA","18-49 years",199.642640016383,174.830551890051,219.49255232995
"314","HP13_","UVA","50-64 years",291.534967086472,251.515386795112,324.332646763495
"315","HP13_","UVA","65+ years",140.948576595481,115.016888083311,163.954539618986
"316","HP13_","UVA","0-4 years",131.525040911933,108.887563650453,150.607834960168
"317","HP13_","UVA","5-17 years",130.735923068075,121.15992697768,137.312869380342
"318","HP13_","UVA","18-49 years",150.721980241152,126.404886133769,170.888956394588
"319","HP13_","UVA","50-64 years",212.262954893895,175.604761827121,243.298874381261
"320","HP13_","UVA","65+ years",112.042810753543,88.2642087140776,133.163753145279
"321","HP13_","UVA","0-4 years",177.550930920703,150.658798727421,199.505400948565
"322","HP13_","UVA","5-17 years",137.256341398968,129.507688379837,142.331092066046
"323","HP13_","UVA","18-49 years",191.496950415597,161.048088043992,215.670030409515
"324","HP13_","UVA","50-64 years",279.357266551114,231.13017745432,318.711724894854
"325","HP13_","UVA","65+ years",215.905485395865,171.227032647674,254.697620279152
"326","HP13_","IMP","0-4 years",367.575437138329,341.516475640383,394.906085467868
"327","HP13_","IMP","5-17 years",191.944951359606,188.265658905915,195.418541713622
"328","HP13_","IMP","18-49 years",213.835635607246,197.578611836613,233.201020181296
"329","HP13_","IMP","50-64 years",319.179650949719,288.354007009386,340.289661000231
"330","HP13_","IMP","65+ years",1206.0647891587,1093.80543555755,1380.07350875686
"331","HP13_","COL2","0-4 years",561.084787402824,548.763984746804,572.729278435419
"332","HP13_","COL2","5-17 years",258.40934154203,255.502431199942,260.92954065469
"333","HP13_","COL2","18-49 years",437.642981094511,427.84700211632,447.403825378184
"334","HP13_","COL2","50-64 years",477.078148924088,452.29501580427,504.517282569323
"335","HP13_","COL2","65+ years",844.043846741841,783.879377867283,907.847636037546
