"","scenario","team","reduction"
"1","HP14_","COL",3.53358181708286
"2","HP14_","NEU",0.0488197147649358
"3","HP14_","UTA",9.27574504924862
"4","HP14_","UVA",0.546800943374046
"5","HP14_","IMP",0.332541465157375
"6","HP14_","COL2",0.0233162211714805
"7","HP15_","COL",0
"8","HP15_","NEU",0.00411217655381811
"9","HP15_","UTA",-0.639901946486098
"10","HP15_","UVA",0.000600257015456232
"11","HP15_","IMP",0.332541465157375
"12","HP15_","COL2",8.6423907979077e-05
"13","HP16_","COL",2.39166814418917
"14","HP16_","NEU",14.0309133792225
"15","HP16_","UTA",6.66216155027822
"16","HP16_","UVA",11.032902709384
"17","HP16_","IMP",20.8435422366775
"18","HP16_","COL2",8.73611262159775
"19","HP17_","COL",3.05587399948036
"20","HP17_","NEU",15.0638564699254
"21","HP17_","UTA",5.63475782337782
"22","HP17_","UVA",8.14659719080269
"23","HP17_","IMP",21.2845185617828
"24","HP17_","COL2",8.46898170339183
"25","HP18_","COL",2.51254405601029
"26","HP18_","NEU",13.7058278513275
"27","HP18_","UTA",11.692054854599
"28","HP18_","UVA",14.5182731416373
"29","HP18_","IMP",14.2898456779312
"30","HP18_","COL2",8.77253679087945
"31","HP19_","COL",3.20593347041639
"32","HP19_","NEU",13.9314400264945
"33","HP19_","UTA",11.656347302742
"34","HP19_","UVA",14.2186320014436
"35","HP19_","IMP",21.2845185617828
"36","HP19_","COL2",8.50234902563944
"37","HP20_","COL",2.84002887411275
"38","HP20_","NEU",6.32471149812676
"39","HP20_","UTA",4.18571536129633
"40","HP20_","UVA",0
"41","HP20_","IMP",2.11549650680561
"42","HP20_","COL2",1.47829406604821
"43","HP21_","COL",10.4763756887619
"44","HP21_","NEU",22.2620163430858
"45","HP21_","UTA",36.7091198068422
"46","HP21_","UVA",20.4852224707508
"47","HP21_","IMP",30.0916352296507
"48","HP21_","COL2",11.1915431796117
"49","HP22_","COL",11.99647432416
"50","HP22_","NEU",26.3321343588738
"51","HP22_","UTA",47.2499655670466
"52","HP22_","UVA",26.8814942746033
"53","HP22_","IMP",30.1264196604257
"54","HP22_","COL2",11.019785360257
"55","HP23_","COL",5.51867392423205
"56","HP23_","NEU",20.7741329434699
"57","HP23_","UTA",17.0743667849244
"58","HP23_","UVA",15.7169840509074
"59","HP23_","IMP",24.5907557349808
"60","HP23_","COL2",11.0594234957224
"61","HP24_","COL",6.20042136279296
"62","HP24_","NEU",21.1231047549949
"63","HP24_","UTA",19.8171327954569
"64","HP24_","UVA",17.3598020891512
"65","HP24_","IMP",24.8480453872146
"66","HP24_","COL2",10.8895157057828
