"","scenario","team","reduction"
"1","RL02_","COL",23.5308303608552
"2","RL02_","NEU",1.81991299755746
"3","RL02_","UTA",15.7093388982331
"4","RL02_","UVA",3.81474284636822
"5","RL02_","IMP",0.139576952746365
"6","RL02_","COL2",5.88514410773734
"7","RL02_","NEU2",1.81991299755746
"8","RL02_","NEU3",3.49451200265384
"9","RL03_","COL",6.87608290061058
"10","RL03_","NEU",-1.67166367726258
"11","RL03_","UTA",5.53256864082426
"12","RL03_","UVA",0
"13","RL03_","IMP",3.18749787523583
"14","RL03_","COL2",2.30426551769579
"15","RL03_","NEU2",-1.67166367726258
"16","RL03_","NEU3",0.610964416348079
"17","RL04_","COL",32.8385512103777
"18","RL04_","NEU",9.87459538733218
"19","RL04_","UTA",22.1391152666302
"20","RL04_","UVA",3.81474284636822
"21","RL04_","IMP",3.3862549999994
"22","RL04_","COL2",9.14884312315333
"23","RL04_","NEU2",9.87459538733218
"24","RL04_","NEU3",9.62058179342121
"25","RL05_","COL",2.74814366824782
"26","RL05_","NEU",28.2917553765458
"27","RL05_","UTA",37.31872857867
"28","RL05_","UVA",14.6428036807156
"29","RL05_","IMP",-0.000108068003059697
"30","RL05_","COL2",7.14571118606313
"31","RL05_","NEU2",28.2917553765458
"32","RL05_","NEU3",31.729068352204
"33","RL06_","COL",4.48266782655421
"34","RL06_","NEU",-0.0280607568952185
"35","RL06_","UTA",38.4524728873389
"36","RL06_","UVA",7.66697153060138
"37","RL06_","IMP",14.9402095788331
"38","RL06_","COL2",-5.5057161163869
"39","RL06_","NEU2",-0.0280607568952185
"40","RL06_","NEU3",0.143264780652417
"41","RL07_","COL",35.3490602183189
"42","RL07_","NEU",34.0595518614426
"43","RL07_","UTA",61.8031334039558
"44","RL07_","UVA",33.9716200811541
"45","RL07_","IMP",14.1610742241938
"46","RL07_","COL2",29.1342642032511
"47","RL07_","NEU2",34.0595518614426
"48","RL07_","NEU3",38.8341916776515
"49","RL08_","COL",47.4171540016634
"50","RL08_","NEU",40.3740726312189
"51","RL08_","UTA",65.7194389236149
"52","RL08_","UVA",39.5977639948886
"53","RL08_","IMP",17.9974306576441
"54","RL08_","COL2",25.4140721568174
"55","RL08_","NEU2",40.3740726312189
"56","RL08_","NEU3",59.1601358525728
