"","scenario","team","agegroup","reduction"
"1","HP14_","COL","Overall",3.53358181708286
"2","HP14_","COL","0-4 years",4.76222326555829
"3","HP14_","COL","5-17 years",4.22860402516741
"4","HP14_","COL","18-49 years",3.24023351530632
"5","HP14_","COL","50-64 years",3.954044764815
"6","HP14_","COL","65+ years",2.78696636104688
"7","HP14_","NEU","Overall",0.0488197147649339
"8","HP14_","NEU","0-4 years",0.0558080099217876
"9","HP14_","NEU","5-17 years",0.0533148276049459
"10","HP14_","NEU","18-49 years",0.0503582396495826
"11","HP14_","NEU","50-64 years",0.043504556937147
"12","HP14_","NEU","65+ years",0.0361767984675191
"13","HP14_","UTA","Overall",9.27574504924862
"14","HP14_","UTA","0-4 years",7.59296116583272
"15","HP14_","UTA","5-17 years",7.96487893316425
"16","HP14_","UTA","18-49 years",9.30682253539274
"17","HP14_","UTA","50-64 years",8.86088129372005
"18","HP14_","UTA","65+ years",15.8745411529011
"19","HP14_","UVA","Overall",0.54680094337404
"20","HP14_","UVA","0-4 years",0.859301700305269
"21","HP14_","UVA","5-17 years",0.646533614450493
"22","HP14_","UVA","18-49 years",0.457895772581443
"23","HP14_","UVA","50-64 years",0.503829994387409
"24","HP14_","UVA","65+ years",0.510053468470666
"25","HP14_","IMP","Overall",0.332541465157375
"26","HP14_","IMP","0-4 years",0.767197037222163
"27","HP14_","IMP","5-17 years",0.49924033864692
"28","HP14_","IMP","18-49 years",0.236402648138247
"29","HP14_","IMP","50-64 years",0.275086394413801
"30","HP14_","IMP","65+ years",0.194306250310687
"31","HP14_","COL2","Overall",0.0233162211714738
"32","HP14_","COL2","0-4 years",0.0425518974891641
"33","HP14_","COL2","5-17 years",0.0220564327610425
"34","HP14_","COL2","18-49 years",0.01833302526536
"35","HP14_","COL2","50-64 years",0.0320433747222996
"36","HP14_","COL2","65+ years",0.0307501487396291
"37","HP15_","COL","Overall",0
"38","HP15_","COL","0-4 years",0
"39","HP15_","COL","5-17 years",0
"40","HP15_","COL","18-49 years",0
"41","HP15_","COL","50-64 years",0
"42","HP15_","COL","65+ years",0
"43","HP15_","NEU","Overall",0.00411217655381183
"44","HP15_","NEU","0-4 years",0.00425011136304689
"45","HP15_","NEU","5-17 years",0.00473299007329015
"46","HP15_","NEU","18-49 years",0.00362896959577279
"47","HP15_","NEU","50-64 years",0.00388619843141786
"48","HP15_","NEU","65+ years",0.00565178836722986
"49","HP15_","UTA","Overall",-0.639901946486095
"50","HP15_","UTA","0-4 years",-0.684405825177892
"51","HP15_","UTA","5-17 years",-0.580638146841129
"52","HP15_","UTA","18-49 years",-0.59932356464675
"53","HP15_","UTA","50-64 years",-0.6165793116054
"54","HP15_","UTA","65+ years",-1.16117709190115
"55","HP15_","UVA","Overall",0.000600257015459239
"56","HP15_","UVA","0-4 years",0.000591153728273305
"57","HP15_","UVA","5-17 years",0.000783659020372102
"58","HP15_","UVA","18-49 years",0.000524040443788796
"59","HP15_","UVA","50-64 years",0.00054596335685203
"60","HP15_","UVA","65+ years",0.000351900458444818
"61","HP15_","IMP","Overall",0.332541465157375
"62","HP15_","IMP","0-4 years",0.767197037222163
"63","HP15_","IMP","5-17 years",0.49924033864692
"64","HP15_","IMP","18-49 years",0.236402648138247
"65","HP15_","IMP","50-64 years",0.275086394413801
"66","HP15_","IMP","65+ years",0.194306250310687
"67","HP15_","COL2","Overall",8.64239079750779e-05
"68","HP15_","COL2","0-4 years",0.000144396839928118
"69","HP15_","COL2","5-17 years",7.29334223447471e-05
"70","HP15_","COL2","18-49 years",7.09217108856853e-05
"71","HP15_","COL2","50-64 years",0.000127953720330825
"72","HP15_","COL2","65+ years",0.000131392229080501
"73","HP16_","COL","Overall",2.39166814418917
"74","HP16_","COL","0-4 years",2.80556524272975
"75","HP16_","COL","5-17 years",9.6402736261805
"76","HP16_","COL","18-49 years",1.26562837217253
"77","HP16_","COL","50-64 years",1.23601413813343
"78","HP16_","COL","65+ years",2.88733400745425
"79","HP16_","NEU","Overall",14.0309133792225
"80","HP16_","NEU","0-4 years",17.4253452760113
"81","HP16_","NEU","5-17 years",26.2688690050744
"82","HP16_","NEU","18-49 years",10.9335612957978
"83","HP16_","NEU","50-64 years",8.57111062102958
"84","HP16_","NEU","65+ years",10.323167652964
"85","HP16_","UTA","Overall",6.66216155027823
"86","HP16_","UTA","0-4 years",6.11295030518569
"87","HP16_","UTA","5-17 years",6.82245019152461
"88","HP16_","UTA","18-49 years",6.86962870657379
"89","HP16_","UTA","50-64 years",6.46665229409091
"90","HP16_","UTA","65+ years",5.71548194063076
"91","HP16_","UVA","Overall",11.032902709384
"92","HP16_","UVA","0-4 years",19.4421137593211
"93","HP16_","UVA","5-17 years",18.6410484638887
"94","HP16_","UVA","18-49 years",5.60463210521376
"95","HP16_","UVA","50-64 years",8.21503747775126
"96","HP16_","UVA","65+ years",11.5755723524646
"97","HP16_","IMP","Overall",20.8435422366775
"98","HP16_","IMP","0-4 years",23.2195617448223
"99","HP16_","IMP","5-17 years",43.7515064764269
"100","HP16_","IMP","18-49 years",13.5840000193763
"101","HP16_","IMP","50-64 years",12.4447597811444
"102","HP16_","IMP","65+ years",14.4181772887684
"103","HP16_","COL2","Overall",8.73611262159776
"104","HP16_","COL2","0-4 years",27.1553982797615
"105","HP16_","COL2","5-17 years",12.7836471942112
"106","HP16_","COL2","18-49 years",3.80415759822328
"107","HP16_","COL2","50-64 years",8.28873512156238
"108","HP16_","COL2","65+ years",12.2056273225937
"109","HP17_","COL","Overall",3.05587399948035
"110","HP17_","COL","0-4 years",4.39815655453959
"111","HP17_","COL","5-17 years",13.3996970457907
"112","HP17_","COL","18-49 years",1.40234816502214
"113","HP17_","COL","50-64 years",1.27125826497689
"114","HP17_","COL","65+ years",4.41385200686824
"115","HP17_","NEU","Overall",15.0638564699254
"116","HP17_","NEU","0-4 years",18.562121887662
"117","HP17_","NEU","5-17 years",28.4935081342921
"118","HP17_","NEU","18-49 years",11.7354232880693
"119","HP17_","NEU","50-64 years",9.08544217316447
"120","HP17_","NEU","65+ years",10.7241591381232
"121","HP17_","UTA","Overall",5.63475782337783
"122","HP17_","UTA","0-4 years",5.08229855812945
"123","HP17_","UTA","5-17 years",5.65202641335885
"124","HP17_","UTA","18-49 years",5.84212409055682
"125","HP17_","UTA","50-64 years",5.55252954469137
"126","HP17_","UTA","65+ years",4.75609774932069
"127","HP17_","UVA","Overall",8.14659719080269
"128","HP17_","UVA","0-4 years",15.5627236133034
"129","HP17_","UVA","5-17 years",14.0788813365582
"130","HP17_","UVA","18-49 years",3.79562322416867
"131","HP17_","UVA","50-64 years",5.93810889373132
"132","HP17_","UVA","65+ years",8.66849169602099
"133","HP17_","IMP","Overall",21.2845185617828
"134","HP17_","IMP","0-4 years",23.6742987138431
"135","HP17_","IMP","5-17 years",43.3188237619412
"136","HP17_","IMP","18-49 years",14.2617151345581
"137","HP17_","IMP","50-64 years",13.225641756076
"138","HP17_","IMP","65+ years",15.2187077593944
"139","HP17_","COL2","Overall",8.46898170339182
"140","HP17_","COL2","0-4 years",26.2940217172652
"141","HP17_","COL2","5-17 years",12.2584035926528
"142","HP17_","COL2","18-49 years",3.73824723050011
"143","HP17_","COL2","50-64 years",8.1026367618742
"144","HP17_","COL2","65+ years",11.8903267350561
"145","HP18_","COL","Overall",2.51254405601029
"146","HP18_","COL","0-4 years",2.91337382542034
"147","HP18_","COL","5-17 years",10.0209859908321
"148","HP18_","COL","18-49 years",1.35030257291296
"149","HP18_","COL","50-64 years",1.30894026441944
"150","HP18_","COL","65+ years",3.01911800927459
"151","HP18_","NEU","Overall",13.7058278513275
"152","HP18_","NEU","0-4 years",17.0724713473346
"153","HP18_","NEU","5-17 years",25.880680197332
"154","HP18_","NEU","18-49 years",10.609005419076
"155","HP18_","NEU","50-64 years",8.29449501589979
"156","HP18_","NEU","65+ years",10.0637206797866
"157","HP18_","UTA","Overall",11.692054854599
"158","HP18_","UTA","0-4 years",10.7617131769751
"159","HP18_","UTA","5-17 years",11.9218896360135
"160","HP18_","UTA","18-49 years",12.0153990230223
"161","HP18_","UTA","50-64 years",11.3954334690916
"162","HP18_","UTA","65+ years",10.3305377326212
"163","HP18_","UVA","Overall",14.5182731416372
"164","HP18_","UVA","0-4 years",23.606089518586
"165","HP18_","UVA","5-17 years",23.790501283118
"166","HP18_","UVA","18-49 years",8.04084808754148
"167","HP18_","UVA","50-64 years",11.1315059014255
"168","HP18_","UVA","65+ years",15.1025941525461
"169","HP18_","IMP","Overall",14.2898456779312
"170","HP18_","IMP","0-4 years",16.8152502289282
"171","HP18_","IMP","5-17 years",33.3590708030959
"172","HP18_","IMP","18-49 years",8.25120858765358
"173","HP18_","IMP","50-64 years",7.22826142243928
"174","HP18_","IMP","65+ years",8.60607821576928
"175","HP18_","COL2","Overall",8.77253679087946
"176","HP18_","COL2","0-4 years",27.2724264665619
"177","HP18_","COL2","5-17 years",12.8246234631702
"178","HP18_","COL2","18-49 years",3.82394543997344
"179","HP18_","COL2","50-64 years",8.32850153097753
"180","HP18_","COL2","65+ years",12.2605922052799
"181","HP19_","COL","Overall",3.2059334704164
