"","scenario","team","reduction"
"1","HP14_","COL",3.41678786260673
"2","HP14_","NEU",0.0430874886587272
"3","HP14_","UTA",12.4517146026344
"4","HP14_","UVA",NA
"5","HP14_","IMP",0.289274824431151
"6","HP14_","COL2",0.0261035198974098
"7","HP15_","COL",0
"8","HP15_","NEU",0.0051201026083023
"9","HP15_","UTA",-0.772973839937272
"10","HP15_","UVA",NA
"11","HP15_","IMP",0.289274824431151
"12","HP15_","COL2",0.000101904890945973
"13","HP16_","COL",2.02294977775921
"14","HP16_","NEU",11.3676511766176
"15","HP16_","UTA",6.30547509788094
"16","HP16_","UVA",NA
"17","HP16_","IMP",17.2660894140033
"18","HP16_","COL2",9.27305557187266
"19","HP17_","COL",2.64667580399958
"20","HP17_","NEU",12.0453892859806
"21","HP17_","UTA",5.30479518089394
"22","HP17_","UVA",NA
"23","HP17_","IMP",17.8862476780113
"24","HP17_","COL2",9.02112107904422
"25","HP18_","COL",2.1282178717946
"26","HP18_","NEU",11.0731802577863
"27","HP18_","UTA",11.2199695643163
"28","HP18_","UVA",NA
"29","HP18_","IMP",11.2123713536729
"30","HP18_","COL2",9.31437358691653
"31","HP19_","COL",2.77748096074831
"32","HP19_","NEU",11.0152177239699
"33","HP19_","UTA",11.0067457814421
"34","HP19_","UVA",NA
"35","HP19_","IMP",17.8862476780113
"36","HP19_","COL2",9.05897096549514
"37","HP20_","COL",3.35412406797401
"38","HP20_","NEU",7.14323259518488
"39","HP20_","UTA",34.027662558943
"40","HP20_","UVA",NA
"41","HP20_","IMP",2.44907374514613
"42","HP20_","COL2",1.90305065868698
"43","HP21_","COL",10.4473602545339
"44","HP21_","NEU",20.3003104728064
"45","HP21_","UTA",59.7463720768379
"46","HP21_","UVA",NA
"47","HP21_","IMP",26.5147460492945
"48","HP21_","COL2",12.2209088602195
"49","HP22_","COL",11.9130149365712
"50","HP22_","NEU",23.82488423242
"51","HP22_","UTA",68.0448892831442
"52","HP22_","UVA",NA
"53","HP22_","IMP",26.7025990017589
"54","HP22_","COL2",12.0578734014064
"55","HP23_","COL",5.63346574805007
"56","HP23_","NEU",18.9346600494197
"57","HP23_","UTA",42.4862449595953
"58","HP23_","UVA",NA
"59","HP23_","IMP",21.2889353688056
"60","HP23_","COL2",12.0782065621055
"61","HP24_","COL",6.28446039980756
"62","HP24_","NEU",18.9905329180437
"63","HP24_","UTA",44.6298338366583
"64","HP24_","UVA",NA
"65","HP24_","IMP",21.6651538084512
"66","HP24_","COL2",11.9171720061099
