"","scenario","team","reduction"
"1","HP02_","COL",53.5784358378068
"2","HP02_","NEU",25.9314624204254
"3","HP02_","UTA",54.9255147501161
"4","HP02_","UVA",22.7272727272727
"5","HP02_","IMP",0.0067522098524166
"6","HP02_","COL2",8.41602630089447
"7","HP03_","COL",13.8028413626628
"8","HP03_","NEU",0.22512661670316
"9","HP03_","UTA",-3.51938820957245
"10","HP03_","UVA",0
"11","HP03_","IMP",7.65667940334544e-06
"12","HP03_","COL2",0.0993052285039334
"13","HP04_","COL",59.4647855186368
"14","HP04_","NEU",41.0556164438171
"15","HP04_","UTA",5.25268344598871
"16","HP04_","UVA",4.54545454545455
"17","HP04_","IMP",0.714092609344648
"18","HP04_","COL2",10.0567898659519
"19","HP05_","COL",71.6994647815307
"20","HP05_","NEU",73.8091556428496
"21","HP05_","UTA",3.07275352244611
"22","HP05_","UVA",0
"23","HP05_","IMP",3.52898596808016
"24","HP05_","COL2",6.70404089404341
"25","HP06_","COL",29.7227519077903
"26","HP06_","NEU",21.2285028805874
"27","HP06_","UTA",18.7049601667215
"28","HP06_","UVA",18.1818181818182
"29","HP06_","IMP",0.707307928121734
"30","HP06_","COL2",13.7868118797894
"31","HP07_","COL",41.9561384125854
"32","HP07_","NEU",30.5211887943024
"33","HP07_","UTA",26.3241866177616
"34","HP07_","UVA",4.54545454545455
"35","HP07_","IMP",3.52623614481104
"36","HP07_","COL2",14.6054228351946
"37","HP08_","COL",4.4536712884375
"38","HP08_","NEU",6.55264879307452
"39","HP08_","UTA",1.23562425491091
"40","HP08_","UVA",0
"41","HP08_","IMP",51.2494403677991
"42","HP08_","COL2",3.25827293042459
"43","HP09_","COL",65.7346456810929
"44","HP09_","NEU",71.0657274815202
"45","HP09_","UTA",72.7409621545956
"46","HP09_","UVA",54.5454545454545
"47","HP09_","IMP",59.2972797815362
"48","HP09_","COL2",33.6401308666797
"49","HP10_","COL",77.2379196325191
"50","HP10_","NEU",94.7901633824462
"51","HP10_","UTA",91.8468157803247
"52","HP10_","UVA",72.7272727272727
"53","HP10_","IMP",77.9624593610888
"54","HP10_","COL2",53.6463837104194
"55","HP11_","COL",37.4527806811293
"56","HP11_","NEU",38.2008103861114
"57","HP11_","UTA",29.8006781822446
"58","HP11_","UVA",45.4545454545455
"59","HP11_","IMP",53.2703764482221
"60","HP11_","COL2",19.4853763015398
"61","HP12_","COL",50.6763800101314
"62","HP12_","NEU",66.6756731351918
"63","HP12_","UTA",36.1783092993727
"64","HP12_","UVA",63.6363636363636
"65","HP12_","IMP",77.6646338313691
"66","HP12_","COL2",22.8690638639752
