"","scenario","team","agegroup","reduction"
"49","RL03_","NEU","50-64 years",5.38139636299146
"50","RL03_","NEU","65+ years",6.30384102250905
"51","RL03_","UTA","0-4 years",27.5565814738521
"52","RL03_","UTA","5-17 years",11.8153810549036
"53","RL03_","UTA","18-49 years",20.7393449647873
"54","RL03_","UTA","50-64 years",21.1910563552349
"55","RL03_","UTA","65+ years",28.8408875504522
"56","RL03_","UVA","0-4 years",4.07319372602476
"57","RL03_","UVA","5-17 years",4.20498500504473
"58","RL03_","UVA","18-49 years",5.00634621369404
"59","RL03_","UVA","50-64 years",5.03224806150469
"60","RL03_","UVA","65+ years",1.01685378231804
"61","RL03_","IMP","0-4 years",3.3112500231424
"62","RL03_","IMP","5-17 years",0.822539003445477
"63","RL03_","IMP","18-49 years",8.84012833519378
"64","RL03_","IMP","50-64 years",8.52705053762254
"65","RL03_","IMP","65+ years",8.62122058776599
"66","RL03_","COL2","0-4 years",2.43707712271567
"67","RL03_","COL2","5-17 years",1.7258548966252
"68","RL03_","COL2","18-49 years",2.40600418679754
"69","RL03_","COL2","50-64 years",3.05988805439579
"70","RL03_","COL2","65+ years",3.11741465742214
"71","RL03_","NEU2","0-4 years",8.12102027453606
"72","RL03_","NEU2","5-17 years",6.6938951610073
"73","RL03_","NEU2","18-49 years",4.82881210710637
"74","RL03_","NEU2","50-64 years",5.38138697466934
"75","RL03_","NEU2","65+ years",6.30384646054204
"76","RL03_","NEU3","0-4 years",10.4918666987972
"77","RL03_","NEU3","5-17 years",8.89510698787969
"78","RL03_","NEU3","18-49 years",6.90893292728039
"79","RL03_","NEU3","50-64 years",7.45364287240431
"80","RL03_","NEU3","65+ years",8.73541522321657
"81","RL04_","COL","0-4 years",22.1006560035988
"82","RL04_","COL","5-17 years",21.9759056255192
"83","RL04_","COL","18-49 years",33.5384721319659
"84","RL04_","COL","50-64 years",39.8894794153209
"85","RL04_","COL","65+ years",28.1641436370541
"86","RL04_","NEU","0-4 years",18.3928082224382
"87","RL04_","NEU","5-17 years",16.6050308299953
"88","RL04_","NEU","18-49 years",15.0363994058019
"89","RL04_","NEU","50-64 years",17.6317414967722
"90","RL04_","NEU","65+ years",17.3029693073643
"91","RL04_","UTA","0-4 years",40.7574417657328
"92","RL04_","UTA","5-17 years",22.4328510230967
"93","RL04_","UTA","18-49 years",38.2138099050726
"94","RL04_","UTA","50-64 years",37.7333389254516
"95","RL04_","UTA","65+ years",47.2029798093691
"96","RL04_","UVA","0-4 years",8.75867528175934
"97","RL04_","UVA","5-17 years",7.94871219562836
"98","RL04_","UVA","18-49 years",8.39820065304727
"99","RL04_","UVA","50-64 years",8.61348489804841
"100","RL04_","UVA","65+ years",5.09793366577302
"101","RL04_","IMP","0-4 years",3.56043234847812
"102","RL04_","IMP","5-17 years",1.01134969926063
"103","RL04_","IMP","18-49 years",9.02650274792585
"104","RL04_","IMP","50-64 years",8.7268889983478
"105","RL04_","IMP","65+ years",8.82728817040534
"106","RL04_","COL2","0-4 years",10.0143021897117
"107","RL04_","COL2","5-17 years",7.75213182226606
"108","RL04_","COL2","18-49 years",9.23044308228296
"109","RL04_","COL2","50-64 years",11.1938420186584
"110","RL04_","COL2","65+ years",11.2719649026453
"111","RL04_","NEU2","0-4 years",18.3927585292649
"112","RL04_","NEU2","5-17 years",16.6049948495001
"113","RL04_","NEU2","18-49 years",15.0363884265865
"114","RL04_","NEU2","50-64 years",17.6317314176094
"115","RL04_","NEU2","65+ years",17.3029755158106
"116","RL04_","NEU3","0-4 years",19.0699519015164
"117","RL04_","NEU3","5-17 years",16.7135118958551
"118","RL04_","NEU3","18-49 years",15.3866536308838
"119","RL04_","NEU3","50-64 years",15.7692232728722
"120","RL04_","NEU3","65+ years",17.6152505530801
"121","RL05_","COL","0-4 years",3.30519334462785
"122","RL05_","COL","5-17 years",8.52483602193708
"123","RL05_","COL","18-49 years",1.94682653669239
"124","RL05_","COL","50-64 years",1.85266216177854
"125","RL05_","COL","65+ years",3.34574793815831
"126","RL05_","NEU","0-4 years",31.5118366258979
"127","RL05_","NEU","5-17 years",42.5769662953334
"128","RL05_","NEU","18-49 years",24.283314565892
"129","RL05_","NEU","50-64 years",21.3551169992888
"130","RL05_","NEU","65+ years",23.5436849607332
"131","RL05_","UTA","0-4 years",31.821543364451
"132","RL05_","UTA","5-17 years",19.1676580588598
"133","RL05_","UTA","18-49 years",40.0648541814117
"134","RL05_","UTA","50-64 years",39.2062538265516
"135","RL05_","UTA","65+ years",32.4006996768004
"136","RL05_","UVA","0-4 years",21.6650124434487
"137","RL05_","UVA","5-17 years",21.1251531615901
"138","RL05_","UVA","18-49 years",9.51829899061431
"139","RL05_","UVA","50-64 years",11.7307983455553
"140","RL05_","UVA","65+ years",15.0071699131678
"141","RL05_","IMP","0-4 years",-7.30765246418561e-05
"142","RL05_","IMP","5-17 years",-0.000308779966802949
"143","RL05_","IMP","18-49 years",-5.14107071394725e-05
"144","RL05_","IMP","50-64 years",-4.0959241348022e-05
"145","RL05_","IMP","65+ years",-5.49054026239216e-05
"146","RL05_","COL2","0-4 years",17.5889606240915
"147","RL05_","COL2","5-17 years",11.5736176052827
"148","RL05_","COL2","18-49 years",2.89975476300711
"149","RL05_","COL2","50-64 years",5.29346361422444
"150","RL05_","COL2","65+ years",7.86189949015179
"151","RL05_","NEU2","0-4 years",31.5118818654155
"152","RL05_","NEU2","5-17 years",42.5769323664018
"153","RL05_","NEU2","18-49 years",24.2833145469061
"154","RL05_","NEU2","50-64 years",21.355112552445
"155","RL05_","NEU2","65+ years",23.5436808103913
"156","RL05_","NEU3","0-4 years",34.8695094948849
"157","RL05_","NEU3","5-17 years",44.2408499177016
"158","RL05_","NEU3","18-49 years",27.6804097722337
"159","RL05_","NEU3","50-64 years",25.1032906270031
"160","RL05_","NEU3","65+ years",27.7720701951185
"161","RL06_","COL","0-4 years",9.64092108765768
"162","RL06_","COL","5-17 years",17.9521678487924
"163","RL06_","COL","18-49 years",2.44649535425175
"164","RL06_","COL","50-64 years",1.68552664066864
"165","RL06_","COL","65+ years",8.89846934620001
"166","RL06_","NEU","0-4 years",-0.0271838868304183
"167","RL06_","NEU","5-17 years",-0.0296059050323319
"168","RL06_","NEU","18-49 years",-0.0263391142315982
"169","RL06_","NEU","50-64 years",-0.025387755449115
"170","RL06_","NEU","65+ years",-0.0272575460014899
"171","RL06_","UTA","0-4 years",33.0059348838254
"172","RL06_","UTA","5-17 years",21.0275227359289
"173","RL06_","UTA","18-49 years",40.7788259717087
"174","RL06_","UTA","50-64 years",39.8990979948672
"175","RL06_","UTA","65+ years",32.2065970030639
"176","RL06_","UVA","0-4 years",12.9578412721248
"177","RL06_","UVA","5-17 years",11.4278129271247
"178","RL06_","UVA","18-49 years",4.47625339663072
"179","RL06_","UVA","50-64 years",5.99460511001111
"180","RL06_","UVA","65+ years",8.19066146553205
"181","RL06_","IMP","0-4 years",13.0519307580101
"182","RL06_","IMP","5-17 years",23.5088728512566
"183","RL06_","IMP","18-49 years",11.7073402736605
"184","RL06_","IMP","50-64 years",11.6324082186151
"185","RL06_","IMP","65+ years",12.9244186957172
"186","RL06_","COL2","0-4 years",2.24386050512394
"187","RL06_","COL2","5-17 years",0.483404780901031
"188","RL06_","COL2","18-49 years",-9.29534802711326
"189","RL06_","COL2","50-64 years",-10.2795572900859
"190","RL06_","COL2","65+ years",-8.50045534870563
"191","RL06_","NEU2","0-4 years",-0.0272456015198973
"192","RL06_","NEU2","5-17 years",-0.0296231155260257
"193","RL06_","NEU2","18-49 years",-0.02635275977793
"194","RL06_","NEU2","50-64 years",-0.0253970982025016
"195","RL06_","NEU2","65+ years",-0.0272422327833326
"196","RL06_","NEU3","0-4 years",0.138643797824279
"197","RL06_","NEU3","5-17 years",0.151369145593297
"198","RL06_","NEU3","18-49 years",0.140665340071164
"199","RL06_","NEU3","50-64 years",0.133830084482261
"200","RL06_","NEU3","65+ years",0.130408289006593
"201","RL07_","COL","0-4 years",24.6136512306
"202","RL07_","COL","5-17 years",28.1968925414166
"203","RL07_","COL","18-49 years",35.6359152783282
"204","RL07_","COL","50-64 years",41.6412849736688
"205","RL07_","COL","65+ years",30.4800034085582
"206","RL07_","NEU","0-4 years",43.1655794874832
"207","RL07_","NEU","5-17 years",50.2230535799595
"208","RL07_","NEU","18-49 years",35.3815229468841
"209","RL07_","NEU","50-64 years",32.890657123786
"210","RL07_","NEU","65+ years",35.3306446974454
"211","RL07_","UTA","0-4 years",68.1416393583657
"212","RL07_","UTA","5-17 years",40.5359848638595
"213","RL07_","UTA","18-49 years",72.1686260535335
"214","RL07_","UTA","50-64 years",71.5292847320861
"215","RL07_","UTA","65+ years",74.3380286756967
"216","RL07_","UVA","0-4 years",44.9953757960145
"217","RL07_","UVA","5-17 years",44.2151341421291
"218","RL07_","UVA","18-49 years",31.3177997233525
"219","RL07_","UVA","50-64 years",34.0594318174064
"220","RL07_","UVA","65+ years",35.3074859394113
"221","RL07_","IMP","0-4 years",13.5194239823528
"222","RL07_","IMP","5-17 years",16.7735023712419
"223","RL07_","IMP","18-49 years",17.5635822888081
"224","RL07_","IMP","50-64 years",17.233165000404
"225","RL07_","IMP","65+ years",18.0005899047612
"226","RL07_","COL2","0-4 years",42.230519722383
"227","RL07_","COL2","5-17 years",31.8217099330391
"228","RL07_","COL2","18-49 years",24.5168479544605
"229","RL07_","COL2","50-64 years",30.4126120203314
"230","RL07_","COL2","65+ years",33.1907952214514
"231","RL07_","NEU2","0-4 years",43.1656019886359
"232","RL07_","NEU2","5-17 years",50.2230507061036
"233","RL07_","NEU2","18-49 years",35.3815258476272
"234","RL07_","NEU2","50-64 years",32.890657748205
"235","RL07_","NEU2","65+ years",35.3306626843776
"236","RL07_","NEU3","0-4 years",47.2815333593403
"237","RL07_","NEU3","5-17 years",52.545982343259
"238","RL07_","NEU3","18-49 years",40.0704683072097
"239","RL07_","NEU3","50-64 years",37.944543184216
"240","RL07_","NEU3","65+ years",40.6697081120579
"241","RL08_","COL","0-4 years",39.3515490062959
"242","RL08_","COL","5-17 years",46.1620850599451
"243","RL08_","COL","18-49 years",46.597163998493
"244","RL08_","COL","50-64 years",52.9475029858268
"245","RL08_","COL","65+ years",45.6719707307052
"246","RL08_","NEU","0-4 years",46.2493111476148
"247","RL08_","NEU","5-17 years",53.4513394342891
"248","RL08_","NEU","18-49 years",39.4911484895527
"249","RL08_","NEU","50-64 years",46.9787659971709
"250","RL08_","NEU","65+ years",41.2941852732831
"251","RL08_","UTA","0-4 years",71.0678702924603
"252","RL08_","UTA","5-17 years",43.9310504208656
"253","RL08_","UTA","18-49 years",75.5828340844533
"254","RL08_","UTA","50-64 years",74.8743390146919
"255","RL08_","UTA","65+ years",77.71510483939
"256","RL08_","UVA","0-4 years",51.0245567004456
"257","RL08_","UVA","5-17 years",46.4935166690615
"258","RL08_","UVA","18-49 years",38.5935089830086
"259","RL08_","UVA","50-64 years",40.3723696069721
"260","RL08_","UVA","65+ years",42.0456178768793
"261","RL08_","IMP","0-4 years",16.4445013418491
"262","RL08_","IMP","5-17 years",24.1759309283167
"263","RL08_","IMP","18-49 years",19.9033302683562
"264","RL08_","IMP","50-64 years",19.5147270323059
"265","RL08_","IMP","65+ years",20.7181133753917
"266","RL08_","COL2","0-4 years",36.9037886000388
"267","RL08_","COL2","5-17 years",28.3276312495408
"268","RL08_","COL2","18-49 years",21.06785988806
"269","RL08_","COL2","50-64 years",26.3904103634067
"270","RL08_","COL2","65+ years",28.8743155396397
"271","RL08_","NEU2","0-4 years",46.2493353391565
"272","RL08_","NEU2","5-17 years",53.4513509998576
"273","RL08_","NEU2","18-49 years",39.4911405401357
"274","RL08_","NEU2","50-64 years",46.9787695247478
"275","RL08_","NEU2","65+ years",41.294198428328
"276","RL08_","NEU3","0-4 years",65.1781459336736
"277","RL08_","NEU3","5-17 years",71.3572347748017
"278","RL08_","NEU3","18-49 years",59.3434968962378
"279","RL08_","NEU3","50-64 years",56.385962550965
"280","RL08_","NEU3","65+ years",58.1868493014728
