"","scenario","team","agegroup","reduction"
"1","HP14_","COL","0-4 years",4.76222739525655
"2","HP14_","COL","5-17 years",4.22860568015747
"3","HP14_","COL","18-49 years",3.24023296093645
"4","HP14_","COL","50-64 years",3.95404351432233
"5","HP14_","COL","65+ years",2.7869668946754
"6","HP14_","NEU","0-4 years",0.0637328653404814
"7","HP14_","NEU","5-17 years",0.0640341915869993
"8","HP14_","NEU","18-49 years",0.0506146802428373
"9","HP14_","NEU","50-64 years",0.0452461567529753
"10","HP14_","NEU","65+ years",0.0313144794091738
"11","HP14_","UTA","0-4 years",9.20830739111926
"12","HP14_","UTA","5-17 years",9.90377496912541
"13","HP14_","UTA","18-49 years",11.1660680532053
"14","HP14_","UTA","50-64 years",10.7410944951838
"15","HP14_","UTA","65+ years",16.1929901944984
"16","HP14_","UVA","0-4 years",0.859301700305255
"17","HP14_","UVA","5-17 years",0.646533614450508
"18","HP14_","UVA","18-49 years",0.45789577258146
"19","HP14_","UVA","50-64 years",0.503829994387399
"20","HP14_","UVA","65+ years",0.510053468470712
"21","HP14_","UVA","0-4 years",3.64798990227195
"22","HP14_","UVA","5-17 years",2.73486477635997
"23","HP14_","UVA","18-49 years",1.88461911900894
"24","HP14_","UVA","50-64 years",2.00926474123395
"25","HP14_","UVA","65+ years",1.99948349434367
"26","HP14_","UVA","0-4 years",1.36154168271404
"27","HP14_","UVA","5-17 years",0.968194157684925
"28","HP14_","UVA","18-49 years",0.689518175895567
"29","HP14_","UVA","50-64 years",0.699245049992535
"30","HP14_","UVA","65+ years",0.691017209429054
"31","HP14_","UVA","0-4 years",1.26073245925253
"32","HP14_","UVA","5-17 years",0.960812763208033
"33","HP14_","UVA","18-49 years",0.671811305757027
"34","HP14_","UVA","50-64 years",0.682222651845015
"35","HP14_","UVA","65+ years",0.713346237005613
"36","HP14_","UVA","0-4 years",0.497449403478552
"37","HP14_","UVA","5-17 years",0.36720512900015
"38","HP14_","UVA","18-49 years",0.264619000351683
"39","HP14_","UVA","50-64 years",0.273506255255988
"40","HP14_","UVA","65+ years",0.281165595877683
"41","HP14_","UVA","0-4 years",0.752758619863486
"42","HP14_","UVA","5-17 years",0.594079674784526
"43","HP14_","UVA","18-49 years",0.39739871124975
"44","HP14_","UVA","50-64 years",0.424373160261172
"45","HP14_","UVA","65+ years",0.421055908784646
"46","HP14_","UVA","0-4 years",0.526800844339121
"47","HP14_","UVA","5-17 years",0.430227266059962
"48","HP14_","UVA","18-49 years",0.280592446668293
"49","HP14_","UVA","50-64 years",0.311733770305986
"50","HP14_","UVA","65+ years",0.329886915673513
"51","HP14_","UVA","0-4 years",0.557014423835688
"52","HP14_","UVA","5-17 years",0.448480048198952
"53","HP14_","UVA","18-49 years",0.290688969262672
"54","HP14_","UVA","50-64 years",0.309302189780729
"55","HP14_","UVA","65+ years",0.30668697210071
"56","HP14_","UVA","0-4 years",1.57208372755744
"57","HP14_","UVA","5-17 years",1.34724250771461
"58","HP14_","UVA","18-49 years",0.953475050382486
"59","HP14_","UVA","50-64 years",1.15598298561443
"60","HP14_","UVA","65+ years",1.16165221248813
"61","HP14_","UVA","0-4 years",0.320606107662361
"62","HP14_","UVA","5-17 years",0.216205156450516
"63","HP14_","UVA","18-49 years",0.161643939724426
"64","HP14_","UVA","50-64 years",0.172610126567932
"65","HP14_","UVA","65+ years",0.180055571056754
"66","HP14_","UVA","0-4 years",0.776056401408077
"67","HP14_","UVA","5-17 years",0.60834346642162
