"","scenario","team","agegroup","reduction"
"1","HP14_","COL","0-4 years",4.7622222330627
"2","HP14_","COL","5-17 years",4.22858398218297
"3","HP14_","COL","18-49 years",3.24023295444603
"4","HP14_","COL","50-64 years",3.95404178590427
"5","HP14_","COL","65+ years",2.78696718179971
"6","HP14_","NEU","0-4 years",0.0558247662274806
"7","HP14_","NEU","5-17 years",0.0533253605227383
"8","HP14_","NEU","18-49 years",0.0503714130716593
"9","HP14_","NEU","50-64 years",0.0435065629430147
"10","HP14_","NEU","65+ years",0.0361852897428228
"11","HP14_","UTA","0-4 years",8.76837984047174
"12","HP14_","UTA","5-17 years",9.57518839925005
"13","HP14_","UTA","18-49 years",11.0280583037905
"14","HP14_","UTA","50-64 years",10.6120075784164
"15","HP14_","UTA","65+ years",15.3322125410049
"16","HP14_","UVA","0-4 years",0.859301700305305
"17","HP14_","UVA","5-17 years",0.646533614450434
"18","HP14_","UVA","18-49 years",0.457895772581466
"19","HP14_","UVA","50-64 years",0.503829994387418
"20","HP14_","UVA","65+ years",0.510053468470801
"21","HP14_","IMP","0-4 years",0.0312384839774691
"22","HP14_","IMP","5-17 years",0.0176857011176318
"23","HP14_","IMP","18-49 years",0.0532824696224102
"24","HP14_","IMP","50-64 years",0.0726643071274101
"25","HP14_","IMP","65+ years",0.0718906779912551
"26","HP14_","COL2","0-4 years",0.042551897489416
"27","HP14_","COL2","5-17 years",0.0220564327610025
"28","HP14_","COL2","18-49 years",0.0183330252652407
"29","HP14_","COL2","50-64 years",0.0320433747222553
"30","HP14_","COL2","65+ years",0.0307501487397171
"31","HP15_","COL","0-4 years",0
"32","HP15_","COL","5-17 years",0
"33","HP15_","COL","18-49 years",0
"34","HP15_","COL","50-64 years",0
"35","HP15_","COL","65+ years",0
"36","HP15_","NEU","0-4 years",0.0042838340247205
"37","HP15_","NEU","5-17 years",0.00474519387352347
"38","HP15_","NEU","18-49 years",0.00363624428308933
"39","HP15_","NEU","50-64 years",0.00387010319602996
"40","HP15_","NEU","65+ years",0.00564726570921608
"41","HP15_","UTA","0-4 years",-1.42219244939396
"42","HP15_","UTA","5-17 years",-1.17070880143714
"43","HP15_","UTA","18-49 years",-1.21308624741625
"44","HP15_","UTA","50-64 years",-1.23927231272422
"45","HP15_","UTA","65+ years",-2.53859266354396
"46","HP15_","UVA","0-4 years",0.00059115372831421
"47","HP15_","UVA","5-17 years",0.000783659020373322
"48","HP15_","UVA","18-49 years",0.000524040443778099
"49","HP15_","UVA","50-64 years",0.000545963356876716
"50","HP15_","UVA","65+ years",0.000351900458584057
"51","HP15_","IMP","0-4 years",0
"52","HP15_","IMP","5-17 years",0
"53","HP15_","IMP","18-49 years",0
"54","HP15_","IMP","50-64 years",0
"55","HP15_","IMP","65+ years",0
"56","HP15_","COL2","0-4 years",0.000144396840188515
"57","HP15_","COL2","5-17 years",7.29334224117704e-05
"58","HP15_","COL2","18-49 years",7.0921710763512e-05
"59","HP15_","COL2","50-64 years",0.000127953720165245
"60","HP15_","COL2","65+ years",0.000131392229263785
"61","HP16_","COL","0-4 years",2.80557005469563
"62","HP16_","COL","5-17 years",9.64026852902829
"63","HP16_","COL","18-49 years",1.26562893303282
"64","HP16_","COL","50-64 years",1.23601360002108
"65","HP16_","COL","65+ years",2.88732998248909
"66","HP16_","NEU","0-4 years",17.4254224973471
"67","HP16_","NEU","5-17 years",26.268912127803
"68","HP16_","NEU","18-49 years",10.9337398868403
"69","HP16_","NEU","50-64 years",8.5713614931335
"70","HP16_","NEU","65+ years",10.3232914998971
"71","HP16_","UTA","0-4 years",6.7334126113907
"72","HP16_","UTA","5-17 years",7.33708000750203
"73","HP16_","UTA","18-49 years",7.28131859771982
"74","HP16_","UTA","50-64 years",6.97516147323163
"75","HP16_","UTA","65+ years",6.6861496062866
"76","HP16_","UVA","0-4 years",19.442113759321
"77","HP16_","UVA","5-17 years",18.6410484639063
"78","HP16_","UVA","18-49 years",5.60463215151107
"79","HP16_","UVA","50-64 years",8.21503783515435
"80","HP16_","UVA","65+ years",11.5755723524646
"81","HP16_","IMP","0-4 years",19.7200974101807
"82","HP16_","IMP","5-17 years",37.2810580610098
"83","HP16_","IMP","18-49 years",11.3839277248449
"84","HP16_","IMP","50-64 years",10.6249636823544
"85","HP16_","IMP","65+ years",12.0949572632291
"86","HP16_","COL2","0-4 years",27.1553982797615
"87","HP16_","COL2","5-17 years",12.7836471942113
"88","HP16_","COL2","18-49 years",3.80415759822317
"89","HP16_","COL2","50-64 years",8.28873512156249
"90","HP16_","COL2","65+ years",12.205627322594
"91","HP17_","COL","0-4 years",4.39819896289142
"92","HP17_","COL","5-17 years",13.3996749251389
"93","HP17_","COL","18-49 years",1.40234984760304
"94","HP17_","COL","50-64 years",1.27125788874726
"95","HP17_","COL","65+ years",4.41384998682526
"96","HP17_","NEU","0-4 years",18.5622576007696
"97","HP17_","NEU","5-17 years",28.4936282498978
"98","HP17_","NEU","18-49 years",11.735778248258
"99","HP17_","NEU","50-64 years",9.08595682615587
"100","HP17_","NEU","65+ years",10.72443204641
"101","HP17_","UTA","0-4 years",5.12598092095176
"102","HP17_","UTA","5-17 years",5.69389135676204
"103","HP17_","UTA","18-49 years",5.84738870610794
"104","HP17_","UTA","50-64 years",5.6430080075137
"105","HP17_","UTA","65+ years",4.18394055483564
"106","HP17_","UVA","0-4 years",15.5627236133033
"107","HP17_","UVA","5-17 years",14.0788814370886
"108","HP17_","UVA","18-49 years",3.79562330608247
"109","HP17_","UVA","50-64 years",5.93810894939154
"110","HP17_","UVA","65+ years",8.66849169602103
"111","HP17_","IMP","0-4 years",20.6726812990106
"112","HP17_","IMP","5-17 years",37.6871456538046
"113","HP17_","IMP","18-49 years",12.3934726835381
"114","HP17_","IMP","50-64 years",11.7036504089754
"115","HP17_","IMP","65+ years",13.2609309970807
"116","HP17_","COL2","0-4 years",26.2940217172654
"117","HP17_","COL2","5-17 years",12.2584035926529
"118","HP17_","COL2","18-49 years",3.73824723050006
"119","HP17_","COL2","50-64 years",8.10263676187425
"120","HP17_","COL2","65+ years",11.890326735056
"121","HP18_","COL","0-4 years",2.91337861401229
"122","HP18_","COL","5-17 years",10.0209658957946
"123","HP18_","COL","18-49 years",1.35030201205266
"124","HP18_","COL","50-64 years",1.30893747181357
"125","HP18_","COL","65+ years",3.01912122212743
"126","HP18_","NEU","0-4 years",17.0725290204457
"127","HP18_","NEU","5-17 years",25.8807187674575
"128","HP18_","NEU","18-49 years",10.6091513184512
"129","HP18_","NEU","50-64 years",8.29471331064219
"130","HP18_","NEU","65+ years",10.0638386224895
"131","HP18_","UTA","0-4 years",12.4050654076082
"132","HP18_","UTA","5-17 years",13.4129673232672
"133","HP18_","UTA","18-49 years",13.4917966955266
"134","HP18_","UTA","50-64 years",13.0532584198876
"135","HP18_","UTA","65+ years",12.933957422651
"136","HP18_","UVA","0-4 years",23.608142021209
"137","HP18_","UVA","5-17 years",23.7952762867338
"138","HP18_","UVA","18-49 years",8.04445926572201
"139","HP18_","UVA","50-64 years",11.1357187435418
"140","HP18_","UVA","65+ years",15.1033825149257
"141","HP18_","IMP","0-4 years",23.1715072582615
"142","HP18_","IMP","5-17 years",43.8855423341868
"143","HP18_","IMP","18-49 years",13.5000100080651
"144","HP18_","IMP","50-64 years",12.3280980074957
"145","HP18_","IMP","65+ years",14.2663651788337
"146","HP18_","COL2","0-4 years",27.2724264665621
"147","HP18_","COL2","5-17 years",12.8246234631705
"148","HP18_","COL2","18-49 years",3.82394543997332
"149","HP18_","COL2","50-64 years",8.32850153097781
"150","HP18_","COL2","65+ years",12.2605922052803
"151","HP19_","COL","0-4 years",4.53348813536723
"152","HP19_","COL","5-17 years",13.8742651190853
"153","HP19_","COL","18-49 years",1.50699235749324
"154","HP19_","COL","50-64 years",1.36157125271399
"155","HP19_","COL","65+ years",4.5785906961623
"156","HP19_","NEU","0-4 years",17.3502698815436
"157","HP19_","NEU","5-17 years",27.1496267473637
"158","HP19_","NEU","18-49 years",10.6046448901404
"159","HP19_","NEU","50-64 years",8.11595489477262
"160","HP19_","NEU","65+ years",9.804448252551
"161","HP19_","UTA","0-4 years",11.3583085173951
"162","HP19_","UTA","5-17 years",12.4772680936659
"163","HP19_","UTA","18-49 years",12.7811702333261
"164","HP19_","UTA","50-64 years",12.3253629630465
"165","HP19_","UTA","65+ years",11.2749404852945
"166","HP19_","UVA","0-4 years",23.4171811710007
"167","HP19_","UVA","5-17 years",23.4032584673327
"168","HP19_","UVA","18-49 years",7.79460726445666
"169","HP19_","UVA","50-64 years",10.8327258231634
"170","HP19_","UVA","65+ years",14.8002902158659
"171","HP19_","IMP","0-4 years",23.6782383225914
"172","HP19_","IMP","5-17 years",43.3440021425335
"173","HP19_","IMP","18-49 years",14.2706728843094
"174","HP19_","IMP","50-64 years",13.2345046282313
"175","HP19_","IMP","65+ years",15.1925578501128
"176","HP19_","COL2","0-4 years",26.4014234336948
"177","HP19_","COL2","5-17 years",12.2959343577556
"178","HP19_","COL2","18-49 years",3.75635403168279
"179","HP19_","COL2","50-64 years",8.13904342634863
"180","HP19_","COL2","65+ years",11.9406685678061
"181","HP20_","COL","0-4 years",4.64416942150328
"182","HP20_","COL","5-17 years",3.72030826393787
"183","HP20_","COL","18-49 years",2.25291131362903
"184","HP20_","COL","50-64 years",3.3249260956654
"185","HP20_","COL","65+ years",5.24693864511175
"186","HP20_","NEU","0-4 years",15.9570456251935
"187","HP20_","NEU","5-17 years",14.1983500994085
"188","HP20_","NEU","18-49 years",11.8172281349885
"189","HP20_","NEU","50-64 years",-19.7653690326815
"190","HP20_","NEU","65+ years",14.1695567776353
"191","HP20_","UTA","0-4 years",26.3788736619402
"192","HP20_","UTA","5-17 years",20.4869997071746
"193","HP20_","UTA","18-49 years",17.0449006151128
"194","HP20_","UTA","50-64 years",17.4825762440515
"195","HP20_","UTA","65+ years",25.8283439849339
"196","HP20_","UVA","0-4 years",4.0731941740646
"197","HP20_","UVA","5-17 years",4.20498629242262
"198","HP20_","UVA","18-49 years",5.00634764019072
"199","HP20_","UVA","50-64 years",5.03225058273704
"200","HP20_","UVA","65+ years",1.0168537836764
"201","HP20_","IMP","0-4 years",2.09529883052226
"202","HP20_","IMP","5-17 years",1.05369896791936
"203","HP20_","IMP","18-49 years",2.28592644939478
"204","HP20_","IMP","50-64 years",2.72769689166453
"205","HP20_","IMP","65+ years",2.85735641878981
"206","HP20_","COL2","0-4 years",1.55485538555512
"207","HP20_","COL2","5-17 years",0.831928090634675
"208","HP20_","COL2","18-49 years",1.4709563049122
"209","HP20_","COL2","50-64 years",2.3964672176979
"210","HP20_","COL2","65+ years",2.79157489911274
"211","HP21_","COL","0-4 years",13.9626447949171
"212","HP21_","COL","5-17 years",19.2159041522662
"213","HP21_","COL","18-49 years",8.50426018264302
"214","HP21_","COL","50-64 years",10.2245077507724
"215","HP21_","COL","65+ years",12.3234714683312
"216","HP21_","NEU","0-4 years",33.0706927060811
"217","HP21_","NEU","5-17 years",39.8438333468002
"218","HP21_","NEU","18-49 years",23.9750820322152
"219","HP21_","NEU","50-64 years",-6.34284235418928
"220","HP21_","NEU","65+ years",25.3393306749645
"221","HP21_","UTA","0-4 years",48.0810018024158
"222","HP21_","UTA","5-17 years",45.6342712945607
"223","HP21_","UTA","18-49 years",46.8236111774097
"224","HP21_","UTA","50-64 years",46.0662594449474
"225","HP21_","UTA","65+ years",57.3262551317625
"226","HP21_","UVA","0-4 years",33.1676998679365
"227","HP21_","UVA","5-17 years",33.125307799083
"228","HP21_","UVA","18-49 years",18.0347300501627
"229","HP21_","UVA","50-64 years",21.1101060218349
"230","HP21_","UVA","65+ years",21.5331641346885
"231","HP21_","IMP","0-4 years",21.7670756325663
"232","HP21_","IMP","5-17 years",37.4629027300865
"233","HP21_","IMP","18-49 years",14.060593272867
"234","HP21_","IMP","50-64 years",13.7877430550477
"235","HP21_","IMP","65+ years",15.2751251386677
"236","HP21_","COL2","0-4 years",29.7678468065111
"237","HP21_","COL2","5-17 years",14.6392370871406
"238","HP21_","COL2","18-49 years",6.14596847349593
"239","HP21_","COL2","50-64 years",11.8840856249088
"240","HP21_","COL2","65+ years",16.2176309357958
"241","HP22_","COL","0-4 years",16.6238196751434
"242","HP22_","COL","5-17 years",23.6920353475133
"243","HP22_","COL","18-49 years",9.49411130339895
"244","HP22_","COL","50-64 years",11.2058064829711
"245","HP22_","COL","65+ years",14.538997157007
"246","HP22_","NEU","0-4 years",36.8813485914282
"247","HP22_","NEU","5-17 years",44.7831321962898
"248","HP22_","NEU","18-49 years",27.6744824853462
"249","HP22_","NEU","50-64 years",-2.11239770134212
"250","HP22_","NEU","65+ years",28.1522159385074
"251","HP22_","UTA","0-4 years",54.7192866388239
"252","HP22_","UTA","5-17 years",52.8418092645662
"253","HP22_","UTA","18-49 years",57.8371026444627
"254","HP22_","UTA","50-64 years",56.7909417911136
"255","HP22_","UTA","65+ years",68.9758667200563
"256","HP22_","UVA","0-4 years",40.1267221126379
"257","HP22_","UVA","5-17 years",38.5732016976714
"258","HP22_","UVA","18-49 years",24.4227626570179
"259","HP22_","UVA","50-64 years",27.3625234636575
"260","HP22_","UVA","65+ years",27.8129191065183
"261","HP22_","IMP","0-4 years",22.1928824089474
"262","HP22_","IMP","5-17 years",37.4629029266852
"263","HP22_","IMP","18-49 years",14.5860113700894
"264","HP22_","IMP","50-64 years",14.3572592191579
"265","HP22_","IMP","65+ years",15.87740174464
"266","HP22_","COL2","0-4 years",29.2475800241557
"267","HP22_","COL2","5-17 years",14.3126001652934
"268","HP22_","COL2","18-49 years",6.09450653411252
"269","HP22_","COL2","50-64 years",11.7580856734554
"270","HP22_","COL2","65+ years",16.0157762902226
"271","HP23_","COL","0-4 years",7.76698608136755
"272","HP23_","COL","5-17 years",14.0647252385129
"273","HP23_","COL","18-49 years",3.7515636785077
"274","HP23_","COL","50-64 years",4.75038907805335
"275","HP23_","COL","65+ years",8.42253947416712
"276","HP23_","NEU","0-4 years",31.658376716991
"277","HP23_","NEU","5-17 years",38.3334514101273
"278","HP23_","NEU","18-49 years",22.5520234392505
"279","HP23_","NEU","50-64 years",-8.03706715142613
"280","HP23_","NEU","65+ years",24.1914128267469
"281","HP23_","UTA","0-4 years",34.482383767142
"282","HP23_","UTA","5-17 years",30.3057324031714
"283","HP23_","UTA","18-49 years",27.451831590791
"284","HP23_","UTA","50-64 years",27.4406635115751
"285","HP23_","UTA","65+ years",33.3120525413314
"286","HP23_","UVA","0-4 years",27.7270287741776
"287","HP23_","UVA","5-17 years",28.5741534500847
"288","HP23_","UVA","18-49 years",13.5767791731518
"289","HP23_","UVA","50-64 years",16.6005355366624
"290","HP23_","UVA","65+ years",16.9656170265688
"291","HP23_","IMP","0-4 years",26.449746048916
"292","HP23_","IMP","5-17 years",46.027177283569
"293","HP23_","IMP","18-49 years",17.1008553034923
"294","HP23_","IMP","50-64 years",16.3380571845385
"295","HP23_","IMP","65+ years",18.4225335178154
"296","HP23_","COL2","0-4 years",29.5629474374968
"297","HP23_","COL2","5-17 years",14.4944615824295
"298","HP23_","COL2","18-49 years",6.04241057631277
"299","HP23_","COL2","50-64 years",11.7164470333689
