"","scenario","team","reduction"
"1","HP14_","COL",3.20876587392178
"2","HP14_","NEU",0.0397093171636899
"3","HP14_","UTA",13.3312953063183
"4","HP14_","UVA",0.504198648782254
"5","HP14_","IMP",0.0618393638591464
"6","HP14_","COL2",0.0264683315989515
"7","HP15_","COL",0
"8","HP15_","NEU",0.00516634693467661
"9","HP15_","UTA",-1.95080563245551
"10","HP15_","UVA",0.00042510499307998
"11","HP15_","IMP",0
"12","HP15_","COL2",0.000108085819507083
"13","HP16_","COL",2.06725220449135
"14","HP16_","NEU",10.7269921588869
"15","HP16_","UTA",6.9128307809414
"16","HP16_","UVA",10.1727218662407
"17","HP16_","IMP",12.3490746578619
"18","HP16_","COL2",8.73604533357112
"19","HP17_","COL",2.83226592510116
"20","HP17_","NEU",11.2502669539099
"21","HP17_","UTA",4.89577243728037
"22","HP17_","UVA",7.5181398163305
"23","HP17_","IMP",13.3937121414578
"24","HP17_","COL2",8.51932398396334
"25","HP18_","COL",2.17353477075321
"26","HP18_","NEU",10.4507517896395
"27","HP18_","UTA",13.123680529388
"28","HP18_","UVA",13.4518177064471
"29","HP18_","IMP",14.5351539611913
"30","HP18_","COL2",8.77617911217992
"31","HP19_","COL",2.96451491672655
"32","HP19_","NEU",10.2758804645833
"33","HP19_","UTA",11.8809185472187
"34","HP19_","UVA",13.1563412487541
"35","HP19_","IMP",15.3321816567345
"36","HP19_","COL2",8.55607525008424
"37","HP20_","COL",3.7961565548524
"38","HP20_","NEU",13.0813890179974
"39","HP20_","UTA",22.0521648876585
"40","HP20_","UVA",2.45924683938594
"41","HP20_","IMP",2.50358669983288
"42","HP20_","COL2",2.19680944402207
"43","HP21_","COL",10.6601847982861
"44","HP21_","NEU",24.7757533819673
"45","HP21_","UTA",52.5370798232371
"46","HP21_","UVA",21.1651911841445
"47","HP21_","IMP",15.1901279444664
"48","HP21_","COL2",42.5618917131831
"49","HP22_","COL",12.225559713503
"50","HP22_","NEU",27.8434622480768
"51","HP22_","UTA",63.7944521826167
"52","HP22_","UVA",27.4411740853978
"53","HP22_","IMP",15.7267672000067
"54","HP22_","COL2",11.8784017186764
"55","HP23_","COL",6.11722362732323
"56","HP23_","NEU",23.5522793855389
"57","HP23_","UTA",30.7670027475655
"58","HP23_","UVA",16.6242693940711
"59","HP23_","IMP",18.3311947907084
"60","HP23_","COL2",11.8759711668763
"61","HP24_","COL",6.90816852276155
"62","HP24_","NEU",23.4954118227583
"63","HP24_","UTA",33.5164928925149
"64","HP24_","UVA",18.0880343144921
"65","HP24_","IMP",18.7567935657793
"66","HP24_","COL2",11.7353695717624
